"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Public District,Site Admin Salutation,Site Admin First Name,Site Admin Last Name,Site Admin Title,School Type,School Accomodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Elementary Ungraded Enrollment,Secondary Ungraded Enrollment,Total Enrollment,Offers Diploma,Number of Graduates 2010,Number of Full-time Teachers,Number of Part-Time Teachers,Number of Administrative Staff,Number of Other Staff,Tax Exempt  501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious DenomiNot affiliated with any denomiNot affiliated with any denominationtiontion,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Street,Director/Principal Officer City,Director/Principal Officer State,Director/Principal Officer Zip,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Street,Custodian of Records City,Custodian of Records State,Custodian of Records Zip,Custodian of Records Email
96416,Riverside,33671577092182,Grace Preparatory School,30750 Montgomery Avenue,Nuevo,CA,92567,,,,,951-928-5017,kbagdanov@gmail.com,Nuview Union Elementary,Mrs.,Kelly,Bagdanov,Director,Coeducational,Day Only,1,12,0,1,0,1,1,1,8,2,1,2,9,5,5,0,0,36,No,6,21,0,1,0,No,No,No,No,Religious,Evangelical,Mrs.,Kelly,Bagdanov,Director,30750 Montgomery Avenue,Nuevo,CA,92567,kbagdanov@gmail.com,Mrs.,Kelly,Bagdanov,30750 Montgomery Avenue,Nuevo,CA,62567,kbagdanov@gmail.com
95989,Riverside,33672156923098,Growing Place,4259 Jurupa Avenue,Riverside,CA,92506,,,,,951-686-8134,thegrowingpalace@tgpkids.com,Riverside Unified,Ms.,Patty,Smith,Director,Coeducational,Day Only,K,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,No,0,2,1,1,1,No,No,No,No,Non-religious,,Ms.,Teddy,Speraw,Principal,4259 Jurupa Avenue,Riverside,CA,92506,pattysmith@tgpkids.com,Ms.,Julia,Montana,4259 Jurupa Avenue,Riverside,CA,92506,julia@tgpkids.com
89947,Riverside,33672156918940,Harvest Christian School,6115 Arlington Avenue,Riverside,CA,92504,,,,,951-359-3932,dell@harvest.org,Riverside Unified,Mr.,Dell,Campbell,Principal,Coeducational,Day Only,K,6,76,60,54,44,40,53,54,0,0,0,0,0,0,0,0,381,No,0,22,0,3,27,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Dell,Campbell,Principal,6115 Arlington Avenue,Riverside,CA,92504,dell@harvest.org,Mrs.,Patty,VanBuskirk,6115 Arlington Avenue,Riverside,CA,92504,pattyv@harvest.org
90826,Riverside,33670336139547,Harvest International School,"850 East Parkridge Avenue, Suite 116",Corona,CA,92879,,,,,714-728-4312,helenmkim@yahoo.com,Corona-Norco Unified,Mrs.,Helen,Kim,Administrator,Coeducational,Day Only,1,12,0,0,1,0,0,1,2,0,0,2,1,2,0,0,0,9,Yes,1,2,0,1,0,Yes,No,No,Yes,Religious,Baptist,Mrs.,Helen,Kim,Principal,871 La Docena Lane,Corona,CA,92879,helenmkim@yahoo.com,Mrs.,Helen,Kim,871 La Docena Lane,Corona,CA,92879,helenmkim@yahoo.com
100925,Riverside,33752426141493,Harvest Time Church,22585 Alviso Road,Perris,CA,92570,PO Box 506,Perris,CA,92572,951-623-4388,htc90@yahoo.com,Val Verde Unified,Mrs.,Michelle,Peterson,Administrator,Coeducational,Day Only,K,8,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,No,0,2,0,2,0,Yes,No,No,Yes,Religious,Pentacostal,Mr.,Ann,Stanko,Principal,22585 Alviso Road,Perris,CA,92570,htc90@yahoo.com,Mrs.,Ann,Stanko,22585 Alviso Road,Perris,CA,92570,
94388,Riverside,33672156926877,Hawarden Hills Academy,6696 Via Vista Drive,Riverside,CA,92506,,,,,951-780-1616,lrboucher@hawardenhills.com,Riverside Unified,Mrs.,Lennett,Logan,Principal,Coeducational,Day Only,K,8,39,41,51,55,36,37,35,28,17,0,0,0,0,0,0,339,No,0,15,3,3,5,No,No,No,No,Non-religious,,Mrs.,Lennett,Logan,Principal,285 Gracefield Way,Riverside,CA,92506,,Mrs.,Lennett,Logan,6696 Via Vista Drive,Riverside,CA,92506,
90044,Riverside,33670826976799,Hemet Adventist Christian School,26312 Hemet Street,Hemet,CA,92544,11330 Pierce Street,Riverside,CA,92505,951-927-3872,brow.ga@gmail.com,Hemet Unified,Mr.,Gary,Brown,Principal,Coeducational,Day Only,K,8,2,2,7,4,4,4,4,2,1,0,0,0,0,0,0,30,No,0,2,1,0,3,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventists,Mr.,Donald,Dudley,Superintendent,11330 Pierce Street,Riverside,CA,92505,Don.Dudley@seccsda.org,Mrs.,Rachael,Gil,11330 Pierce Street,Riverside,CA,92505,Rachael.Gil@seccsda.org
90202,Riverside,33751926917660,Hillcrest Academy,29275 Santiago Road,Temecula,CA,92592,,,,,951-676-4754,info@hillcrestacademy.org,Temecula Valley Unified,Ms.,Maureen,Manion,Head of School,Coeducational,Day Only,K,8,30,46,30,31,21,19,23,19,22,0,0,0,0,0,0,241,No,0,22,0,2,4,Yes,No,No,Yes,Non-religious,,Ms.,Maureen,Manion,Head of School,29275 Santiago Road,Temecula,CA,92592,mmanion@hillcrestacademy.org,Mrs.,Stefanie,Rivera,29275 Santiago Road,Temecula,CA,92592,info@hillcrestacademy.org
89644,Riverside,33751766205850,Hope Learning Academy,"31542 Railroad Canyon Road, Suite 1",Canyon Lake,CA,92587,,,,,951-244-5038,pastorpaul@atriskhope.com,Lake Elsinore Unified,Mr.,Chris,Suitt,Superintendent,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,11,Yes,7,1,7,2,2,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Paul,Krueger,Executive Director,"31542 Railroad Canyon Road, Suite 1",Canyon Lake,CA,92587,pastorpaul@atriskhope.com,Mr.,Paul,Krueger,"31542 Railroad Canyon Road, Suite 1",Canyon Lake,CA,92587,firebreakpaul@gmail.com
89048,Riverside,33670827067176,Idyllwild Arts Academy,53500 Temecula Drive,Idyllwild,CA,92549,,,,,951-659-2171,billL@idyllwildarts.org,Hemet Unified,Mr.,Wiliam,Lowman,President,Coeducational,Both,9,12,0,0,0,0,0,0,0,0,0,49,61,77,83,0,0,270,Yes,103,38,56,13,78,Yes,Yes,Yes,Yes,Non-religious,,Mr.,William,Lowman,Headmaster,53500 Temecula Drive,Idyllwild,CA,92549,billL@idyllwildarts.org,Ms.,Anna-Karin,Li,53500 Temecula Drive,Idyllwild,CA,92549,annal@idyllwildarts.org
87573,Riverside,33672156926968,Immanuel Baptist School,45 Michigan Avenue,Riverside,CA,92507,,,,,951-784-1100,ibs_schoolsecretary@yahoo.com,Riverside Unified,Mr.,John,Pettit,Administrator,Coeducational,Day Only,K,12,2,0,0,1,2,0,1,3,2,3,0,1,3,0,0,18,Yes,0,3,0,2,1,Yes,No,No,Yes,Religious,Baptist,Mr.,Bruce,Coleman,Principal,45 Michigan Avenue,Riverside,CA,92507,,Miss,Stephany,Coleman,45 Michigan Avenue,Riverside,CA,92507,IBS_SchoolSecretary@yahoo.com
100731,Riverside,33672156965461,Immanuel Lutheran Elementary,5545 Alessandro Boulevard,Riverside,CA,92506,,,,,951-682-4211,,Riverside Unified,Mr.,LeRoy,Brooks,Other,Coeducational,Day Only,K,6,25,24,23,19,22,23,14,0,0,0,0,0,0,0,0,150,No,0,7,3,1,2,Yes,Yes,Yes,Yes,Religious,Lutheran,Mr.,LeRoy,Brooks,Other,5545 Alessandro Boulevard,Riverside,CA,92506,,Mrs.,Doris,Schwecke,5545 Alessandro Boulevard,Riverside,CA,92506,
100340,Riverside,33671736141279,In The Wind Academy,67865 Dillon Road,Desert Hot Springs,CA,92240,,,,,562-458-2868,lionheartoiii@yahoo.com,Palm Springs Unified,Dr.,Richard,Senna,Administrator,Coeducational,Both,7,12,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,7,Yes,0,1,1,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Dr.,Robert,Jackson,Principal,67865 Dillon Road,Desert Hot Springs,CA,92240,lionheartoiii@yahoo.com,Dr.,Richard,Senna,67865 Dillon Road,Desert Hot Springs,CA,92240,drrichardsenna@yahoo.com
98600,Riverside,33672157057482,Islamic Academy of Riverside,"1038 West Linden Street, Building B",Riverside,CA,92507,,,,,951-682-1202,islamicacademy08@yahoo.com,Riverside Unified,Mr.,Mohamed,Bendelhoum,President,Coeducational,Day Only,K,4,9,9,12,7,6,0,0,0,0,0,0,0,0,0,0,43,No,0,6,0,1,2,Yes,No,No,Yes,Religious,Islamic,Mr.,Salhin,Kondoker,Other,"1038 west linden Street, Building B",Riverside,CA,92507,islamicacademy08@yahoo.com,Mrs.,Humaira,Najeeb,"1038 West Linden Street, Building B",Riverside,CA,92507,hnajeeb@yahoo.com
91346,Riverside,33671246137475,"Jan Peterson Child Day Care Center, Inc.",26895 Brodiaea Avenue,Moreno Valley,CA,92555,,,,,951-601-9200,pbuzas@icare.bz,Moreno Valley Unified,Ms.,Patricia,Buzas,Director,Coeducational,Day Only,K,K,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,1,1,2,0,Yes,No,No,Yes,Non-religious,,Ms.,Patricia,Buzas,Director,26895 Brodiaea Avenue,Moreno Valley,CA,92555,,Ms.,Patricia,Buzas,26895 Brodiaea Avenue,Moreno Valley,CA,92555,pbuzas@icare.bz
99659,Riverside,33672076937742,Jesus Center Christian,19560 Magnolia Avenue,Lakeview,CA,92567,,,,,951-928-0615,jesuscenterschool@yahoo.com,Perris Union High,,Shirley,Seward,Principal,Coeducational,Day Only,K,12,0,0,0,1,1,1,1,4,4,3,2,0,5,0,0,22,Yes,2,3,0,1,0,Yes,No,No,Yes,Religious,InterdenomiNot affiliated with any denominationtioNot affiliated with any denominationl,,Shirley,Seward,Principal,20301 Hansen Avenue,Nuevo,CA,92567,jesuscenterschool@yahoo.com,,Shirley,Seward,20301 Hansen Avenue,Nuevo,CA,92567,jesuscenterschool@yahoo.com
93358,Riverside,33670587083413,Jewish Community School of the Desert,73251 Hovley Lane,Palm Desert,CA,92260,PO Box 14227,Palm Desert,CA,92255,760-340-2039,info@jcsdpd.org,Desert Sands Unified,Mrs.,Evrille,Bortz,Head of School,Coeducational,Day Only,K,5,17,6,9,6,6,5,0,0,0,0,0,0,0,0,0,49,No,0,5,3,1,1,Yes,No,No,Yes,Religious,Jewish,Mrs.,Evrille,Bortz,Head of School,73251 Hovley Lane,Palm Desert,CA,92211,info@jcsdpd.org,Miss,Bobbi,Batres,73251 Hovley Lane,Palm Desert,CA,92211,bobbi@jcsdpd.org
87502,Riverside,33670826139927,John Clayton Academy,300 East Latham Avenue,Hemet,CA,92543,"601 North Kirby Avenue, Space 103",Hemet,CA,92545,951-230-3011,stephmanietta@yahoo.com,Hemet Unified,Mrs.,Stephanie,Manietta,Administrator,Coeducational,Day Only,K,12,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,6,Yes,0,2,0,1,0,No,No,No,No,Non-religious,,Mrs.,stephanie,manietta,Principal,"601 North Kirby Avenue, Space 103",Hemet,CA,92545,Stephmanietta@yahoo.com,Mrs.,Stephanie,Manietta,"601 North Kirby Avenue, Space 103",Hemet,CA,92545,stephmanietta@yahoo.com
88901,Riverside,33671737086697,King's Schools of the Desert,67675 Bolero Road,Palm Springs,CA,92264,,,,,760-324-5464,delair@kingsschools.com,Palm Springs Unified,Mr.,Don,DeLair,Headmaster,Coeducational,Day Only,K,8,12,22,25,20,12,24,17,15,19,0,0,0,0,0,0,166,No,0,22,0,6,2,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Don,DeLair,Headmaster,67675 Bolero Road,Palm Springs,CA,92264,delair@kingsschools.com,Mr.,Don,Delair,67675 Bolero Road,Palm Springs,CA,92264,delair@kingsschools.com
94760,Riverside,33669776134845,La Petite Academy,11100 Collett Avenue,Riverside,CA,92505,,,,,951-688-1313,lpacarcl@lpacorp.com,Alvord Unified,Ms.,Karen,Modjeski,Director,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,1,0,0,0,No,No,No,No,Non-religious,,Ms.,Karen,Modjeski,Director,11100 Collett Avenue,Riverside,CA,92505,,Ms.,Karen,Modjeski,11100 Collett Avenue,Riverside,CA,92505,kmodjeski@lapetite.com
94366,Riverside,33670587079742,La Quinta Christian Fellowship School,50-800 Calle Paloma Street,La Quinta,CA,92253,PO Box 676,La Quinta,CA,92247,760-564-9195,lqcf@verizon.net,Desert Sands Unified,Dr.,Mark,Collins,Administrator,Coeducational,Day Only,K,8,3,1,2,2,0,4,3,1,1,0,0,0,0,0,0,17,No,0,2,0,1,3,Yes,No,No,Yes,Religious,Other,Dr.,Mark,Collins,Administrator,78-745 Sanita Dr Drive,La Quinta,CA,92253,lqcf@verizon.net,Mrs.,Susan,Collins,78-745 Sanita Drive,La Quinta,CA,92253,lqcf@verizon.net
90054,Riverside,33669776937809,La Sierra Academy,4900 Golden Avenue,Riverside,CA,92505,11330 Pierce Street,Riverside,CA,92505,951-351-1445,wlancaster@lsak-12.org,Alvord Unified,Mr.,Walter,Lancaster,President,Coeducational,Day Only,K,12,42,48,47,46,43,51,47,46,57,59,56,62,91,0,0,695,Yes,78,36,7,6,27,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventists,Mr.,Donald,Dudley,Superintendent,11330 Pierce Street,Riverside,CA,92505,Don.Dudley@seccsda.org,Mrs.,Rachael,Gil,11330 Pierce Street,Riverside,CA,92505,Rachael.Gil@seccsda.org
95024,Riverside,33752007087810,Las Brisas Christian Academy,24270 Adams Avenue,Murrieta,CA,92562,,,,,951-677-8468,msilberman@lbbf.org,Murrieta Valley Unified,Mrs.,Mindy,Silberman,Administrator,Coeducational,Day Only,K,5,12,8,11,4,8,7,0,0,0,0,0,0,0,0,0,50,No,0,4,1,1,3,Yes,No,No,Yes,Religious,Baptist,Mr.,Blake,Withers,Principal,24270 Adams Avenue,Murrieta,CA,92562,,Mrs.,Mindy,Silberman,24270 Adams Avenue,Murrieta,CA,92562,
90086,Riverside,33669776999114,Learning Bee Montessori,10235 Wells Avenue,Riverside,CA,92503-2247,,,,,951-689-1151,liliamilagros@hotmail.com,Riverside,Mrs.,Lilia,Lucchetti,Administrator,Coeducational,Day Only,K,9,9,1,1,1,1,0,0,1,0,0,0,0,0,0,0,14,No,0,1,1,1,0,No,No,No,No,Non-religious,,Mrs.,Lilia,Lucchetti,Director,10235 Wells Avenue,Riverside,CA,92503,liliamilagros@hotmail.com,Mrs.,Lilia,Lucchetti,10235 Wells Avenue,Riverside,CA,92503,liliamilagros@hotmail.com
96119,Riverside,33670906201867,Life Christian Academy,3270 Rubidoux Boulevard,Riverside,CA,92509,,,,,951-684-3639,demetria.king@sbcglobal.net,Jurupa Unified,Mrs.,LaVette,Gibson,Executive Director,Coeducational,Day Only,K,5,6,5,5,3,3,2,0,0,0,0,0,0,0,0,0,24,No,0,3,0,1,3,Yes,No,No,Yes,Religious,Pentacostal,Mrs.,Demetria,King,Principal,3270 Rubidoux Boulevard,Riverside,CA,92509,demetria.king@sbcglobal.net,Ms.,Shelia,Brice,3270 Rubidoux Boulevard,Riverside,CA,92509,sheliabrice@yahoo.com
95736,Riverside,33751926937825,Linfield Christian School,31950 Pauba Road,Temecula,CA,92592,,,,,951-676-8111,kraftery@linfield.com,Temecula Valley Unified,Ms.,Karen,Raftery,President,Coeducational,Day Only,K,12,35,39,26,40,45,49,52,52,57,79,99,74,94,0,0,741,Yes,90,48,4,3,42,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Ms.,Karen,Raftery,President,31950 Pauba Road,Temecula,CA,92592,kraftery@linfield.com,Ms.,Karen,Raftery,31950 Pauba Road,Temecula,CA,92592,kraftery@linfield.com
90827,Riverside,33670336132492,Magnolia Preschool and Kindergarten,13130 Magnolia Avenue,Corona,CA,92879,,,,,951-272-0977,preschoolmag@aol.com,Corona-Norco Unified,Mrs.,Rosa,Garcia,Director,Coeducational,Day Only,K,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,No,0,1,1,1,1,No,No,No,No,Non-religious,,Mrs.,Rosa,Garcia,Director,13130 Magnolia Avenue,Corona,CA,92879,Preschoolmag@aol.com,Mrs.,Rosa,Garcia,13130 Magnolia Avenue,Corona,CA,92879,
88829,Riverside,33671736976856,Marywood–Palm Valley School,35-525 DaVall Drive,Rancho Mirage,CA,92270,,,,,760-328-0861,vdowney@mwpv.org,Palm Springs Unified,Mr.,Vincent,Downey,Head of School,Coeducational,Day Only,K,12,23,27,29,26,26,39,42,24,35,22,22,41,17,0,0,373,Yes,20,33,6,4,2,Yes,No,No,Yes,Non-religious,,Mrs.,Connie,Golds,President,75-540 Desierto Drive,Indian Wells,CA,92210,conniegolds@gmail.com,Mr.,Vincent,Downey,35-525 DaVall Drive,Rancho Mirage,CA,92270,vdowney@mwpv.org
99100,Riverside,33672077101082,Master's Hands Christian School,28069 Cannon Drive,Sun City,CA,92585,,,,,951-246-7221,themastershands@hotmail.com,Perris Union High,Mr.,Ronald,Lucas,Principal,Coeducational,Day Only,K,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,Yes,0,1,1,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Diana,Lucas,Administrator,28069 Cannon Drive,Sun City,CA,92585,themastershands@hotmail.com,Mrs.,Diana,Lucas,28069 Cannon Drive,Sun City,CA,92585,themastershands@hotmail.com
96348,Riverside,33670906132534,Mira Loma Christian School,"9085 Mission Boulevard, Suite A-1",Riverside,CA,92509,,,,,951-681-0107,miralomachristian@yahoo.com,Jurupa Unified,Rev.,Kathleen,Fallon,Administrator,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,Yes,9,0,1,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Rev.,Joseph,Fallon,Superintendent,9085 Kennedy Street,Riverside,CA,92509,,Rev.,Kathleen,Fallon,9085 Kennedy Street,Riverside,CA,92509,miralomachristian@yahoo.com
94875,Riverside,33669777072770,Mission Bell Academy,9994 County Farm Road,Riverside,CA,92503,11980 Mt. Vernon Avenue,Grand Terrace,CA,92313,909-783-8470,greg.alexander@uhsinc.com,Alvord Unified,Mr.,Greg,Alexander,Principal,Coeducational,Day Only,K,12,0,1,1,2,0,1,3,6,12,14,17,15,61,0,0,133,Yes,1,9,3,5,60,No,No,No,No,Non-religious,,Ms.,Betti,Colucci,Other,11980 Mt. Vernon Avenue,Grand Terrace,CA,92313,betti.colucci@uhsinc.com,Ms.,Donna,Estrada,9994 County Farm Road,Riverside,CA,92503,greg.alexander@uhsinc.com
98989,Riverside,33672156141071,Momschool,4121 St. Paul Place,Riverside,CA,92504,,,,,951-359-1907,momschool2010@hotmail.com,Riverside Unified,Mr.,anthony,marks,Administrator,Coeducational,Both,K,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,No,0,1,0,0,0,No,No,No,No,Religious,Church of Christ,Mr.,anthony,marks,Administrator,4121 St. Paul Place,riverside,CA,92504,momschool2010@hotmail.com,Mr.,anthony,marks,4121 St. Paul Place,Riverside,CA,92504,
94982,Riverside,33671246203996,Monarch Christian Academy,26407 Petaluma Avenue,Moreno Valley,CA,92555,PO Box 7506,Moreno Valley,CA,92552,951-485-7468,monarchacademy@verizon.net,Moreno Valley Unified,Mr.,Mitch,Wickham,Principal,Coeducational,Day Only,1,12,0,2,1,1,4,0,0,3,3,3,4,1,1,0,0,23,Yes,3,12,0,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Mitch,Wickham,Principal,26407 Petaluma Avenue,Moreno Valley,CA,92555,,Mrs.,Cathy,Wickham,26407 Petaluma Avenue,Moreno Valley,CA,92555,
95388,Riverside,33672156900187,Montessori Academy,6200 Pachappa Drive,Riverside,CA,92506,,,,,951-682-3380,chandrapala@charter.net,Riverside Unified,Mrs.,Lalitha,Chandrapala,Director,Coeducational,Day Only,K,4,14,4,2,6,2,0,0,0,0,0,0,0,0,0,0,28,No,0,2,1,2,0,No,No,No,No,,,Mr.,Nabadawa,Chandrapala,Director,6200 Pachappa Drive,Riverside,CA,92506,chandrapala@charter.net,Mrs.,Lalitha,Chandrapala,6200 Pachappa Drive,Riverside,CA,92506,chandrapala@charter.net
92285,Riverside,33669777009772,Montessori Children's House,10493 Magnolia Avenue,Riverside,CA,92505,19242 Mesa Drive,Villa Park,CA,92861,951-359-5437,mjayarat@gmail.com,Alvord Unified,Mrs.,Anne,Abeygunaratne,Administrator,Coeducational,Day Only,K,2,20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,30,No,0,2,1,0,0,No,No,No,No,Non-religious,,Mrs.,Anne,Abeygunaratne,Administrator,10493 Magnolia Avenue,Riverside,CA,92505,mjayarat@gmail.com,Mrs.,Anne,Abeygunaratne,10493 Magnolia Avenue,Riverside,CA,92505,
95658,Riverside,33671737103583,Montessori Elementary School of Palm Springs,3692 East Chia Road,Palm Springs,CA,92262-3542,,,,,760-323-2502,awaytogrow@aol.com,Palm Springs Unified,Mr.,Ruwan,Wickremesinghe,Director,Coeducational,Day Only,K,6,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,12,No,0,2,1,1,1,No,No,No,No,Non-religious,,Miss,Chris,Wicks,Executive Director,3692 East Chia Road,Palm Springs,CA,92262,awaytogrow@aol.com,Mrs.,Chris,Wicks,3692 East Chia Rd,California,CA,92262,
93069,Riverside,33670337015852,Montessori School of Corona,260 West Ontario Avenue,Corona,CA,92882,,,,,951-371-6731,srzgrls@msn.com,Corona-Norco Unified,Mrs.,Sandra,Perez,Administrator,Coeducational,Day Only,K,8,34,23,19,13,11,9,8,5,4,0,0,0,0,0,0,126,No,0,10,6,3,10,No,No,No,No,Non-religious,,Ms.,Colleen,Ferryman,Director,12302 Skywood Court,Riverside,CA,92503,srzgrls@msn.com,Ms.,Sandra,Perez,260 West Ontario Avenue,Corona,CA,92882,srzgrls@msn.com
95698,Riverside,33670587083116,Montessori School of the Desert,73925 Fred Waring Drive,Palm Desert,CA,92260,3692 East Chia Road,Palm Springs,CA,92262,760-773-0984,awaytogrow@aol.com,Desert Sands Unified,Mrs.,Yvonne,Vaz,Director,Coeducational,Day Only,K,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,1,1,1,1,No,No,No,No,Non-religious,,Mrs.,Chris,Wicks,Executive Director,73925 Fred Waring Drive,Palm Desert,CA,92260,awaytogrow@aol.com,Mrs.,Yvonne,Vaz,73925 Fred Waring Drive,Palm Desert,CA,92260,awaytogrow@aol.com
96033,Riverside,33670586924195,Montessori School of the Valley,43-250 Warner Trail,Palm Desert,CA,92211,,,,,760-345-1888,montessorischoolofthevalley@yahoo.com,Desert Sands Unified,Ms.,Elaine,Maloney,Director,Coeducational,Day Only,K,4,8,2,7,5,1,0,0,0,0,0,0,0,0,0,0,23,No,0,2,5,0,1,No,No,No,No,Non-religious,,Ms.,Elaine,Maloney,Director,43-250 Warner Trail,Palm Desert,CA,92211,montessorischoolofthevalley@yahoo.com,Ms.,Elaine,Maloney,43-250 Warner Trail,Palm Desert,CA,92211,
87484,Riverside,33671246927677,Moreno Valley Christian,25560 Alessandro Boulevard,Moreno Valley,CA,92553-4319,,,,,951-924-6282,cvasquez@movalcf.org,Moreno Valley Unified,Mr.,Jack,Clark,Administrator,Coeducational,Day Only,K,8,16,14,6,4,10,11,2,8,3,0,0,0,0,0,0,74,No,0,6,0,0,5,Yes,No,No,Yes,Religious,Calvary Chapel,Mrs.,Karen,Marsyla,Principal,25560 Alessandro Boulevard,Moreno Valley,CA,92553,kmarsyla@movalcf.org,Mrs.,Christine,Vasquez,25560 Alessandro Boulevard,Moreno Valley,CA,92553,cvasquez@movalcf.org
93051,Riverside,33752427097488,Morning Dove Christian,25065 Morning Dove Way,Moreno Valley,CA,92551,,,,,951-924-4640,,Val Verde Unified,Mrs.,Christy,Varela,Administrator,Coeducational,Day Only,K,12,0,0,1,2,0,3,1,1,2,0,0,2,2,0,0,14,No,0,8,0,2,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Aaron,Varela,Principal,25065 Morning Dove Way,Moreno Valley,CA,92551,Varelazoo@verizon.net,Mrs.,Christy,Varela,25065 Morning Dove Way,Moreno Valley,CA,92551,varelazoo@verizon.net
92134,Riverside,33751926205421,Morningstar Christian Academy,30513 North Gate Lane,Murrieta,CA,92563,,,,,951-551-1658,,Temecula Valley Unified,Mrs.,Lucinda,Brisendine,Administrator,Coeducational,Day Only,K,12,1,1,2,2,3,2,2,3,8,0,5,2,0,0,0,31,Yes,1,17,0,2,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Al,Brisendine,Director,30513 North Gate Lane,Murrieta,CA,92563,,Mrs.,Lucinda,Brisendine,30513 North Gate Lane,Murrieta,CA,92563,
88549,Riverside,33669856138655,Morongo School,12130 Santiago Road,Banning,CA,92220,,,,,951-755-5138,jlivesey@morongo-nsn.gov,Banning Unified,Dr.,Jerald,Livesey,Head of School,Coeducational,Day Only,K,6,15,12,15,7,10,10,8,0,0,0,0,0,0,0,0,77,No,0,5,1,1,6,No,No,No,No,Non-religious,,Dr.,Jerald,Livesey,Administrator,12130 Santiago Road,Banning,CA,92220,JLivesey@Morongo-nsn.gov,Dr.,Jerald,Livesey,12130 Santiago Road,Banning,CA,92220,JLivesey@morongo-nsn.gov
98594,Riverside,33670906201586,Mt. Zion Academy,6664 Barkdale Lane,Riverside,CA,92509,,,,,951-681-8556,kcstack@charter.net,Jurupa Unified,Mrs.,Carol,Stack,Administrator,Coeducational,Day Only,1,12,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,7,No,1,3,0,1,0,No,No,No,No,Non-religious,,Mrs.,Carol,Stack,Administrator,6664 Barkdale Lane,Riverside,CA,92509,kcstack@charter.net,Mrs.,Carol,Stack,6664 Barkdale Lane,Riverside,CA,92509,kcstack@charter.net
90123,Riverside,33752006901904,Murrieta Springs Adventist Christian,32477 Starbuck Circle,Murrieta,CA,92562,11330 Pierce Street,Riverside,CA,92505,951-461-2243,dshetler@msaca.net,Murrieta Valley Unified,Mrs.,Darena,Shetler,Principal,Coeducational,Day Only,K,9,4,6,8,6,11,12,9,12,7,11,0,0,0,0,0,86,No,0,5,2,0,7,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventists,Mr.,Donald,Dudley,Superintendent,11330 Pierce Street,Riverside,CA,92505,Don.Dudley@seccsda.org,Mrs.,Rachael,Gil,11330 Pierce Street,Riverside,CA,92505,Rachael.Gil@seccsda.org
