"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 1, 2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,ZipPlus4,Mailing Street,Mailing City,Mailing State,Mailing Zip,Mailing ZipPlus4,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2011,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Street,Director/Principal Officer City,Director/Principal Officer State,Director/Principal Officer Zip,Director/Principal Officer ZipPlus4,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Street,Custodian of Records City,Custodian of Records State,Custodian of Records Zip,Custodian of Records ZipPlus4,Custodian of Records Email
113819,Riverside,33671246137483,Paradise Christian Academy,14651 Willow Leaf Road,Moreno Valley,CA,92555,,,,CA,,,951-640-4636,paradisechristianacademy@yahoo.com,,Moreno Valley Unified,Mrs.,Roberta,Cook,Administrator,Coeducational,Day Only,K,12,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,6,Yes,2,4,0,0,0,No,No,No,No,No,Religious,EVAN,Mrs.,Roberta,Cook,Principal,14651 Willow Leaf Road,Moreno Valley,CA,92555,,paradisechristianacademy@yahoo.com,Mrs.,Roberta,Cook,14651 Willow Leaf Road,Moreno Valley,CA,92555,,paradisechristianacademy@yahoo.com
105094,Riverside,33670826134886,Parkway Baptist Academy,2035 East Campus Way,Hemet,CA,92544,,,,CA,,,951-929-8151,ambeard5@gmail.com,,Hemet Unified,Mr.,Kirk,Beard,Principal,Coeducational,Day Only,1,12,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,7,Yes,0,1,0,0,0,No,No,No,No,No,Religious,BAPT,Mr.,Kirk,Beard,Principal,2035 East Campus Way,Hemet,CA,92544,,parkwaybaptisthemet@gmail.com,Mrs.,April,Beard,2035 East Campus Way,Hemet,CA,92544,,ambeard5@gmail.com
107165,Riverside,33669937098817,Pass Christian School,5297 West Wilson,Banning,CA,92220,,,,CA,,,951-845-1398,psalmm20@yahoo.com,,Beaumont Unified,Mrs.,Valerie,Westholder,Director,Coeducational,Day Only,K,2,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,29,No,0,2,1,1,0,No,Yes,No,No,Yes,Religious,AG,Rev.,Jerry,Westholder,Principal,1151 Elisa Dawn Drive,Banning,CA,92220,,,Mrs.,Valerie,Westholder,1151 Elisa Dawn Drive,Banning,CA,92220,,psalmm20@yahoo.com
102279,Riverside,33670336137020,Precious Cargo Christian Academy,433 Sixth Street,Norco,CA,92860,,PO Box 271,Norco,CA,92860,0271,951-736-0312,sissye1@nerzero.net,,Corona-Norco Unified,Rev.,L. Elizabeth,Dietsch,Principal,Coeducational,Day Only,K,12,9,11,13,19,5,9,8,7,3,11,8,11,13,0,0,127,No,3,2,3,1,4,No,Yes,No,No,Yes,Religious,PENT,Rev.,L Elizabeth,Dietsch,Principal,433 Sixth Street,Norco,ca,92860,,sissye1@netzero.net,Mrs.,Doris,Anthony,433 Sixth Street,Norco,CA,92860,,sissye1@netzero.net
106226,Riverside,33751926924344,Rancho Christian School,31300 Rancho Community Way,Temecula,CA,92592,,,,CA,,,951-303-1408,mike.j@ranchocommunity.org,,Temecula Valley Unified,Mr.,Mike,Johnson,Superintendent,Coeducational,Day Only,K,12,58,55,42,58,54,40,45,45,40,29,16,24,20,0,0,526,Yes,0,23,12,4,5,No,Yes,No,No,Yes,Religious,REF,Mr.,Scott,Treadway,President,31767 Via Telesio,Temecula,CA,92592,,scott.t@ranchocommunity.org,Mrs.,Brenda,Heideman,30300 Rancho Community Way,Temecula,CA,92592,,bheideman@ranchocommunity.org
108462,Riverside,33670827083322,Red Mountain Christian,43795 Woody End Lane,Hemet,CA,92544,,PO Box 1433,Hemet,CA,92546,,951-767-9101,redmountainchristianschool@yahoo.com,jmhilgen@netzero.com,Hemet Unified,Mrs.,Karen,Hilgenberg,Administrator,Coeducational,Day Only,K,12,0,0,2,0,0,0,1,1,3,3,5,4,4,0,0,23,Yes,3,18,0,2,0,No,No,No,No,No,Religious,NA,Mr.,Jim,Hilgenberg,Principal,43795 Woody End Lane,Hemet,CA,92544,,redmountainchristianschool@yahoo.com,Mrs.,Karen,Hilgenberg,43795 Woody End Lane,Hemet,CA,92544,,redmountainchristianschool@yahoo.com
107939,Riverside,33671166203467,Revival Christian Academy,29220 Scott Road,Menifee,CA,92584,,,,CA,,,951-672-3157,dmiller@revival.tv,,Menifee Union Elementary,Mrs.,Mary,Wilson,Administrator,Coeducational,Day Only,K,12,8,11,9,17,15,8,11,17,16,10,4,5,17,2,0,150,Yes,8,89,0,2,0,No,Yes,No,No,Yes,Religious,CAL,Mrs.,Diana,Miller,Director,29220 Scott Road,Menifee,CA,92584,,dmiller@revival.tv,Mrs.,Mary,Wilson,29220 Scott Road,Menifee,CA,92584,,mwilson@revival.tv
113678,Riverside,33672156978209,Riverside Christian Day School,3612 Arlington Avenue,Riverside,CA,92506,,,,CA,,,951-686-1818,rcdsfrontoffice@woodcrestchristian.org,,Riverside Unified,Miss,Laurie,Leach,Principal,Coeducational,Day Only,K,6,46,52,62,50,61,64,72,0,0,0,0,0,0,0,0,407,No,0,18,0,2,23,Yes,Yes,No,Yes,Yes,Religious,EVAN,Mr.,Randy,Thompson,Superintendent,3612 Arlington Avenue,Riverside,CA,92506,,Superintendent@woodcrestchristian.org,Mrs.,Judy,Johnson,3612 Arlington Avenue,Riverside,CA,92506,,rcdsfrontoffice@woodcrestchristian.org
101624,Riverside,33672156937908,Riverside Christian Schools,3532 Monroe Street,Riverside,CA,92504,3316,,,CA,,,951-687-0077,jmoran@rivchristian.org,rbrown@rivchristian.org,Riverside Unified,Mr.,John,Moran,Superintendent,Coeducational,Day Only,K,12,43,45,22,40,25,41,36,54,51,51,34,28,42,0,0,512,No,43,27,2,4,10,No,Yes,Yes,No,Yes,Religious,NA,Mr.,Ken,Kirkwood,Principal,3532 Monroe Street,Riverside,Ca,92504,,kkirkwood@rivchristian.org,Miss,Ruth,Brown,3532 Monroe Street,Riverside,CA,92504,,rbrown@rivchristian.org
109220,Riverside,33672156988299,Riverside Montessori Academy,7141 Indiana Avenue,Riverside,CA,92504,,,,CA,,,951-686-1335,chandrapala@charter.net,,Riverside Unified,Mr.,Nabadawa,Chandrapala,Director,Coeducational,Day Only,K,4,26,13,5,3,0,0,0,0,0,0,0,0,0,0,0,47,No,0,2,1,2,0,No,No,No,No,No,Non-religious,,,Lalitha,Chandrapala,Director,,,,,,,Mr.,Nabadawa,Chandrapala,7141 Indiana Avenue,,CA,92504,,
108143,Riverside,33670586959548,Sacred Heart,43775 Deep Canyon Road,Palm Desert,CA,92260,,,,CA,,,760-346-3513,abruzzio@sacredheartpalmdesert.com,,Desert Sands Unified,Mr.,Alan,Bruzzio,Principal,Coeducational,Day Only,K,8,52,58,53,57,61,61,60,65,59,0,0,0,0,0,0,526,No,0,25,3,2,22,No,Yes,Yes,Yes,Yes,Religious,CATH,Mr.,Alan,Bruzzio,Principal,43775 Deep Canyon Road,Palm Desert,CA,92260,,Abruzzio@sacredheartpalmdesert.com,Mrs.,Suzanne,Spinney,43775 Deep Canyon Road,Palm Desert,CA,92260,,Sspinney@Sacredheartpalmdesert.com
105353,Riverside,33672156976922,Saint Catherine of Alexandria School,7025 Brockton Avenue,Riverside,CA,92506,,,,CA,,,951-684-1091,rhowick@sbdiocese.org,pvesely@sbdiocese.org,Riverside Unified,Mr.,Richard,Howick,Principal,Coeducational,Day Only,K,8,30,28,36,31,34,31,32,34,38,0,0,0,0,0,0,294,No,0,14,1,1,13,No,Yes,Yes,Yes,Yes,Religious,CATH,Mr.,Richard,Howick,Principal,7025 Brockton Avenue,Riverside,CA,92506,,rhowick@sbdiocese.org,Mr.,Richard,Howick,7025 Brockton Avenue,Riverside,CA,92506,,rhowick@sbdiocese.org
107838,Riverside,33751927098809,Saint Jeanne de Lestonnac,32650 Avenida Lestonnac,Temecula,CA,92592,,,,CA,,,951-587-2505,KSchneider@sjdls.com,,Temecula Valley Unified,Sr.,Kathy,Schneider,President,Coeducational,Day Only,K,8,58,39,61,56,51,39,52,54,30,0,0,0,0,0,0,440,No,0,31,8,2,15,No,Yes,Yes,Yes,Yes,Religious,CATH,Mrs.,Kristen,Mora,Principal,32650 Avenida Lestonnac,Temecula,CA,92592,,kmora@sjdls.com,Mrs.,Jennifer,Dinverno,32650 Avenida Lestonnac,Temecula,CA,92592,,jdinverno@sjdls.com
102393,Riverside,33751926138788,Shiloh Christian Academy,34758 Heritage Oaks Court,Winchester,CA,92596,,,,CA,,,951-764-5187,darshel@verizon.net,,Temecula Valley Unified,Mrs.,Darlene,Rusk,Administrator,Coeducational,Day Only,K,12,1,1,1,0,0,2,1,1,1,1,1,0,1,0,0,11,No,0,5,0,1,0,No,No,No,No,No,Religious,BAPT,Mrs.,Darlene,Rusk,Principal,34758 Heritage Oaks Court,Winchester,Ca,92596,,darshel@verizon.net,Mrs.,Darlene,Rusk,34758 Heritage Oaks Court,Winchester,CA,92595,,darshel@verizon.net
108916,Riverside,33752006200281,Sierra Springs Christian,40960 California Oaks Road,Murrieta,CA,92562,,,,CA,,,951-304-3304,sierrasprings@gmail.com,,Murrieta Valley Unified,Mrs.,Pamela,Healey,Administrator,Coeducational,Day Only,1,12,0,2,5,4,6,8,7,10,12,9,4,6,6,0,0,79,Yes,9,40,0,1,0,No,No,No,No,No,Religious,NA,Mrs.,Pamela,Healey,Administrator,24408 Avenida Musico,Murrieta,CA,92562,,pam.healey54@gmail.com,Mrs.,Pamela,Healey,40960 California Oaks Road,Murrieta,CA,92562,,pam.healey54@gmail.com
110723,Riverside,33672157022619,Somerset Educational Services,17241 Van Buren Boulevard,Riverside,CA,92504,,,,CA,,,951-789-4405,cory.darrington@uhsinc.com,,Riverside Unified,Ms.,Giselle,Carbullido,Administrator,Coeducational,Day Only,K,12,1,2,0,6,7,6,6,11,11,21,12,6,15,0,0,104,No,13,12,0,7,37,Yes,No,No,No,No,Non-religious,,Mr.,Cory,Darrington,Director,17241 Van Buren Boulevard,Riverside,CA,92504,,cory.darrington@uhsinc.com,Ms.,Cindy,Oster,17241 Van Buren Boulevard,Riverside,CA,92504,,cindy.oster@uhsinc.com
102118,Riverside,33670336976930,St. Edward School,500 South Merrill Terrace,Corona,CA,92882,,,,CA,,,951-737-2530,eagles1947@msn.com,stedward@sbdiocese.org,Corona-Norco Unified,Mrs.,Leilani,Lister,Principal,Coeducational,Day Only,K,8,29,38,37,38,28,39,39,29,23,0,0,0,0,0,0,300,No,0,15,5,1,13,No,Yes,Yes,Yes,Yes,Religious,NA,Mrs.,Leilani,Lister,Principal,500 South Merrill Street,Corona,Ca,92882,,eagles1947@msn.com,Mrs.,Leilani,Lister,500 South Merrill Street,Corona,CA,92882,,eagles1947@msn.com
109431,Riverside,33672156976948,St. Francis de Sales School,4205 Mulberry Street,Riverside,CA,92501,3806,,,CA,,,951-683-5083,kkothlow.sfds.ocs@sbdiocese.org,,Riverside Unified,Miss,Kathy,Kothlow,Principal,Coeducational,Day Only,K,8,22,20,31,30,37,18,24,27,25,0,0,0,0,0,0,234,No,0,10,0,1,8,No,Yes,Yes,Yes,Yes,Religious,CATH,Fr.,Reno,Aiardi,Other,4268 Lime Street,Riverside,CA,92501,3806,raiardi@sbdiocese.org,Mrs.,Michele,Grisham,4205 Mulberry Street,Riverside,CA,92501,3806,mgrisham.sfds.ocs@sbdiocese.org
106262,Riverside,33672496976955,St. Hyacinth Academy,275 South Victoria Avenue,San Jacinto,CA,92583,,,,CA,,,951-654-2013,llambert.sha.ocs@sbdiocese.org,,San Jacinto Unified,Mrs.,Ladonna,Lambert,Principal,Coeducational,Day Only,K,8,23,34,26,33,16,23,25,15,16,0,0,0,0,0,0,211,No,0,14,1,1,8,No,Yes,Yes,Yes,Yes,Religious,CATH,Mr.,Ladonna,Lambert,Principal,275 South Victoria Avenue,San Jacinto,CA,92583,,llambert.sha.ocs@sbdiocese.org,Mrs.,Ladonna,Lambert,275 South Victoria Avenue,San Jacinto,CA,92583,,llambert.sha.ocs@sbdiocese.org
104823,Riverside,33671996976963,St. James Catholic School,250 West Third Street,Perris,CA,92570,,,,CA,,,951-657-5226,stjamesprincipal@gmail.com,scourvoisier.sjcs@gmail.com,Perris Elementary,Mrs.,Camile,Lara,Principal,Coeducational,Day Only,K,8,20,15,18,24,17,18,14,21,17,0,0,0,0,0,0,164,No,0,9,0,1,3,No,Yes,Yes,Yes,Yes,Religious,CATH,Mrs.,Patricia,Vesely,Superintendent,1201 East Highland Avenue,San Bernardino,CA,92404,,,Mrs.,Camile,Lara,250 West Third Street,Riverside,CA,92570,,stjamesprincipal@gmail.com
110326,Riverside,33670826930085,St. John's Lutheran,26410 Columbia Street,Hemet,CA,92544,,,,CA,,,951-925-7756,dayschool@stjohnshemet.org,,Hemet Unified,Mrs.,Vickie,Leitz,Principal,Coeducational,Day Only,K,8,29,21,17,16,15,13,11,8,8,0,0,0,0,0,0,138,No,0,7,2,1,4,No,Yes,No,No,Yes,Religious,LUTH,Mrs.,Vickie,Leitz,Principal,26410 Columbia Street,Hemet,Ca,92544,,vleitz@stjohnshemet.org,Mrs.,Vickie,Leitz,26410 Columbia Street,Hemet,CA,92544,,vleitz@stjohnshemet.org
105382,Riverside,33672496133268,St. Jude School,23608 Soboba Road,San Jacinto,CA,92583,,PO Box 730,San Jacinto,CA,92581,,951-487-8822,saintjudesoboba@aol.com,,San Jacinto Unified,Mrs.,Kathryn,Piguet,Principal,Coeducational,Day Only,K,5,6,4,4,4,3,2,0,0,0,0,0,0,0,0,0,23,No,0,3,1,1,0,No,Yes,No,No,Yes,Religious,CATH,Sr.,Marianna,Torrano,Other,23600 Soboba Road,San Jacinto,Ca,92583,,pkgraphics@hotmail.com,Mrs.,Kathryn,Piguet,23608 Soboba Road,San Jacinto,CA,92583,,saintjudesoboba@aol.com
106107,Riverside,33671736976989,St. Theresa,455 South Compadre Road,Palm Springs,CA,92262,7997,,,CA,,,760-327-4919,principal@stsps.org,,Palm Springs Unified,Mrs.,Cheryl,Corey,Principal,Coeducational,Day Only,K,8,27,26,28,25,33,30,19,25,25,0,0,0,0,0,0,238,No,0,16,0,1,10,No,Yes,No,No,Yes,Religious,CATH,Sr.,Diane,Smith,Other,2800 East Ramon Road,Palm Springs,CA,92264,7997,dsmith@sttheresa.org,Mrs.,Cheryl,Corey,68575 Vista Chino Avenue,Cathedral City,CA,92234,5689,principal@stsps.org
110878,Riverside,33672156976997,St. Thomas the Apostle School,9136 Magnolia Avenue,Riverside,CA,92503,,,,CA,,,951-689-1981,riversidestthom@aol.com,pvesely@sbdiocese.org,Riverside Unified,Mrs.,Catherine,Thompson,Principal,Coeducational,Day Only,K,8,32,18,23,21,20,27,22,20,24,0,0,0,0,0,0,207,No,0,10,0,1,9,No,Yes,Yes,Yes,Yes,Religious,CATH,Mrs.,Catherine,Thompson,Principal,9136 Magnolia Avenue,Riverside,CA,92503,,riversidestthom@aol.com,Mrs.,Martha,Ochoa,9136 Magnolia Avenue,Riverside,CA,92503,,rivochoa1@aol.com
110511,Riverside,33672150125146,Starting Gate Educational Services,4011 14th Street,Riverside,CA,92501,4002,PO Box 52650,Riverside,CA,92517,,951-788-7374,josephmc@startinggateedu.org,,Riverside Unified,Mrs.,Toni,Caudle-Sharp,Principal,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,2,10,18,18,12,0,0,60,Yes,0,7,3,3,8,Yes,Yes,No,No,Yes,Non-religious,,Mr.,Joseph,McCoy,Executive Director,4011 14th Street,Riverside,CA,92501,4002,josephmc@startinggateedu.org,Miss,Diane,Alcaraz,4011 14th Street,Riverside,CA,92501,4002,dianea@startinggateedu.org
114825,Riverside,33751927072309,Temecula Christian School,29825 Santiago Road,Temecula,CA,92592,,,,CA,,,951-695-0025,info@temeculacs.com,info@temeculacs.com,Temecula Unified School District,Mr.,Brent,Yim,Principal,Coeducational,Day Only,K,8,3,0,4,10,10,7,3,3,4,0,0,0,0,0,0,44,No,0,5,0,2,3,No,Yes,No,No,Yes,Religious,NA,Mr.,Jim,Diaz,Administrator,29825 Santiago Road,Temecula,CA,92592,,info@temeculacs.com,Mr.,Brent,Yim,29825 Santiago Road,Temecula,CA,92592,,info@temeculacs.com
109593,Riverside,33751927091531,Temecula Montessori Academy,27635 Jefferson Avenue,Temecula,CA,92590,,,,CA,,,951-676-6464,temeculamontessori@verion.net,,Temecula Valley Unified,Mrs.,Melinda,Sones,Administrator,Coeducational,Day Only,K,5,30,6,5,0,0,0,0,0,0,0,0,0,0,0,0,41,No,0,3,1,1,0,No,No,No,No,No,Non-religious,,Mrs.,Melinda,Sones,Director,27635 Jefferson Avenue,Temecula,ca,92590,,temeculamontessori@verizon.net,Mr.,Melinda,Sones,27635 Jefferson Avenue,Temecula,CA,92590,,
112891,Riverside,33671996999130,Temple Christian Schools,745 North Perris Boulevard,Perris,CA,92571,2815,,,CA,,,951-657-7326,shelley@templechristianschool.net,,Perris Elementary,Mr.,Jim,Carter,Administrator,Coeducational,Day Only,K,12,19,22,7,6,8,7,4,8,4,0,0,0,1,0,0,86,Yes,1,10,1,1,3,No,Yes,No,No,Yes,Religious,BAPT,Mr.,Jim,Carter,Administrator,745 North Perris Boulevard,Perris,CA,92571,2815,jdcarter2010@yahoo.com,Mrs.,Shelley,Hovencamp,745 North Perris Boulevard,Perris,CA,92571,2815,shelley@templechristian.net
102858,Riverside,33670586142715,The Academy of Palm Desert Presbyterian Community Church,47321 Highway 74,Palm Desert,CA,92260,,,,CA,,,760-346-8195,tinam@pdpresby.org,tinam@pdpresby.org,Desert Sands Unified,Rev.,Dourg,Garrard,Other,Coeducational,Day Only,K,5,0,12,6,8,5,8,0,0,0,0,0,0,0,0,0,39,No,0,5,4,1,1,No,Yes,No,No,Yes,Religious,PRES,Dr.,Rich,Cansdale,Headmaster,47321 Highway 74,Palm Desert,CA,92260,,richc@pdpresby.org,Mrs.,Tina,Maize,47321 Highway 74,Palm Desert,CA,92260,,tinam@pdpresby.org
109546,Riverside,33672156141485,The Real Academy,"11801 Pierce Street, Floor 2nd",Riverside,CA,92505,,1201 West Arbrook Boulevard,Arlington,CA,76015,,909-542-8275,admin@realacademy.info,admin@therealacademy.org,Riverside Unified,Rev.,Irvin,Perry,Other,Coeducational,Day Only,6,12,0,0,0,0,0,0,3,2,0,2,5,0,0,0,0,12,No,0,1,3,1,1,Yes,No,No,No,No,Religious,NA,Mrs.,Patience,Rose,Executive Director,5359 Harcourt Street,Los Angeles,CA,90043,,admin@realacademy.info,Mrs.,Patience,Rose,5359 Harcourt Street,Los Angeles,CA,90043,,records@realacademy.info
103224,Riverside,33752006142293,The University of America,"38397 Innovation Court, Suite 101",Murrieta,CA,92563,,,,CA,,,951-200-3320,info@ua-edu.us,,MURRETA SCHOOL DISTRICT,Dr.,Gamaliel,Onyemaobi,Superintendent,Coeducational,Day Only,12,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,Yes,0,3,4,3,1,No,Yes,No,No,Yes,Religious,BAPT,Rev.,Shullam,Onyemaobi,Principal,39274 Sugar Cane Drive,Murrieta,CA,92563,,info@ua-edu.us,Rev.,Shullam,Onyemaobi,39274 Sugar Cane,Murrieta,CA,92563,,info@ua-edu.us
113090,Riverside,33671816143143,Tom Christian Academy,254 North Intake Boulevard,Blythe,CA,92225,,,,CA,,,760-899-3934,reikapw5pni@aol.com,,Palo Verde School District,Mr.,Lentner,Tom,Principal,Coeducational,Day Only,1,12,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,6,No,0,1,1,0,0,No,No,No,No,No,Religious,SDA,Mr.,Lentner,Tom,Principal,254 North Intake Boulevard,Blythe,Ca,92225,,reikapw5pni@aol.com,Mrs.,Guadalupe,Tom,254 North Intake Boulevard,Blythe,CA,92225,,reikapw5pni@aol.com
108650,Riverside,33670336917942,Town and Country Day School,3614 Pedley Avenue,Norco,CA,92860,1560,,,CA,,,951-737-2130,tcbash@yahoo.com,,Corona-Norco Unified,Mrs.,Betty,Bash,Executive Director,Coeducational,Day Only,K,K,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,No,0,3,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Deborah,Johnson,Director,3614 Pedley Avenue,Norco,CA,92860,1560,,Mrs.,Betty,Bash,3614 Pedley Avenue,Norco,CA,92860,1560,tcbash@yahoo.com
111603,Riverside,33672156134969,Tree of Life Christian Academy,20140 Kayne Street,Corona,CA,92881,,,,CA,,,951-808-0959,hliddles10@aol.com,,Riverside Unified,Mrs.,Cynthia,Liddle,Administrator,Coeducational,Day Only,1,12,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,NA,Mr.,Howard,Liddle,Principal,20140 Kayne Street,Corona,CA,92881,,Hliddles10@aol.com,Mrs.,Cynthia,Liddle,20140 Kayne Street,Corona,CA,92881,,Hliddles10@aol.com
103858,Riverside,33670336204317,Turning Point Christian School,2000 Norco Drive,Norco,CA,92860,,,,CA,,,951-735-4480,lyndatpc@yahoo.com,,Corona-Norco Unified,Mrs.,Cindy,Booth,Principal,Coeducational,Day Only,K,4,20,16,14,9,4,0,0,0,0,0,0,0,0,0,0,63,No,0,5,0,0,0,No,Yes,No,No,Yes,Religious,NA,Mrs.,Lynda,Juszczak,Director,2000 Norco Drive,Norco,CA,92860,,lyndatpc@yahoo.com,Ms.,Lindsay,Juszczak,2000 Norco Drive,Norco,CA,92860,,turningpointchristianschool@yahoo.com
109892,Riverside,33671246903280,Valley Adventist Christian,12649 Indian Avenue,Moreno Valley,CA,92553,,,,CA,,,951-242-3012,greghtoni@netscape.net,,Moreno Valley Unified,Mrs.,Toni,Hollier,Principal,Coeducational,Day Only,K,8,5,8,4,0,7,2,1,1,5,0,0,0,0,0,0,33,No,0,2,0,0,1,No,Yes,Yes,Yes,Yes,Religious,SDA,Mr.,Donald,Dudley,Superintendent,11330 Pierce Street,Riverside,CA,92505,,Donald.Dudley@seccsda.org,Mrs.,Rachael,Gil,11330 Pierce Street,Riverside,CA,92505,,Rachael.Gil@seccsda.org
107019,Riverside,33671246927016,Valley Christian Academy,26755 Alessandro Boulevard,Moreno Valley,CA,92555,,,,CA,,,951-242-5683,valleychristianacademy@gmail.com,,Moreno Valley Unified,Mr.,Patrick,Peacock,Principal,Coeducational,Day Only,K,8,22,12,14,11,12,10,15,9,11,0,0,0,0,0,0,116,No,0,9,0,1,5,No,Yes,No,No,Yes,Religious,Other,Rev.,Ted,Slattery,Other,26755 Alessandro Boulevard,Moreno Valley,Ca,92555,,vccpastor@vccbic.com,Mrs.,Maryann,Hardin,26755 Alessandro Boulevard,Moreno Valley,CA,92555,,valleychristianacademy@gmail.com
114337,Riverside,33670586134860,Valley Christian Academy,43400 Warner Trail,Palm Desert,CA,92211,,,,CA,,,501-258-0343,jjohnson@fdhgroup.com,jgjohnsonfamily@verizon.net,Desert Sands Unified,,Jerry,Johnson,Executive Director,Coeducational,Day Only,1,12,0,1,0,2,1,0,3,0,3,2,2,2,1,0,0,17,Yes,0,6,,,,No,Yes,No,Yes,Yes,Religious,BAPT,,Jerry,Johnson,Executive Director,43400 Warner Trail,Palm Desert,CA,92211,,jjohnson@fdhgroup.com,,Buffie,Johnson,43400 Warner Trail,Palm Desert,CA,92211,,jjohnson@fdhgroup.com
114801,Riverside,33672156937973,Woodcrest Christian,18401 Van Buren Boulevard,Riverside,CA,92508,,,,CA,,,951-780-2010,receptionist@woodcrestchristian.org,,Riverside Unified,Mr.,Randy,Thompson,Superintendent,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,86,93,61,97,85,78,0,0,500,Yes,92,29,2,7,19,No,Yes,No,Yes,Yes,Religious,NA,Mr.,Jim,Sullivan,Principal,2661 Martinez Lane,Riverside,CA,92503,,superintendent@woodcrestchristian.org,Mrs.,Bobbie,Brown,18401 Van Buren Boulevard,Riverside,CA,92508,,supplies@woodcrestchristian.org
102964,Riverside,33671736133078,Xavier College Preparatory High School,34-200 Cook Street,Palm Desert,CA,92211,,,,CA,,,760-601-3900,calling@xavierprep.org,,Palm Springs Unified,Mr.,Chris,Alling,Principal,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,151,130,116,85,0,0,482,Yes,74,36,5,8,15,No,Yes,No,No,Yes,Religious,CATH,Mr.,Chris,Alling,Principal,34-200 Cook Street,Palm Desert,CA,92211,,calling@xavierprep.org,Mr.,Chris,Alling,34-200 Cook Street,Palm Desert,CA,92211,,calling@xavierprep.org
105566,Sacramento,34674397091481,ABC School,4540 Harlin Drive,Sacramento,CA,95826,,,,CA,,,916-364-7800,kathy@appliedbehavior.com,,Sacramento City Unified,Ms.,Brenda,Terzich-Garland,Other,Coeducational,Day Only,K,12,2,9,5,7,7,2,4,1,8,4,1,4,4,0,0,58,No,0,10,0,4,65,No,No,No,No,No,Non-religious,,Ms.,Kerry,Madden,Director,4540 Harlin Drive,Sacramento,Ca,95826,,kathy@appliedbehavior.com,Ms.,Julie,Amian,4540 Harlin Drive,Sacramento,CA,95826,,kathy@appliedbehavior.com
108930,Sacramento,34674476141998,Academy of Private Christian Education,7412 Hollyhock Court,Citrus Heights,CA,95621,,PO Box 270,Citrus Heights,CA,95611,,916-725-8316,aca@tellsomebody.com,,San Juan,Mrs.,Karen,Davis,Administrator,Coeducational,Day Only,1,12,0,0,1,0,1,0,2,2,2,4,4,7,7,0,0,30,Yes,7,2,0,1,0,No,No,No,No,No,Religious,INTD,Mr.,David,Davis,Principal,7412 Hollyhock Court,Citrus Heights,CA,95621,,aca@tellsomebody.com,Mrs.,Karen,Davis,7412 Hollyhock Court,Citrus Heights,CA,95621,,aca@tellsomebody.com
114156,Sacramento,34673147096852,Al-Arqam Islamic School,6990 65th Street,Sacramento,CA,95823,,,,CA,,,916-391-3333,administrator@alarqamislamicschool.org,,Elk Grove Unified,Ms.,A.M.,Fain,Principal,Coeducational,Day Only,K,12,25,32,46,25,36,26,21,24,29,20,16,6,16,0,0,322,No,16,32,1,3,6,No,Yes,No,No,Yes,Religious,ISLM,Ms.,A.M,Fain,Principal,6990 65th Street,Sacramento,CA,95823,,principal@alarqamislamicschool.org,Ms.,Samia,Syed,6990 65th Street,Sacramento,CA,95823,,secretary@alarqamislamicschool.org
