"California Department of Education, Teacher and Leader Policy Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18 Private School Affidavit Data - Schools with Enrollment of Six or More Students (July 2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2015-16,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
217528,Riverside,33669770126821,"Bright Futures Academy, Riverside",9994 County Farm Road,Riverside,CA,92503,no data,no data,no data,no data,951-785-0504,b.colucci@brightfuturesnps.com,no data,Alvord Unified,Mr.,Byron,Briggs,Principal,b.briggs@brightfuturesnps.com,Coeducational,Day Only,K,12,0,1,0,2,2,9,8,13,11,10,11,16,3,0,51,137,Yes,0,12,0,4,62,Yes,No,No,No,No,Non-religious,,Ms.,Betti,Colucci,President,b.colucci@brightfuturesnps.com,Ms.,Pamela,Lamberth,p.lamberth@brightfuturesnps.com
219783,Riverside,33751766910830,Bundy Canyon Christian,23411 Bundy Canyon Road,Wildomar,CA,92595,no data,no data,no data,no data,951-674-1254,bcccswlkr@cs.com,no data,Lake Elsinore Unified,Mr.,Phillip,Walker,Administrator,bcccswlkr@cs.com,Coeducational,Day Only,K,8,8,10,6,0,0,1,1,1,1,0,0,0,0,0,0,28,No,0,4,0,1,2,No,Yes,No,No,Yes,Religious,NA,Mrs.,Phyllis,Walker,Director,bcccswlkr@cs.com,Mrs.,Monique,Albritton,bcccswlkr@cs.com
228121,Riverside,33671736149660,CA School of Excellence,2800 Golf Club Drive E4,Palm Springs,CA,92264,no data,no data,no data,no data,310-303-4290,caschoolofexcellence@ymail.com,no data,Palm Springs Unified,Miss,Aunice,Reed,Director,caschoolofexcellence@ymail.com,Coeducational,Day Only,1,12,0,3,0,2,0,1,1,0,1,0,0,1,0,0,0,9,No,0,3,0,1,1,No,No,No,No,No,Non-religious,,Miss,Aunice,Reed,Director,caschoolofexcellence@ymail.com,Miss,Aunice,Reed,caschoolofexcellence@ymail.com
217519,Riverside,33751766937031,California Lutheran High School,31970 Central Avenue,Wildomar,CA,92595,no data,no data,no data,no data,951-678-7000,sgarvin@clhsonline.net,no data,Lake Elsinore Unified,Mr.,Steve,Rosenbaum,Principal,rosenbaumsj@clhsonline.net,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,20,23,22,22,0,0,87,Yes,16,11,0,3,9,No,Yes,No,No,Yes,Religious,LUTH,Mr.,Andrew,Aguilar,Superintendent,no data,Mrs.,Sarah,Garvin,no data
228806,Riverside,33752427085723,California Ranch School,21135 Olympia Avenue,Perris,CA,92570,no data,no data,no data,no data,951-943-6644,californiaranchschool@msn.com,no data,Val Verde Unified,Mrs.,Claudia,Nicolosi,Administrator,californiaranchschool@msn.com,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6,Yes,1,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Claudia,Nicolosi,Director,californiaranchschool@msn.com,Mrs.,Claudia,Nicolosi,californiaranchschool@msn.com
219427,Riverside,33670826146179,Calvary Chapel Academy,26121 Hemet Street,Hemet,CA,92544,P.O. Box 5338,Hemet,CA,92544,951-927-4395,ccacademy@cchemet.com,no data,Hemet Unified,Mr.,Gary,Johnson,Administrator,gary@cchemet.com,Coeducational,Day Only,K,5,9,10,9,4,6,3,0,0,0,0,0,0,0,0,0,41,No,0,4,2,2,2,No,Yes,No,No,Yes,Religious,Calvary Chapel,Ms.,Michelle,Cortes,Director,ccacademy@cchemet.com,Mrs.,Tracie,Tovar,ccacademy@cchemet.com
216787,Riverside,33671247085731,Calvary Chapel Christian,28010 Ironwood Avenue,Moreno Valley,CA,92555,no data,no data,no data,no data,951-485-6088,thamilton@ccmoval.org,no data,Moreno Valley Unified,Mr.,Timothy,Hamilton,Principal,thamilton@ccmoval.org,Coeducational,Day Only,K,12,24,17,19,20,16,11,15,16,22,3,13,7,14,0,0,197,No,9,13,2,2,8,No,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Timothy,Hamilton,Principal,thamilton@ccmoval.org,Mrs.,Sandie,Desrosiers,sdesrosiers@ccmoval.org
219652,Riverside,33670336142095,Calvary Chapel Christian Academy,130 West Chase Drive,Corona,CA,92882,no data,no data,no data,no data,951-818-3744,abrown@calvarycorona.org,rroper@calvarycorona.org,Corona-Norco Unified,Mr.,Ron,Roper,Head of School,rroper@calvarycorona.org,Coeducational,Day Only,K,6,9,7,13,10,8,8,4,0,0,0,0,0,0,0,0,59,No,0,4,0,3,4,No,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Peter,Lang,Principal,plang@calvarycorona.org,Mrs.,Andi,Brown,abrown@calvarycorona.org
220609,Riverside,33672316133623,Calvary Chapel Christian Academy,27912 Adams Avenue,Menifee,CA,92585,no data,no data,no data,no data,951-928-1166,office@CalvaryChapelCA.com,no data,Romoland Elementary,Mrs.,Patricia,Fleeger,Principal,pfleeger@calvarychapelca.com,Coeducational,Day Only,K,8,9,3,6,2,3,3,7,2,5,0,0,0,0,0,0,40,No,0,4,0,1,0,Yes,Yes,No,No,Yes,Religious,Calvary Chapel,Mrs.,Patricia,Fleeger,Principal,pfleeger@calvarychapelca.com,Mrs.,Patricia,Fleeger,pfleeger@calvarychapelca.com
224040,Riverside,33670336142095,Calvary Chapel Corona Christian Academy,130 West Chase Drive,Corona,CA,92882,no data,no data,no data,no data,951-278-0600,ccccapsp@gmail.com,no data,Corona-Norco Unified,Mrs.,Arlene,Cristan,Administrator,ccccapsp@gmail.com,Coeducational,Day Only,K,12,2,0,1,0,2,0,2,0,3,1,2,2,2,0,0,17,Yes,2,9,0,1,0,No,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Michael,Rodriguez,President,mrodriguez@calvarycorona.org,Mrs.,Arlene,Cristan,ccccapsp@gmail.com
225183,Riverside,33670906134894,Calvary Christian Academy,5212 Sulphur Drive,Mira Loma,CA,91752,no data,no data,no data,no data,951-361-0438,calvarychristianacademy@joimail.com,no data,Jurupa Unified,Mrs.,Nedra,Patton,Administrator,calvarychristianacademy@joimail.com,Coeducational,Day Only,1,12,0,6,7,6,5,9,11,5,4,7,4,3,4,0,0,71,Yes,7,42,1,1,0,No,No,No,No,No,Religious,NA,Mr.,Frank,Patton,Principal,calvarychristianacademy@joimail.com,Mrs.,Nedra,Patton,calvarychristianacademy@joimail.com
218016,Riverside,33669857072119,Calvary Christian School,1325 Mountain Avenue,Banning,CA,92220,no data,no data,no data,no data,951-849-1877,mountavebc@juno.com,no data,Banning Unified,Mr.,Theo,Skwarczynski,Administrator,theoskwarczynski.ccs@gmail.com,Coeducational,Day Only,K,12,33,33,22,24,11,17,13,17,16,12,5,5,7,0,0,215,Yes,3,14,3,2,5,No,Yes,No,No,Yes,Religious,Baptist,Mr.,Phil,Niederer,Principal,philniederer.ccs@gmail.com,Mrs.,Theresa,Carr,theresacarr.ccs@gmail.com
223864,Riverside,33752007083082,Calvary Murrieta Christian Schools,24225 Monroe Avenue and 24275 Monroe Avenue,Murrieta,CA,92562,24225 Monroe Ave.,Murrieta,CA,92562,951-834-9190,kfulton@calvarymurrieta.com,no data,Murrieta Valley Unified,Mr.,Desmond,Starr,Superintendent,dstarr@calvarymurrieta.com,Coeducational,Day Only,K,12,58,56,42,47,61,45,70,68,71,76,85,70,93,0,0,842,Yes,46,35,5,6,40,No,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Desmond,Starr,Superintendent,no data,Mrs.,Sharol,Morgan,smorgan@calvarymurrieta.com
217219,Riverside,33672156937908,Carnegie Schools Riverside,8775 Magnolia Avenue,Riverside,CA,92503,no data,no data,no data,no data,951-687-0077,tedwards@rivchristian.org,kdreyer@rivchristian.org,Riverside County Office of Education,Dr.,Tiffany,Edwards,Other,tedwards@rivchristian.org,Coeducational,Day Only,K,12,23,22,17,15,17,23,21,27,28,52,55,79,81,0,0,460,Yes,76,31,2,6,12,No,Yes,No,No,Yes,Religious,NA,Mrs.,Richelle,Piechowski,Principal,rpiechowski@rivchristian.org,Mrs.,Karen,White,kwhite@rivchristian.org
234632,Riverside,no data,Catherine's School,2104 Red Admiral Lane,Hemet,CA,92545,no data,no data,no data,no data,951-805-7556,momuv5qtz@gmail.com,momuv5qtz@gmail.com,Hemet Unified,Mrs.,Catherine,Brown,Head of School,momuv5qtz@gmail.com,Coeducational,Day Only,1,12,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,22,Yes,0,1,0,0,0,Yes,No,No,No,No,Non-religious,,Mrs.,Catherine,Brown,Director,momuv5qtz@gmail.com,Mrs.,Catherine,Brown,momuv5qtz@gmail.com
232539,Riverside,33669936203780,CHILDHELP SCHOOL OF VILLAGE WEST,14700 MANZANITA PARK ROAD,BEAUMONT,CA,92223,no data,no data,no data,no data,951-845-3155,ablasquez@childhelp.org,cbandele@childhelp.org,Beaumont Unified,Mrs.,ADRIANNE,BLASQUEZ,Principal,ablasquez@childhelp.org,Coeducational,Day Only,K,12,0,1,1,8,12,11,13,11,9,6,5,2,5,0,3,87,No,1,9,0,2,34,Yes,Yes,No,No,Yes,Religious,NA,Mr.,CHUKWUKA,BANDELE,Administrator,cbandele@childhelp.org,Mrs.,ADRIANNE,BLASQUEZ,ablasquez@childhelp.org
224686,Riverside,33670337078116,Christian Heritage School,915 West Citron Street,Corona,CA,92882,P. O. Box 1780,Corona,CA,92878,951-736-3033,christianheritagemail@gmail.com,no data,Corona-Norco Unified,Mrs.,Arleen,Morri,Administrator,chs@urs2.net,Coeducational,Day Only,K,12,6,14,7,12,10,10,12,15,14,16,18,20,18,2,2,176,Yes,0,87,8,2,2,No,No,No,No,No,Religious,NA,Mrs.,Arleen,Morris,Administrator,amorris@urs2.net,Mrs.,Cheryl,Tucker,christianheritagemail@gmail.com
232531,Riverside,36676526146062,Church of ChristFS - Charter School,"1655 East 6th Street, A-4  Number 102",Corona,CA,92879,no data,no data,no data,no data,909-548-2959,creativechildfamilyservices@gmail.com,no data,Corona-Norco Unified,Mrs.,Barbara,Timmons,Administrator,creativechildfamilyservices@gmail.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,12,11,7,10,0,0,40,Yes,8,2,2,2,2,No,Yes,No,No,Yes,Non-religious,,Mrs.,Barbara,Timmons,Director,barbaratimmons67@aol.com,Ms.,Maria,Guerrero,creativechildfamilyservices@gmail.com
217060,Riverside,33751926150171,Concord Lutheran Academy,29581 North General Kearney Road,Temecula,CA,92591,no data,no data,no data,no data,951-699-8463,office@concordlutheran.com,principal@concordlutheran.com,Temecula Valley Unified,Mr.,Patrick,Walker,Principal,principal@concordlutheran.com,Coeducational,Day Only,K,8,4,2,1,3,0,5,4,3,4,0,0,0,0,0,0,26,No,0,2,3,1,1,No,Yes,No,No,Yes,Religious,LUTH,Mr.,Richard,Davis,President,rwdavis1220@gmail.com,Mr.,Patrick,Walker,principal@concordlutheran.com
216984,Riverside,33751767094295,Cornerstone Christian,34570 Monte Vista Drive,Wildomar,CA,92595,no data,no data,no data,no data,951-674-9381,sprivett@ccs-w.org,no data,Lake Elsinore Unified,Mrs.,Sharon,Privett,Head of School,sprivett@ccs-w.org,Coeducational,Day Only,K,12,19,14,11,8,18,14,18,15,16,15,25,19,26,0,0,218,Yes,26,19,1,2,12,No,Yes,No,No,Yes,Religious,Community,Rev.,Ron,Armsstrong,Other,rarmstrong@ccs-w.org,Mrs.,Sharon,Privett,sprivett@ccs-w.org
219466,Riverside,33671247094980,Cornerstone Fellowship Academy,12407 Yuma Court,Moreno Valley,CA,92557,no data,no data,no data,no data,951-485-9610,Cornerstone.Fellowship.Academy@gmail.com,no data,Moreno Valley Unified,Mrs.,MICHELLE,ASSATURIAN,Administrator,chelle4jc@gmail.com,Coeducational,Day Only,K,12,0,1,2,2,0,0,0,1,1,0,1,0,2,0,0,10,Yes,2,8,8,2,0,No,No,No,No,No,Religious,Evangelical,Mrs.,MICHELLE,ASSATURIAN,Administrator,no data,Mrs.,MICHELLE,ASSATURIAN,no data
232551,Riverside,33671247057151,Country Day School,11001 Old Perris Boulevard,Moreno Valley,CA,92557,no data,no data,no data,no data,951-242-2392,this9s4him@aol.com,no data,Moreno Valley Unified,Mrs.,Kathleen,Davis,Administrator,this9s4him@aol.com,Coeducational,Day Only,1,12,0,0,1,1,1,1,0,2,0,1,2,2,1,0,0,12,No,2,7,6,1,1,No,No,No,No,No,Non-religious,,Mr.,Gregory,Davis,Principal,this9s4Him@aol.com,Mrs.,Kathleen,Davis,this9s4Him@aol.com
220327,Riverside,33670337096092,Countryside Montessori Center,2266 Griffin Way,Corona,CA,92879,2266 griffin why,corona,CA,92879,951-340-2821,cmccorona@gmail.com,no data,Corona-Norco Unified,Miss,nisreen,firdosy,Director,cmccorona@gmail.com,Coeducational,Day Only,K,K,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,1,2,0,0,No,No,No,No,No,no data,no data,Miss,nisreen,firdosy,Director,no data,Miss,nisreen,firdosy,no data
224302,Riverside,33670336917629,Crossroads Christian Schools,2380 Fullerton Avenue,Corona,CA,92881,2380 Fullerton Ave,Corona,CA,92881,951-278-3199,info@crossroadsschool.org,psutton@crossroadsschool.org,Corona-Norco Unified,Mr.,Phillip,Lewis,Superintendent,plewis@crossroadsschool.org,Coeducational,Day Only,K,12,55,52,42,54,54,53,49,41,61,43,19,24,34,0,0,581,Yes,16,36,1,6,18,Yes,Yes,No,Yes,Yes,Religious,NA,Mrs.,Phyllis,Sutton,Principal,psutton@crossroadsschool.org,Mrs.,Tina,DeLong,TDelong@crossroadsschool.org
227134,Riverside,33670586976823,Desert Adventist School,74200 Country Club Drive,Palm Desert,CA,92260,no data,no data,no data,no data,760-779-1799,wbartlett@desertadventistacademy.org,no data,Desert Sands Unified,Mr.,William,Bartlett,Principal,wbartlett@desertadventistacademy.org,Coeducational,Day Only,K,8,3,5,7,9,11,4,6,13,11,0,0,0,0,0,0,69,No,0,5,0,1,10,No,Yes,Yes,Yes,Yes,Religious,SDA,Mr.,Donald,Dudley,Superintendent,Don.Dudley@seccsda.org,Mrs.,Rachael,Gil,Rachael.Gil@seccsda.org
219573,Riverside,33671737011612,Desert Chapel Christian,630 South Sunrise Way,Palm Springs,CA,92264,no data,no data,no data,no data,706-327-2772,rcoombs@dceagles.org,no data,Palm Springs Unified,Rev.,Frank,Marshall,Principal,fmarshall@dceagles.org,Coeducational,Day Only,K,12,15,12,14,9,18,10,14,11,11,23,15,5,14,0,0,171,Yes,18,16,1,4,5,No,Yes,No,No,Yes,Religious,Church of the Four Square Gospel,Rev.,Frank,Marshall,Administrator,fmarshall@dceagles.org,Ms.,Rosemary,Coombs,rosemaryc@dceagles.org
218767,Riverside,33670586901896,Desert Christian Academy,40700 Yucca Lane,Bermuda Dunes,CA,92203,no data,no data,no data,no data,760-345-2848,info@desertchristianacademy.org,dscott@desertchristianacademy.org,Desert Sands Unified,Mrs.,Debbee,Scott,Head of School,dscott@desertchristianacademy.org,Coeducational,Day Only,K,12,30,32,32,32,39,31,33,40,42,35,38,29,38,0,0,451,Yes,36,34,4,5,20,No,Yes,Yes,Yes,Yes,Religious,NA,Mrs.,Stephanie,Landes,President,SLandes214@aol.com,Mrs.,Julie,Fulton,jfulton@desertchristianacademy.org
223888,Riverside,33670586144778,Desert Christian Private School,"78-365 Highway 111, Suite 401",La Quinta,CA,92253,no data,no data,no data,no data,760-702-5324,Danruzicka@msn.com,no data,Desert Sands Unified,Mr.,Dan,Ruzicka,Administrator,danruzicka@hotmail.com,Coeducational,Day Only,K,12,2,2,3,3,1,5,6,3,5,3,0,6,1,0,0,40,No,5,1,0,1,0,No,No,No,No,No,Non-religious,,Mr.,Dan,Ruzicka,Administrator,Danruzicka@msn.com,Ms.,Lyndi,Ruzicka,danruzicka@hotmail.com
220548,Riverside,33671816145890,Desert Learning Center dba Desert Preparatory Academy,721 East Chanslorway,Blythe,CA,92225,no data,no data,no data,no data,760-544-7236,info@desertlearningcenter.org,no data,Palo Verde Unified,Mrs.,Susan,Fisher,Administrator,sfisher@fisherwireless.com,Coeducational,Day Only,K,8,5,3,5,6,3,5,3,3,1,0,0,0,0,0,0,34,No,0,6,3,1,1,No,Yes,No,No,Yes,Non-religious,,Mrs.,Susan,Fisher,Head of School,sfisher@fisherwireless.com,Mrs.,Heather,Fulmer,info@desertlearningcenter.org
219697,Riverside,33751926202964,Discovery Isle Child Development Center,32220 Temecula Parkway (Highway 79 South),Temecula,CA,92592,no data,no data,no data,no data,951-303-3055,Kristi.Polk@nlcinc.com,no data,Temecula Valley Unified,Mrs.,Cheryl,Bowman,Executive Director,no data,Coeducational,Day Only,K,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,1,1,2,1,No,No,No,No,No,no data,no data,Ms.,Kristi,Polk,Principal,no data,Ms.,Sarah,Kirkpatrick,Sarah.Kirkpatrick@nlcinc.com
225603,Riverside,33103306150924,DP Christian School,27100 Girard Street,Hemet,ca,92544,no data,no data,no data,no data,951-599-9011,info@dplakids.com,susanneryan@verizon.net,Hemet Unified,Mrs.,Susanne,Ryan,Administrator,susanneryan@verizon.net,Coeducational,Day Only,K,9,16,10,4,7,3,5,2,7,6,3,0,0,0,0,0,63,No,0,7,3,1,3,No,Yes,No,No,Yes,Religious,NA,Rev.,Steve,Rook,Principal,info@dplakids.com,Mrs.,Susanne,Ryan,susanneryan@verizon.net
234381,Riverside,no data,Esteem Academy,303 West Pico Road,Palm Springs,CA,92262,no data,no data,no data,no data,760-969-8050,esteem@roadrunner.com,no data,Palm Springs Unified,Dr.,Stephan,Scoggins,Superintendent,esteem@roadrunner.com,Coeducational,Day Only,6,8,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,18,No,0,0,5,1,0,No,No,No,No,No,Non-religious,,Mr.,Damien,Dziepak,Director,science000@roadrunner.com,Mr.,Damien,Dziepak,science000@roadrunner.com
234991,Riverside,33751767084460,Faith Baptist Academy,21220 Walnut Street,Wildomar,CA,92595,P.O. Box 1030,Wildomar,CA,92595,951-245-8748,tlewis@fbcwildomar.com,no data,Lake Elsinore Unified,Dr.,Bruce,Goddard,Other,bgoddard@fbcwildomar.com,Coeducational,Day Only,K,12,6,8,7,6,8,6,10,7,6,13,8,7,13,0,0,105,Yes,8,7,6,1,1,No,Yes,No,No,Yes,Religious,Baptist,Mr.,Greg,Beil,Administrator,gbeil@fbcwildomar.com,Mr.,Greg,Beil,gbeil@fbcwildomar.com
234978,Riverside,33751767084460,Faith Baptist Academy,21220 Walnut Street,Wildomar,CA,92595,no data,no data,no data,no data,951-245-8748,tlewis@fbcwildomar.com,no data,Lake Elsinore Unified,no data,no data,no data,no data,no data,Coeducational,Day Only,K,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Yes,0,0,0,0,0,No,No,No,No,Yes,Religious,Baptist,no data,no data,no data,no data,no data,no data,no data,no data,no data
227894,Riverside,no data,Genesis Christian School,"140 E. Stetson, Suite 319",Hemet,CA,92543,no data,no data,no data,no data,951-765-9276,paulnrebecca@earthlink.net,no data,Hemet Unified,Mrs.,Rebecca,Miller,Head of School,paulnrebecca@earthlink.net,Coeducational,Day Only,K,12,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,6,Yes,0,1,0,0,1,No,No,No,No,No,Religious,NA,Mr.,Paul,Miller,Executive Director,paulnrebecca@earthlink.net,Mrs.,Rebecca,Miller,paulnrebecca@earthlink.net
220274,Riverside,33670336146500,Grace and Glory Academy,4435 Leonard Way,Corona,CA,92883,no data,no data,no data,no data,951-638-4170,info@graceandgloryacademy.org,michaela@graceandgloryacademy.org,Corona-Norco Unified,Mr.,Brad,Roekle,Superintendent,michaela@graceandgloryacademy.org,Coeducational,Day Only,K,12,5,1,0,4,2,3,1,2,0,1,0,1,0,0,0,20,Yes,0,8,0,2,2,No,Yes,No,No,Yes,Religious,NA,Mrs.,Michaela,Roekle,Principal,michaela@graceandgloryacademy.org,Mrs.,Michaela,Roekle,michaela@graceandgloryacademy.org
229416,Riverside,35670336140230,Grace Christian Academy,2781 South Lincoln Avenue,Corona,CA,92882,no data,no data,no data,no data,951-736-7466,gcaofcorona@gmail.com,no data,Corona-Norco Unified,Rev.,Tim,Shanks,Administrator,pastortimshanks@gmail.com,Coeducational,Day Only,K,12,15,4,9,1,3,3,5,3,3,6,5,4,3,0,0,64,Yes,3,7,1,2,1,No,Yes,No,No,Yes,Religious,Baptist,Rev.,Tim,Shanks,Head of School,pastortimshanks@gmail.com,Mrs.,Charlene,Owens,charbyo@gmail.com
224817,Riverside,no data,Grace Christian School,35578 Crossroads Street,Wildomer,CA,92595,29745 Nandina Drive,Escondido,CA,92026,951-970-3040,cparagee@gracehomeschoolclasses.com,cscordino@gmail.com,Lake Elsinore Unified,Mrs.,Cathy,Pargee,Director,cparagee@gracehomeschoolclasses.com,Coeducational,Day Only,K,12,1,0,0,2,0,2,2,1,4,0,3,1,0,0,0,16,Yes,0,10,0,0,0,No,No,No,No,No,Religious,NA,Mrs.,Cathy,Pargee,Director,no data,Mrs.,Christine,Scordino,cscordino@gmail.com
218482,Riverside,30752006150189,Grace Christian School of Temecula Valley,26771 Contignac Drive,Murrieta,CA,92562,no data,no data,no data,no data,951-677-3688,dfranzen.gracepsp@gmail.com,no data,Murrieta Valley Unified,Ms.,Debbie,Franzen,Administrator,dfranzen.gracepsp@gmail.com,Coeducational,Day Only,K,12,2,1,2,0,0,1,0,1,1,0,0,1,2,0,0,11,No,1,7,0,0,0,No,No,No,No,No,Religious,NA,Ms.,Debbie,Franzen,Administrator,no data,Ms.,Debbie,Franzen,dfranzen.gracepsp@gmail.com
216367,Riverside,no data,Grace Christian School of Wildomar,"34878 Monte Vista Dr., Suite 120",Wildomar,CA,92595,no data,no data,no data,no data,951-229-5847,gracechristianschoolwildomar@gmail.com,no data,Lake Elsinore Unified,Mrs.,Terry,Renoult,Other,gracechristianschoolwildomar@gmail.com,Coeducational,Day Only,K,8,8,3,4,1,2,2,3,0,0,0,0,0,0,0,0,23,No,0,5,4,0,0,No,No,No,No,No,Religious,NA,Mrs.,Brenda,Langley,Principal,gracechristianschoolwildomar@gmail.com,Mrs.,Brenda,Langley,gracechristianschoolwildomar@gmail.com
219648,Riverside,33670336907570,Grace Lutheran Kindergarten,1114 West Ontario Avenue,Corona,CA,92882,no data,no data,no data,no data,951-737-2187,gracelutherancorona@gmail.com,no data,Corona-Norco Unified,Mrs.,Lisa,Hatton,Director,gracelutherancorona@gmail.com,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,3,4,1,1,No,Yes,No,No,Yes,Religious,LUTH,Mrs.,Lisa,Hatton,Director,gracelutherancorona@gmail.com,Mrs.,Lisa,Hatton,gracelutherancorona@gmail.com
221793,Riverside,33671577092182,Grace Preparatory School,22970 Olivas Ave,Nuevo,CA,92567,no data,no data,no data,no data,951-928-8420,bionicbethy@yahoo.com,no data,Nuview Union,Mrs.,Beth,Barney,Director,bionicbethy@yahoo.com,Coeducational,Day Only,K,12,0,0,3,0,1,1,3,0,1,0,3,1,0,0,0,13,Yes,0,3,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Beth,Barney,Director,no data,Mrs.,Beth,Barney,bionicbethy@yahoo.com
225600,Riverside,33672156153381,Granite Christian Academy,18935 Granite Avenue,Riverside,CA,92508,no data,no data,no data,no data,714-661-4788,wildermanfamily@pacbell.net,no data,Riverside Unified,Mrs.,Laura,Wilderman,Administrator,WILDERMANFAMILY@PACBELL.NET,Coeducational,Day Only,2,12,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,NA,Mr.,Robert,Wilderman,Head of School,wildermanfamily@pacbell.net,Mrs.,Laura,Wilderman,Wildermanfamily@pacbell.net
220381,Riverside,33672156918940,Harvest Christian School,6115 Arlington Avenue,Riverside,CA,92504,no data,no data,no data,no data,951-359-3932,angelak@harvest.org,no data,Riverside Unified,Mr.,Forrest,Rickard,Principal,Forrest@harvest.org,Coeducational,Day Only,K,6,71,69,76,75,65,62,74,0,0,0,0,0,0,0,0,492,No,0,24,0,2,38,No,Yes,No,No,Yes,Religious,NA,Mr.,Forrest,Rickard,Principal,forrest@harvest.org,Mrs.,Angela,Kulpa,Forrest@harvest.org
229341,Riverside,33672156926877,Hawarden Hills Academy,6696 Via Vista Drive,Riverside,CA,92506,no data,no data,no data,no data,951-780-1616,monica@hawardenhills.com,no data,Riverside Unified,Mrs.,Monica,Nichol,Administrator,monica@hawardenhills.com,Coeducational,Day Only,K,8,43,28,27,28,29,24,28,22,21,0,0,0,0,0,0,250,No,0,16,3,2,4,No,No,No,No,No,Non-religious,,Mrs.,Lennett,Logan,Head of School,no data,Mrs.,Lennett,Logan,no data
227171,Riverside,33670826976799,Hemet Adventist Christian School,26312 Hemet Street,Hemet,CA,92544,no data,no data,no data,no data,951-927-3972,mdwuttke@gmail.com,no data,Hemet Unified,Mrs.,Melody,Wuttke,Principal,mdwuttke@gmail.com,Coeducational,Day Only,K,8,2,2,1,1,5,3,3,3,0,0,0,0,0,0,0,20,No,0,2,0,0,1,No,Yes,Yes,Yes,Yes,Religious,SDA,Mr.,Donald,Dudley,Superintendent,Donald.Dudley@seccsda.org,Mrs.,Rachael,Gil,Rachael.Gil@seccsda.org
217533,Riverside,33751766205850,Hope Learning Academy,"31542 Railroad Canyon Road, Suite 1",Canyon Lake,CA,92587,no data,no data,no data,no data,951-244-5038,pastorpaul@atriskhope.com,no data,Lake Elsinore Unified,Mr.,Chris,Suitt,Superintendent,csuitt@hope4youtoday.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,6,8,8,8,0,0,30,Yes,5,2,2,2,6,No,Yes,No,No,Yes,Religious,NA,Mr.,Paul,Krueger,Principal,pastorpaul@atriskhope.com,Mr.,Paul,Krueger,pastorpaul@atriskhope.com
218814,Riverside,33670827067176,Idyllwild Arts Academy,52500 Temecula Road,Idyllwild,CA,92549,no data,no data,no data,no data,951-659-2171,presoffice@idyllwildarts.org,no data,Hemet Unified,Mr.,Keith,Miller,Other,presoffice@idyllwildarts.org,Coeducational,Both,9,12,0,0,0,0,0,0,0,0,0,38,74,89,105,0,0,306,Yes,74,48,38,7,67,No,Yes,Yes,No,Yes,Non-religious,,Mrs.,Pamela,Jordan,President,presoffice@idyllwildarts.org,Mrs.,Lainie,Huddleston,lhuddleston@idyllwildarts.org
