"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013-14 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 5, 2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2013,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Certified NoPS,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious DenomiNot affiliated with any denominationtion,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
148399,Riverside,33672156918940,Harvest Christian School,6115 Arlington Avenue,Riverside,CA,92504,,,,,951-359-3932,angelak@harvest.org,,Riverside Unified,Mr.,Forrest,Rickard,Head of School,forrest@harvest.org,Coeducational,Day Only,K,6,61,52,71,63,62,52,54,0,0,0,0,0,0,0,0,415,No,0,23,1,3,28,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Dell,Campbell,Principal,,Mrs.,Angela,Kulpa,angelak@harvest.org
143581,Riverside,33672156926877,Hawarden Hills Academy,6696 Via Vista Drive,Riverside,CA,92506,,,,,951-780-1616,lrboucher@hawardenhills.com,,Riverside County Office of Education,Mrs.,Lennett,Logan,Principal,lrboucher@hawardenhills.com,Coeducational,Day Only,K,8,25,32,35,42,43,32,36,15,25,0,0,0,0,0,0,285,No,0,14,9,3,0,No,No,No,No,No,Non-religious,,Mrs.,Lennett,Logan,Principal,,Mrs.,Lennett,Logan,
135263,Riverside,33670826976799,Hemet Adventist Christian School,26312 Hemet Street,Hemet,CA,92544,,,,,951-927-3972,mdwuttke@gmail.com,,Hemet Unified,Mrs.,Melody,Wuttke,Principal,mdwuttke@gmail.com,Coeducational,Day Only,K,8,3,3,1,3,0,8,4,3,4,0,0,0,0,0,0,29,No,0,2,0,0,2,No,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventist,Mr.,Donald,Dudley,Superintendent,donald.dudley@seccsda.org,Mrs.,Rachael,Gill,rachael.gill@seccsda.org
140247,Riverside,33670336147540,Heritage Academy,3562 Broken Twig Drive,Norco,CA,92860,,,,,951-280-9011,colemancrew@me.com,,Corona-Norco USD,Mrs.,Crystal,Coleamn,Director,colemancrew@me.com,Coeducational,Day Only,K,12,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Thomas,Coleman,Executive Director,,Mrs.,Crystal,Coleman,
141382,Riverside,33672316147631,Hikari Christian Academy,29573 Two Harbor Lane,Menifee,CA,92585,,,,,951-301-7125,Ps127_5@hotmail.com,,Romoland Elementary,Dr.,Satoru,Suzuki,Principal,Ps127_5@hotmail.com,Coeducational,Day Only,1,12,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Dr.,Satoru,Suzuki,Principal,,Dr.,Satoru,Suzuki,
135308,Riverside,33751926917660,Hillcrest Academy,29275 Santiago Road,Temecula,CA,92592,,,,,951-676-4754,info@hillcrestacademy.org,,Temecula Valley Unified,Mr.,Christopher,Lincoln,Head of School,clincoln@hillcrestacademy.org,Coeducational,Day Only,K,8,16,32,13,22,21,16,23,11,5,0,0,0,0,0,0,159,No,0,13,3,2,4,No,Yes,No,No,Yes,Non-religious,,Mr.,Christopher,Lincoln,Head of School,clincoln@hillcrestacademy.org,Mrs.,Eluine,Sablan,esablan@hillcrestacademy.org
133011,Riverside,33669936144158,Holy Trinity Academy,651 Weng Star Street,Beaumont,CA,92224,,,,,951-922-2524,holy3academy@yahoo.com,,Beaumont Unified,Mrs.,Karen,Miank,Headmaster,holy3academy@yahoo.com,Coeducational,Day Only,K,12,1,0,0,1,1,0,2,0,2,2,1,0,1,0,0,11,No,1,1,2,1,1,,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Dr.,David,Miank,Executive Director,dcmiank@hotmail.com,Mrs.,Karen,Miank,kmiank@yahoo.com
133540,Riverside,33751766205850,Hope Learning Academy,"31542 Railroad Canyon Road, Suite 1",Canyon Lake,CA,92587,,,,,951-244-5038,pastorpaul@atriskhope.com,info@atriskhope.com,Lake Elsinore Unified,Mr.,Chris,Suitt,Superintendent,csuitt@hope4youtoday.com,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,9,Yes,8,1,1,1,6,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Paul,Krueger,Executive Director,pastorpaul@atriskhope.com,Mr.,Paul,Krueger,pastorpaul@atriskhope.com
148706,Riverside,33670827067176,Idyllwild Arts Academy,52500 Temecula Drive,Idyllwild,CA,92549,PO Box 38,Idyllwild,CA,92549,951-659-2171,dmiller@idyllwildarts.org,,Hemet Unified,Dr.,Douglas,Ashcraft,Head of School,dashcraft@idyllwildarts.org,Coeducational,Both,9,12,0,0,0,0,0,0,0,0,0,51,61,86,104,0,0,302,Yes,80,43,70,8,97,Yes,Yes,Yes,Yes,Yes,Non-religious,,Dr.,Douglas,Ashcraft,Head of School,dashcraft@idyllwildarts.org,Ms.,Elaine,Huddleston,elaineh@idyllwildarts.org
133311,Riverside,33672156965461,Immanuel Lutheran Elementary,5545 Alessandro Boulevard,Riverside,CA,92506,,,,,951-682-4211,doris.schwecke@immanuelriverside.com,,Riverside Unified,Mr.,Carl,Boburka,Principal,carl.boburka@immanuelriverside.com,Coeducational,Day Only,K,6,25,25,24,19,24,17,12,0,0,0,0,0,0,0,0,146,No,0,7,3,1,2,No,Yes,Yes,Yes,Yes,Religious,Lutheran,Mr.,Carl,Boburka,Principal,carl.boburka@immanuelriverside.com,Mrs.,Doris,Schwecke,doris.schwecke@immanuelriverside.com
138360,Riverside,33670586137012,Indio Christian Center Academy,84155 Corrigedor Street,Indio,CA,92201,PO Box 1282,Indio,CA,92202,760-592-1782,desirethefire@msn.com,,Desert Sands Unified School District,Mr.,Robert,Sutterfield,Principal,desirethefire@msn.com,Coeducational,Day Only,K,12,0,1,1,1,2,2,1,1,0,1,1,4,1,0,0,16,Yes,2,3,0,1,0,No,Yes,No,No,Yes,Religious,Pentecostal,Mr.,Robert,Sutterfield,Principal,,Mrs.,LaTisha,Mancilla,
145541,Riverside,33671246142707,Inland Empire Montessori Academy,10570 Village Road,Moreno Valley,CA,92557,,,,,909-547-5437,iemontessoriacademy@gmail.com,,Moreno Valley Unified,Ms.,Christine,English,Head of School,iemontessoriacademy@gmail.com,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,No,0,1,1,1,0,No,No,No,No,No,Non-religious,,Ms.,Christine,English,Head of School,iemontessoriacademy@gmail.com,Ms.,Hattie,Little,iemontessoriacademy@gmail.com
146958,Riverside,33672157057482,Islamic Academy of Riverside,"1038 West Linden Street, Number B",Riverside,CA,92507,,,,,951-682-1202,iarsecretary@gmail.com,,Riverside Unified,Mrs.,Mehvesh,Mapara,Other,iarsecretary@gmail.com,Coeducational,Day Only,K,8,8,11,0,6,6,5,3,1,8,0,0,0,0,0,0,48,No,0,8,2,3,0,Yes,Yes,No,No,Yes,Religious,Islamic,Mr.,Hasan,Radi,Principal,hasan.radi@yahoo.com,Mrs.,Mehvesh,Mapara,iarsecretary@gmail.com
134798,Riverside,33671246137475,"Jan Peterson Child Day Care Center, Inc.",26895 Brodiaea Avenue,Moreno Valley,CA,92555,,,,,951-601-9200,pbuzas@icare.bz,,Moreno Valley Unified,Ms.,Patricia,Buzas,Director,pbuzas@icare.bz,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,1,0,2,0,No,Yes,No,No,Yes,Non-religious,,Ms.,Patricia,Buzas,Director,pbuzas@icare.bz,Ms.,Patricia,Buzas,pbuzas@icare.bz
136180,Riverside,33671737086697,King's Schools of the Desert,67675 Bolero Road,Palm Springs,CA,92264,,,,,760-324-5464,delair@kingsschools.com,sbliss@kingsschools.com,Palm Springs Unified,Mr.,Don,DeLair,Headmaster,delair@kingsschools.com,Coeducational,Day Only,K,8,21,17,19,15,20,22,14,23,16,0,0,0,0,0,0,167,No,0,12,0,2,10,Yes,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Don,DeLair,Headmaster,,Mrs.,Stephany,Bliss,sbliss@kingsschools.com
135721,Riverside,33670587079742,La Quinta Christian Fellowship School,50-800 Calle Paloma,La Quinta,CA,92253,,,,,760-564-9195,lqcf@verizon.net,,Desert Sands Unified,Dr.,Mark,Collins,Principal,lqcf@verizon.net,Coeducational,Day Only,K,8,2,3,2,3,3,2,2,0,4,0,0,0,0,0,0,21,No,0,2,2,1,0,No,Yes,No,No,Yes,,,Dr.,Mark,Collins,Other,lqcf@verizon.net,Dr.,Mark,Collins,lqcf@verizon.net
139698,Riverside,33669776937809,La Sierra Academy,4900 Golden Avenue,Riverside,CA,92505,,,,,951-351-1445,wlancaster@lsak-12.org,,Alvord Unified,Mr.,Walter,Lancaster,Principal,wlancaster@lsak-12.org,Coeducational,Day Only,K,12,29,48,48,40,43,37,49,49,53,48,48,68,61,0,0,621,No,58,35,7,4,24,No,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventist,Mr.,Donald,Dudley,Superintendent,Don.Dudley@seccsda.org,Mrs.,Rachael,Gil,Rachael.Gil@seccsda.org
135871,Riverside,33670826144315,Liberty Christian School oc Calvary Chapel Valle Vista,44200 Palm Avenue,Hemet,CA,92544,,,,,909-210-3048,pnwparry@yahoo.com,,Hemet Unified,Mr.,Paul,Parry,Principal,pnwparry@yahoo.com,Coeducational,Day Only,K,12,1,2,0,0,0,1,0,0,0,1,1,0,2,0,0,8,No,1,4,1,1,0,No,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Paul,Parry,Principal,pnwparry@yahoo.com,Mr.,Paul,Parry,pnwparry@yahoo.com
141993,Riverside,33751926937825,Linfield Christian School,31950 Pauba Road,Temecula,CA,92592,,,,,951-676-8111,ktruttmann@linfield.com,,Temecula Valley Unified School District,Mrs.,Karen,Truttmann,President,ktruttmann@linfield.com,Coeducational,Day Only,K,12,54,45,36,43,37,35,56,59,72,89,72,77,79,0,0,754,Yes,87,53,7,3,33,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Karen,Truttmann,President,ktruttmann@linfield.com,Mrs.,Karen,Truttmann,ktruttmann@linfield.com
136402,Riverside,33751926145122,Little Stars Academy,"31773 Temecula Parkway, Unit B",Temecula,CA,92592,,,,,951-302-7766,littlestarstemecula@gmail.com,,Temecula Valley Unified,Ms.,Jessica,Wilson,Director,littlestarstemecula@gmail.com,Coeducational,Day Only,K,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,No,0,1,1,0,0,No,No,No,No,No,Non-religious,,Ms.,Jessica,Wilson,Director,,Ms.,Jessica,Wilson,
142971,Riverside,33672156144752,Living Faith Christian Academy,1110 Cozumel Street,Riverside,CA,92501,,,,,909-609-5337,ofthetruth@livingfaithca.com,,Riverside Unified,Mr.,Ishmael,Lopez,Principal,ofthetruth@livingfaithca.com,Coeducational,Day Only,1,12,0,2,2,0,2,2,1,2,0,0,0,0,1,0,0,12,Yes,0,4,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Ishmael,Lopez,Principal,,Mr.,Ishmael,Lopez,
144838,Riverside,33752426142897,Living Water Christian Academy,2079 Wilson Avenue,Perris,CA,92571,,,,,951-201-3320,orangeblossom@gardener.com,,Val Verde Unified,Mrs.,Allison,Hanegan,Administrator,orangeblossom@gardener.com,Coeducational,Day Only,K,12,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,6,No,1,1,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Allison,Hanegan,Administrator,,Mrs.,Allison,Hanegan,orangeblossom@gardener.com
144771,Riverside,33670826147276,MacGvyer Academy,25193 Wanda Lane,Hemet,CA,92544,,,,,951-927-6874,amirahy@juno.com,,Hemet Unified,Mrs.,Amirah,Yates,Administrator,amirahy@juno.com,Coeducational,Day Only,7,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,No,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Amirah,Yates,Administrator,amirahy@juno.com,Mrs.,Amirah,Yates,amirahy@juno.com
135653,Riverside,33670336132492,Magnolia Preschool and Kindergarten,13130 Magnolia Avenue,Corona,CA,92879,,,,,951-272-0977,preschoolmag@yahoo.com,,corona norco,Ms.,Rosa,Garcia,Director,preschoolmag@yahoo.com,Coeducational,Day Only,K,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,No,0,1,1,1,1,No,No,No,No,No,,,Ms.,Rosa,Garcia,Director,,Ms.,Rosa,Garcia,preschoolmag@yahoo.com
146011,Riverside,33672077101082,Master's Hands Christian School,28773 Eridanus Drive,Sun City,CA,92586,,,,,951-246-3571,themastershands@hotmail.com,,Perris Union High,Mr.,Ronald,Lucas,Principal,,Coeducational,Day Only,K,12,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9,Yes,0,1,1,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Diana,Lucas,Administrator,themastershands@hotmail.com,Mrs.,Diana,Lucas,themastershands@hotmail.com
140058,Riverside,33670826147557,Merry Weather Homeschool,49875 Hopi Court,Aguanga,CA,92536,,,,,951-763-1434,joewhitesr@yahoo.com,,Hemet Unified,Mrs.,Janell,White,Other,joewhitesr@yahoo.com,Coeducational,Day Only,K,12,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,6,No,0,1,0,0,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Joseph,White,Head of School,joewhitesr@yahoo.com,Mrs.,Janell,White,joewhitesr@yahoo.com
133963,Riverside,33670906132534,Mira Loma Christian School,4752 Felspar Street B101,Riverside,CA,92509,9085 Mission Boulevard A-1,Riverside,CA,92509,951-681-0107,miralomachristian@yahoo.com,,Jurupa Unified,Rev.,Kathleen,Fallon,Administrator,miralomachristian@yahoo.com,Coeducational,Day Only,11,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,Yes,12,0,1,1,2,No,No,No,No,No,Religious,Not affiliated with any denomination,Rev.,Joseph,Fallon,Superintendent,miralomachristian@yahoo.com,Mrs.,Julie,Fallon,miralomachristian@yahoo.com
148061,Riverside,33672076142889,Mission Academy /Mission Academy High School,190 East 5th Street,Perris,CA,92570,"2828 Cochran Street, Number 241",Simi Valley,CA,93065,805-527-7744,mission.academy@yahoo.com,,Perris,Mr.,Mark,Ray,Administrator,mission.academy@yahoo.com,Coeducational,Day Only,1,12,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,7,Yes,1,1,3,2,0,No,No,No,No,No,Religious,Interdenominational,Mr.,Mark,Ray,Administrator,mission.academy@yahoo.com,Mrs.,Wilhelmina,Ray,mission.academy@yahoo.com
143742,Riverside,33671246203996,Monarch Christian Academy,26407 Petaluma Avenue,Moreno Valley,CA,92555,PO Box 7506,Moreno Valley,CA,92552,951-485-7468,monarchacademy@verizon.net,,Moreno Valley Unified,Mr.,Mitch,Wickham,Principal,monarchacademy@verizon.net,Coeducational,Day Only,1,12,0,0,0,0,1,0,0,3,1,0,3,3,2,0,0,13,Yes,5,10,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Mitch,Wickham,Principal,,Mrs.,Cathy,Wickham,
145625,Riverside,33672156900187,Montessori Academy,6200 Pachappa Drive,Riverside,CA,92506,,,,,951-682-3380,riversidemontessoriacademy@gmail.com,,riverside,Mr.,Nabadawa,Chandrapala,Director,chandrapala@charter.net,Coeducational,Day Only,K,4,8,10,5,3,0,0,0,0,0,0,0,0,0,0,0,26,No,0,2,1,2,0,No,No,No,No,No,Non-religious,,Mr.,Nabadawa,Chandrapala,Director,Chandrapala@charter.net,Mr.,Nabadawa,Chandrapala,Chandrapala@charter.net
144805,Riverside,33669777009772,Montessori Children's House,10493 Magnolia Avenue,Riverside,CA,92505,,,,,951-359-5437,mjayarat@gmail.com,dodjune@yahoo.com,Riverside,Mrs.,Anne,Abeygunaratne,Director,mjayarat@gmail.com,Coeducational,Day Only,K,3,20,9,3,1,0,0,0,0,0,0,0,0,0,0,0,33,No,0,2,2,1,0,No,No,No,No,No,Non-religious,,Mrs.,Anne,Abeygunaratne,Director,mjayarat@gmail.com,Mrs.,Anne,Abeygunaratne,mjayarat@gmail.com
140012,Riverside,33671737103583,Montessori Elementary School of Palm Springs,3692 East Chia Road,Palm Springs,CA,92262,,,,,760-323-2502,awaytogrow@aol.com,chrisanthiew@aol.com,Palm Springs School District,Mrs.,Chris,Wicks,Principal,Chrisanthiew@aol.com,Coeducational,Day Only,K,6,11,3,2,2,0,0,1,0,0,0,0,0,0,0,0,19,No,0,2,1,1,1,No,No,No,No,No,Non-religious,,Mrs.,Chris,Wicks,Principal,Chrisanthiew@aol.com,Mrs.,Chris,Wicks,chrisanthiew@aol.com
146501,Riverside,33670337015852,Montessori School of Corona,260 West Ontario Avenue,Corona,CA,92882,,,,,951-371-6731,srzgrls@gmail.com,msoc4us@gmail.com,Riverside,Mrs.,Sandra,Perez,Administrator,srzgrls@gmail.com,Coeducational,Day Only,K,8,35,25,13,13,16,5,4,4,4,0,0,0,0,0,0,119,No,0,8,0,3,9,No,No,No,No,No,Non-religious,,Mrs.,Mahima,Varma,Director,mahima.varma@hotmail.com,Mrs.,Sandra,Perez,srzgrls@gmail.com
140042,Riverside,33670587083116,Montessori School of the Desert,73-925 Fred Waring Drive,Palm Desert,CA,92260,3692 East Chia Road,Palm Springs,CA,92262,760-773-0984,awaytogrow@aol.com,yvaz@juno.com,Desert Sands Unified School District,Mrs.,yvonne,vaz,Principal,awaytogrow@aol.com,Coeducational,Day Only,K,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,No,0,1,1,1,1,No,No,No,No,No,Non-religious,,Mrs.,yvonne,vaz,Principal,awaytogrow@aol.com,Mrs.,yvonne,Vaz,awaytogrow@aol.com
137519,Riverside,33670586924195,Montessori School of the Valley,43-250 Warner Trail,Palm Desert,CA,92211,,,,,760-345-1888,montessorischoolofthevalley@yahoo.com,,Desert Sands Unified,Ms.,Elaine,Maloney,Director,montessorischoolofthevalley@yahoo.com,Coeducational,Day Only,K,4,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,13,No,0,2,3,0,1,No,No,No,No,No,Non-religious,,Ms.,Elaine,Maloney,Director,montessorischoolofthevalley@yahoo.com,Ms.,Elaine,Maloney,montessorischoolofthevalley@yahoo.com
145145,Riverside,33752427097488,Morning Dove Christian,25065 Morning Dove Way,Moreno Valley,CA,92551,,,,,951-924-4640,VARELAZOO@VERIZON.NET,,Val Verde Unified,Mrs.,Aaron,Varela,Administrator,VARELAZOO@VERIZON.NET,Coeducational,Day Only,1,12,0,0,0,0,0,0,3,0,2,0,1,2,1,0,0,9,No,0,6,0,2,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,AARON,VARELA,Principal,VAREALAZOO@VERIZON.NET,Mrs.,CHRISTY,VARELA,VARELAZOO@VERIZON.NET
145086,Riverside,33669856138655,Morongo School,12130 Santiago Road,Banning,CA,92220,,,,,951-755-5138,mpatterson@morongo-nsn.gov,,Banning Unified School District,Mr.,Mason,Patterson,Administrator,mpatterson@morongo-nsn.gov,Coeducational,Day Only,K,9,22,12,14,15,12,14,7,8,9,9,0,0,0,0,0,122,No,0,11,0,2,14,Yes,No,No,No,No,Non-religious,,Mr.,Mason,Patterson,Head of School,mpatterson@morongo-nsn.gov,Ms.,Charlene,Bruno,cbruno@morongo-nsn.gov
137065,Riverside,33670336147433,Mount Carmel Academy,2241 Coriander Circle,Corona,CA,92879,,,,,949-415-6118,mtcarmelacademy@gmail.com,,Corona-Norco Unified,Mrs.,Jennfier,Iraki,Administrator,mtcarmelacademy@gmail.com,Coeducational,Day Only,2,12,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,6,Yes,0,1,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Jennifer,Iraki,Administrator,mtcarmelacademy@gmail.com,Mrs.,Jennifer,Iraki,mtcarmelacademy@gmail.com
144249,Riverside,33751766147243,Mt. View Academy,33250 Zellar Street,Lake Elsinore,CA,92520,,,,,909-343-7937,,,Lake Elsinore Unified,Mr.,Mathew,Fox,Administrator,foxalysha@aol.com,Coeducational,Day Only,1,12,0,1,2,0,1,0,1,0,1,0,1,0,0,0,0,7,No,0,1,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Alysha,Fox,Director,foxalysha@aol.com,Mrs.,Alysha,Fox,
132874,Riverside,33752006901904,Murrieta Springs Adventist Christian,32477 Starbuck Circle,Murrieta,CA,92562,,,,,951-461-2243,dshetler@msaca.net,,Murrieta Valley Unified,Mrs.,Darena,Shetler,Principal,dshetler@msaca.net,Coeducational,Day Only,K,10,9,5,3,8,8,5,7,8,5,5,4,0,0,0,0,67,No,0,6,1,0,6,,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventist,Mr.,Donald,Dudley,Superintendent,Don.Dudley@seccsda.org,Mrs.,Rachael,Gil,Rachael.Gil@seccsda.org
138219,Riverside,33751766200885,Murrieta Valley Christian School,"41685 Date Street, Suite B",Murrieta,CA,92562,,,,,951-677-9276,office@gomvc.com,,Murrieta Valley Unified,Rev.,Jason,Robertson,Principal,office@gomvc.com,Coeducational,Day Only,1,12,0,3,2,4,5,5,5,4,3,4,1,3,2,0,0,41,Yes,0,15,0,3,1,No,Yes,No,No,Yes,Religious,Baptist,Mr.,Scott,Hill,Principal,office@gomvc.com,Mrs.,Sandy,Raye,sandyraye67@yahoo.com
134506,Riverside,33672497071178,Noli Indian School,24335 Soboba Road,San Jacinto,CA,92581,PO Box 700,San Jacinto,CA,92581,951-654-5596,noliindianschool@soboba-nsn.gov,gbarchie@soboba-nsn.gov,San Jacinto Unified,Mr.,Donovan,Post,President,dpost@soboba-nsn.gov,Coeducational,Day Only,6,12,0,0,0,0,0,0,13,17,20,16,20,22,19,0,0,127,Yes,14,18,1,2,14,No,No,Yes,No,Yes,Non-religious,,Mr.,Donovan,Post,President,dpost@soboba-nsn.gov,Mr.,Clyde,Miller,cmiller@soboba-nsn.gov
132855,Riverside,33672156937858,Notre Dame High School,7085 Brockton Avenue,Riverside,CA,92506,,,,,951-275-5896,mluttringer@ndhsriverside.org,,Riverside Unified,Mr.,Matthew,Luttringer,Principal,mluttringer@ndhsriverside.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,109,119,116,127,0,0,471,Yes,0,24,1,6,10,,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mr.,Matthew,Luttringer,Principal,mluttringer@ndhsriverside.org,Mrs.,Patricia,Salvador,ppsalvador@ndhsriverside.org
146633,Riverside,33672077104490,Oak Grove at The Ranch,1251 North A Street,Perris,CA,92570,,,,,951-238-6022,atheneb@oakgrovecenter.org,ericg@oakgrovecenter.org,Perris Union High,Mr.,Eric,Glosson,Administrator,ericg@oakgrovecenter.org,Coeducational,Day Only,K,12,0,0,2,5,3,7,5,3,6,4,4,3,4,0,0,46,Yes,0,5,0,2,22,Yes,No,Yes,No,Yes,Non-religious,,Ms.,Athene,Banche,Director,atheneb@oakgrovecenter.org,Ms.,Katie,Kelly,katiek@oakgrovecenter.org
146634,Riverside,33752007071533,Oak Grove Center / Jack Weaver,24275 Jefferson Avenue,Murrieta,CA,92562,,,,,951-677-5599,atheneb@oakgrovecenter.org,,Murrieta Valley Unified,Ms.,Athene,Banche,Director,atheneb@oakgrovecenter.org,Coeducational,Both,K,12,0,0,0,2,8,6,6,16,8,18,17,20,38,0,0,139,Yes,7,16,0,2,300,Yes,No,Yes,No,Yes,Non-religious,,Ms.,Athene,Banche,Director,atheneb@oakgrovecenter.org,Ms.,Katie,Kelly,katiek@oakgrovecenter.org
139358,Riverside,33671246141055,Oak Tree Christian Academy,13125 Larkhaven Drive,Moreno Valley,CA,92553,,,,,951-490-9311,matt@rockingawesome.com,,Moreno Valley Unified School District,Mrs.,Jamie,King,Administrator,matt@rockingawesome.com,Coeducational,Day Only,1,10,0,1,1,1,0,2,0,1,0,0,2,0,0,0,0,8,No,0,2,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Matthew,King,Principal,,Mrs.,Jamie,King,
137575,Riverside,33670337094279,Olive Branch Christian Academy,7702 El Cerrito Road,Corona,CA,92881,,,,,951-279-9977,mlogan@obcschool.org,,corona norco school disctrict,Mrs.,Mandy,Logan,Administrator,mlogan@obcschool.org,Coeducational,Day Only,K,8,32,19,28,12,12,15,12,0,10,0,0,0,0,0,0,140,No,0,11,2,1,8,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Ryan,Devine,Administrator,rdevine@obcschool.org,Mrs.,Marilyn,Douglass,mdouglass@obcschool.org
142856,Riverside,33671167051758,Oliver Christian School Center,25486 Dorval Court,Menifee,CA,92584,,,,,951-928-5718,oliverchristianschoolcenter@gmail.com,,Menifee Union Elementary,Mrs.,Peniel,Flake,Administrator,oliverchristianschoolcenter@gmail.com,Coeducational,Day Only,1,12,0,0,0,1,0,0,1,2,1,0,0,1,2,0,0,8,Yes,0,4,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Peniel,Flake,Administrator,,Mrs.,Peniel,Flake,
148834,Riverside,33672076132484,On Track School,28976 Baypointe Court,Menifee,CA,92584,,,,,951-301-9881,andrea@stayontrack.net,info@stayontrack.net,Riverside Unified,Mrs.,Andrea,Leib,Director,andrea@stayontrack.net,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,1,5,17,10,10,17,0,2,62,No,15,0,8,2,2,No,Yes,No,No,Yes,Non-religious,,Mrs.,Andrea,Leib,Principal,andrea@stayontrack.net,Mrs.,Andrea,Leib,andrea@stayontrack.net
137542,Riverside,33672156976849,Our Lady of Perpetual Help,6686 Streeter Avenue,Riverside,CA,92504,,,,,951-689-2125,ameier@sbdiocese.org,pvesely@sbdiocese.org,Riverside Unified,Dr.,Sarah,Elder,Other,selder@sbdiocese.org,Coeducational,Day Only,K,8,33,25,23,30,27,31,30,17,22,0,0,0,0,0,0,238,No,0,9,1,1,6,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mrs.,Ann,Meier,Principal,ameier@sbdiocese.org,Mrs.,Jane,Huffman,jhuffman@sbdiocese.org
