"California Department of Education, Educator Excellence Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2015-16 Private School Affidavit Data - Schools with Enrollment of Six or More Students (September 1, 2016)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2015,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
177004,Sacramento,34765056137095,Sacramento Christian School,4141 Fell Street,Sacramento,CA,95838,,,,,916-505-2575,traianbiscos@sbcglobal.net,,Robla Elementary,Mr.,TRAIAN,BISCOS,Administrator,,Coeducational,Day Only,1,12,0,4,1,1,3,2,0,3,0,2,2,0,0,0,0,18,Yes,0,2,0,1,1,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,JOHN,PETRISOR,Principal,,Mr.,TRAIAN,BISCOS,traianbiscos@sbcglobal.net
173764,Sacramento,34674476938211,Sacramento Country Day School,2636 Latham Drive,Sacramento,CA,98564,,,,,916-481-8811,srepsher@saccds.org,,San Juan Unified,Mr.,Stephen,Repsher,Headmaster,srepsher@saccds.org,Coeducational,Day Only,K,12,32,20,35,24,38,40,49,49,47,36,37,32,35,21,0,495,No,28,50,9,13,23,No,Yes,No,No,Yes,Non-religious,,Mr.,Stephen,Repsher,Headmaster,srepsher@saccds.org,Mr.,Tucker,Foehl,tfoehl@saccds.org
172200,Sacramento,34674396138960,Sacramento Makers Academy,"1715 I Street, Number 121",Sacramento,CA,95811,,,,,916-903-8013,sacmakersinfo@gmail.com,,Sacramento City Unified,Mr.,Robert,Calvert,Headmaster,tfbalc@gmail.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,0,1,2,2,3,3,1,0,0,12,No,0,2,0,0,0,No,Yes,No,No,Yes,Non-religious,,Mr.,Robert,Calvert,Headmaster,tfbalc@gmail.com,Mr.,Robert,Calvert,tfbalc@gmail.com
175984,Sacramento,34674396976542,Sacred Heart,856 39th Street,Sacramento,CA,95816,,,,,916-456-1576,tsparks@sacredheartschool.net,,Sacramento City Unified,Mrs.,Theresa,Sparks,Principal,tsparks@sacredheartschool.net,Coeducational,Day Only,K,8,30,29,30,33,38,34,35,37,35,0,0,0,0,0,0,301,No,0,12,1,1,16,No,Yes,No,No,Yes,Religious,Roman Catholic,Rev.,Robert,Walton,Administrator,shchurch95816@aol.com,Mrs.,Lillian,Zickefoose,lzickefoose@sacredheartschool.net
188701,Sacramento,34674396151815,Saint Augustine Academy,2604 Whitewater Way,Sacramento,Ca,95826,2604 Whitewater Way,Sacramento,CA,95826,916-502-9389,kterzo@hotmail.com,kterzo@hotmail.com,Sacramento City Unified,Mr.,Michael,Terzo,Administrator,kterzo@hotmail.com,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,Yes,0,2,0,0,0,No,No,No,No,No,Religious,Roman Catholic,Mrs.,Keetje,Terzo,Headmaster,kterzo@hotmail.com,Mrs.,Keetje,Terzo,kterzo@hotmail.com
171009,Sacramento,34674396976625,Saint Mary School,1351 58th Street,Sacramento,CA,95819,,,,,916-452-1100,poneill@saintmaryschool.com,,Sacramento City Unified,Fr.,James,Narithookil,Other,poneill@saintmaryschool.com,Coeducational,Day Only,K,8,50,30,34,39,34,36,53,35,29,0,0,0,0,0,0,340,No,0,19,2,1.799999952,24,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Patrick,O'Neill,Principal,poneill@saintmaryschool.com,Mrs.,Jane,Rojas,jrojas@saintmaryschool.com
183831,Sacramento,34674476133037,Salam Academy,4541 College Oak Drive,Sacramento,CA,95841,,,,,916-979-1973,admin@salamacademy.com,principal@salamacademy.com,San Juan Unified,,Alia,Zaben,Principal,principal@salamacademy.com,Coeducational,Day Only,K,6,7,6,1,8,1,4,5,0,0,0,0,0,0,0,0,32,No,0,7,2,2,0,No,Yes,No,No,Yes,,,,Alia,Zaben,Director,principal@salamacademy.com,,Samia,Syed,admin@salamacademy.com
174601,Sacramento,34765056151427,Salmons school,4535 Jenness Way,Sacramento,CA,95842,,,,,916-847-3630,inna2572@yahoo.com,,Twin Rivers Unified,Mrs.,Inna,Salmons,Administrator,,Coeducational,Day Only,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,Yes,0,1,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Inna,Salmons,Administrator,,Mrs.,Inna,Salmons,
187377,Sacramento,34674476904395,Shalom School,2320 Sierra Boulevard,Sacramento,CA,95825,,,,,916-485-4151,bnielsen@shalomschool.org,,San Juan Unified,Ms.,Nancy,Leaderman,Head of School,nleaderman@shalomschool.org,Coeducational,Day Only,K,6,19,15,13,11,13,8,0,0,0,0,0,0,0,0,0,79,No,0,7,5,1,10,No,Yes,No,No,Yes,Religious,Jewish,Ms.,Nancy,Leaderman,Head of School,nleaderman@shalomschool.org,Ms.,Beverly,Nielsen,bnielsen@shalomschool.org
185322,Sacramento,34674476130025,Sierra School at Eastern: Lower,1150 Eastern Avenue,Sacramento,CA,95864,,,,,916-488-5455,cerickson@sierra-school.com,,San Juan Unified,Ms.,Carlee,Erickson,Director,cerickson@sierra-school.com,Coeducational,Day Only,K,8,2,1,3,12,12,7,8,9,7,0,0,0,0,0,0,61,No,0,7,0,1,17,Yes,No,No,No,No,Non-religious,,Mrs.,Katherine,Cheney,Other,kcheney@sierra-school.com,Mrs.,Darlene,Haughin,dhaughin@sierra-school.com
168815,Sacramento,34674476938245,Sierra School at Eastern-Upper,1150 Eastern Avenue,Sacramento,CA,95864,,,,,916-488-2515,bauernig@sierra-school.com,,San Juan Unified,Ms.,Brittany,Auernig,Director,bauernig@sierra-school.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,11,5,14,14,0,15,59,Yes,3,5,0,2,20,Yes,No,No,No,No,Non-religious,,Ms.,Brittany,Auernig,Director,bauernig@sierra-school.com,Mrs.,Vena,Whitehurst,vwhitehurst@sierra-school.com
181569,Sacramento,34674396201198,Slavic Gospel,4659 Dry Creek Road,Sacramento,CA,95838,,,,,916-952-9680,zakusilo@yahoo.com,,Robla Elementary,Mr.,Vitaliy,Zakusilo,Head of School,,Coeducational,Day Only,1,7,0,7,8,6,5,10,2,5,0,0,0,0,0,0,0,43,No,0,4,0,3,0,No,No,No,No,No,Religious,Baptist,Miss,Valentina,Starovoytov,Principal,,Mr.,Vitaliy,Zakusilo,zakusilo@yahoo.com
184580,Sacramento,34673147100647,St Elizabeth Ann Seton Catholic School,9539 Racquet Court,Elk Grove,CA,95758,,,,,916-684-7903,tkoontz@stelizabetheg.org,,Elk Grove Unified,Fr.,Leon,Juchniewicz,Administrator,,Coeducational,Day Only,K,8,29,36,36,36,36,36,35,35,34,0,0,0,0,0,0,313,No,0,10,5,2,13,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Trina,Koontz,Principal,tkoontz@stelizabetheg.org,Mrs.,Erma,Flores,eflores@stelizabetheg.org
170884,Sacramento,34673146976567,St. Charles Borromeo,7580 Center Parkway,Sacramento,CA,95823,,,,,916-421-6189,aperez@scbsac.net,,Elk Grove Unified,Mrs.,Antoinette,Perez,Principal,aperez@scbsac.net,Coeducational,Day Only,K,8,18,20,14,25,17,18,14,27,21,0,0,0,0,0,0,174,No,0,9,1,1,8,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Antoinette,Perez,Principal,aperez@scbsac.net,Mrs.,Lani,Bourke,lbourke@scbsac.net
184790,Sacramento,34674396938252,St. Francis Catholic High School,5900 Elvas Avenue,Sacramento,CA,95819,,,,,916-452-3461,MBrown@stfrancishs.org,TRodgers@stfrancishs.org,Sacramento City Unified,Mrs.,Margo,Reid Brown,President,MBrown@stfrancishs.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,267,266,245,255,0,0,1033,Yes,252,45,28,6,59,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Theresa,Rodgers,Principal,TRodgers@stfrancishs.org,Mrs.,Theresa,Rodgers,MBrown@stfrancishs.org
182188,Sacramento,34674396976575,St. Francis Elementary School,2500 K Street,Sacramento,CA,95816,,,,,916-442-5494,mainoffice@stfranciselem.org,,Sacramento City Unified,Mr.,Ivan,Hrga,Principal,ihrga@stfranciselem.org,Coeducational,Day Only,K,8,37,36,35,33,38,31,33,32,31,0,0,0,0,0,0,306,No,0,15,7,1,27,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Ivan,Hrga,Principal,ihrga@st@stfranciselem.org,Ms.,Stephanie,Pierson,mainoffice@stfranciselem.org
176025,Sacramento,34674476976583,St. Ignatius School,3245 Arden Way,Sacramento,CA,95825,,,,,916-488-3907,PKochis@StIgnatiusSacSchool.org,KHatridge@StIgnatiusSacSchool.org,San Juan Unified,Ms.,Patricia,Kochis,Principal,PKochis@stignatiussacschool.org,Coeducational,Day Only,K,8,39,36,34,32,34,39,36,40,40,0,0,0,0,0,0,330,No,0,16,6,2,26,No,Yes,No,No,Yes,Religious,Roman Catholic,Fr.,Mike,"Moynahan, S.J.",Other,MeMoynahan@stignatiussac.org,Ms.,Patricia,Kochis,PKochis@stignatiussacschool.org
175496,Sacramento,34673306976435,St. John Notre Dame,309 Montrose Drive,Folsom,CA,95630,,,,,916-985-4129,sue.halfman@sjnds.org,,Folsom-Cordova Unified,Ms.,Michelle,Zalles,Administrator,michelle.zalles@sjnds.org,Coeducational,Day Only,K,8,31,31,30,33,38,39,38,38,35,0,0,0,0,0,0,313,No,0,14,1,0,10,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Susan,Halfman,Principal,sue.halfman@sjnds.org,Ms.,Michelle,Zalles,michelle.zalles@sjnds.org
169225,Sacramento,34674476976591,St. John the Evangelist,5701 Locust Avenue,Carmichael,CA,95608,,,,,916-481-8845,principal@stjohnev.com,office@stjohnev.com,San Juan Unified,Mrs.,Tosha,Tillotson,Principal,principal@stjohnev.com,Coeducational,Day Only,K,8,16,22,18,16,14,20,20,27,24,0,0,0,0,0,0,177,No,0,10,3,1,9,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Tosha,Tillotson,Principal,principal@stjohnev.com,Mrs.,Carole,Czimskey,office@stjohnev.com
187339,Sacramento,34673306976609,St. John Vianney School,10499 Coloma Road,Rancho Cordova,CA,95670,,,,,916-363-4610,abauman@sjvschool.org,,Folsom-Cordova Unified,Mrs.,Ada,Bauman,Principal,abauman@sjvschool.org,Coeducational,Day Only,K,8,27,19,27,28,25,25,20,25,27,0,0,0,0,0,0,223,No,0,11,15,1,14,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Ada,Bauman,Principal,abauman@sjvschool.org,Mrs.,Ada,Bauman,abauman@sjvschool.org
174579,Sacramento,34674476976617,St. Mark's Lutheran Elementary,7869 Kingswood Drive,Citrus Heights,CA,95610,,,,,916-961-7891,ktaylor@stmarkslutheran.com,,San Juan Unified,Mr.,Matthew,Bauer,Principal,mattbaue@stmarkslutheran.com,Coeducational,Day Only,K,8,17,5,9,12,9,9,12,12,12,0,0,0,0,0,0,97,No,0,5,3,1,2,No,Yes,No,Yes,Yes,Religious,Lutheran,Mr.,Jim,Oswald,President,,Mrs.,Kathy,Taylor,ktaylor@stmarkslutheran.com
176952,Sacramento,34674476976633,St. Mel,4745 Pennsylvania Avenue,Fair Oaks,CA,95672,,,,,916-967-2814,jnagel@stmelschool.org,,San Juan Unified,Mrs.,Janet,Nagel,Principal,jnagel@stmelschool.org,Coeducational,Day Only,K,8,17,19,29,36,32,30,38,33,31,0,0,0,0,0,0,265,No,0,11,3,1,7,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Fr.,Aldrin,Basarte,Other,bongbasarte@yahoo.com,Mrs.,Jane,Lumsargis,office@stmelschool.org
182525,Sacramento,34674476133649,St. Michael's Academy,4524 Garfield Avenue,Carmichael,CA,95608,,,,,916-486-4946,cnmckinley@gmail.com,,San Juan Unified,Mrs.,Carol,McKinley,Other,cnmckinley@gmail.com,Coeducational,Day Only,K,12,0,2,2,2,3,3,2,0,4,1,2,5,1,0,0,27,No,0,4,1,1,0,No,Yes,Yes,No,Yes,Religious,Roman Catholic,Mrs.,Carol,McKinley,Other,,Mr.,Don,Duriez,
174822,Sacramento,34674476981914,St. Michael's Episcopal Day School,2140 Mission Avenue,Carmichael,CA,95608,,,,,916-485-3418,maryheise@smeds.com,,San Juan Unified,Mrs.,Mary,Heise,Head of School,maryheise@smeds.com,Coeducational,Day Only,K,8,26,18,21,17,23,25,27,31,24,0,0,0,0,0,0,212,No,0,22,12,6,10,No,Yes,No,No,Yes,Religious,Episcopal,Mrs.,Mary,Heise,Head of School,maryheise@smeds.com,Mrs.,Mary,Heise,maryheise@smeds.com
177204,Sacramento,34674396976641,St. Patrick SUCCEED Academy,5945 Franklin Boulevard,Sacramento,CA,95824,,,,,916-421-4963,cugarte@saintpatricksacademy.net,,Sacramento City Unified,Ms.,Laura,Allen,Principal,lallen@saintpatricksacademy.net,Coeducational,Day Only,K,8,44,28,29,35,33,38,36,33,46,0,0,0,0,0,0,322,No,0,21,1,1,15,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Ms.,Laura,Allen,Principal,lallen@saintpatricksacademy.net,Ms.,Laura,Allen,lallen@saintpatricksacademy.net
174470,Sacramento,34673147082423,St. Peter's Lutheran School,8701 Elk Grove Florin Road,Elk Grove,CA,95624,,,,,916-689-3050,bwalters@splseagles.org,,Sacramento County Office of Education,Mrs.,LaVonne,Monroe,Administrator,lmonroe@splseagles.org,Coeducational,Day Only,K,8,22,16,24,19,25,20,26,16,22,0,0,0,0,0,0,190,No,0,9,4,2,6,No,Yes,No,No,Yes,Religious,Lutheran,Mr.,A.J.,Killian,President,bwalters@splseagles.org,Mrs.,LaVonne,Monroe,lmonroe@splseagles.org
175525,Sacramento,34674476976658,St. Philomene,2320 El Camino Avenue,Sacramento,CA,95821,,,,,916-489-1506,gnovis@stphilomene.org,,San Juan Unified,Mrs.,Ann Marie,Faires,Principal,afaires@stphilomene.org,Coeducational,Day Only,K,8,19,8,19,16,20,22,16,22,35,0,0,0,0,0,0,177,No,0,10,1,1,2,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Ann Marie,Faires,Principal,afaires@stphilomene.org,Mrs.,Gretchen,Novis,gnovis@stphilomene.org
171370,Sacramento,34674396976666,St. Robert Catholic School,2251 Irvin Way,Sacramento,CA,95822,,,,,916-452-2111,office@strobertschool.org,,Sacramento City Unified,Ms.,Jennifer,Havey,Principal,jhavey@strobertschool.org,Coeducational,Day Only,K,8,14,19,17,18,29,22,18,25,21,0,0,0,0,0,0,183,No,0,10,3,1,6,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Jennifer,Havey,Principal,jhavey@strobertschool.org,Mrs.,Traci,Duncan,tduncan@strobertschool.org
184780,Sacramento,34765056146096,Still Waters Christian School,2037 Elkhorn Boulevard,Rio Linda,CA,95673,,,,,916-628-5174,milamuraff@sbcglobal.net,,San Juan Unified,Mrs.,Mila,Muraff,Director,milamuraff@sbcglobal.net,Coeducational,Day Only,K,10,12,7,5,3,2,2,2,1,0,0,1,0,0,0,0,35,No,0,3,1,2,0,No,No,No,No,No,Religious,Other,Mrs.,Mila,Muraff,Director,,Mrs.,Laura,Miller,
172741,Sacramento,34674476167720,Summit Christian School,5010 Hazel Avenue,Fair Oaks,CA,95628,,,,,916-536-9307,office@summitcs.net,,San Juan Unified,Mr.,David,Couchman,Principal,principal@summitcs.net,Coeducational,Day Only,K,8,16,17,12,9,18,8,12,7,4,0,0,0,0,0,0,103,No,0,7,2,1,2,No,Yes,No,No,Yes,Religious,Interdenominational,Mr.,David,Couchman,Administrator,principal@summitcs.net,Mrs.,Julie,Day,office@summitcs.net
187325,Sacramento,34673306132591,Sundance Montessori,216 Natoma Street,Folsom,CA,95630,,,,,916-985-6034,info@sundancemontessori.com,,Folsom-Cordova Unified,Ms.,Brenda,Rios,Director,brenda@sundancemontessori.com,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,6,2,3,0,No,Yes,No,No,Yes,Non-religious,,Ms.,Brenda,Rios,Director,brenda@sundancemontessori.com,Ms.,Kaylee,Meinz,kaylee@sundancemontessori.com
183780,Sacramento,34673307086853,The Phoenix School,650 Willard Drive,Folsom,CA,95630,,,,,916-353-0185,HeadofSchools@phoenixschools.com,scormier@phoenixschools.com,Folsom-Cordova Unified,Dr.,Linda,Norman,Head of School,HeadofSchool@phoenixschools.com,Coeducational,Day Only,K,8,78,44,30,22,15,24,7,7,12,0,0,0,0,0,0,239,No,0,15,5,6,12,No,No,No,No,No,Non-religious,,Dr.,Linda,Norman,Head of School,HeadofSchool@phoenixschools.com,Mrs.,Sandy,Cormier,scormier@phoenixschools.com
185204,Sacramento,34674476976690,Town and Country Christian Academy,4049 Marconi Avenue,Sacramento,CA,95821,,,,,916-481-2542,tclcs@sbcglobal.net,,San Juan Unified,Mr.,Dave,Kretzmann,Principal,dckretzmann@gmail.com,Coeducational,Day Only,K,8,3,5,4,4,6,5,8,9,8,0,0,0,0,0,0,52,No,0,3,3,1,3,No,Yes,No,No,Yes,Religious,Lutheran,Mr.,Justin,Jones,Other,jjones@justin-jones.net,Mr.,Matt,Kretzmann,matt.kretzmann@tccaschool.org
176456,Sacramento,34673306151476,Treaster Christian Academy,2451 Glenfaire Drive,Rancho Cordova,CA,95670,,,,,916-223-4641,tnt112508@yahoo.com,,Folsom-Cordova Unified,Ms.,Trista,Griffis,Other,tnt112508@yahoo.com,Coeducational,Day Only,K,12,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,6,No,0,1,0,0,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Ms.,Trista,Griffis,Other,,Ms.,Trista,Griffis,
175334,Sacramento,34765056902035,Trinity Christian School,5225 Hillsdale Boulevard,Sacramento,CA,95842,,,,,916-331-7377,pastorabe@tlcsac.org,info@tcssac.org,Twin Rivers Unified,Rev.,Abe,Daniel,Head of School,pastorabe@tlcsac.org,Coeducational,Day Only,K,8,20,11,14,12,7,5,7,5,4,0,0,0,0,0,0,85,No,0,9,0,1,3,No,Yes,Yes,No,Yes,Religious,Assembly of God,Rev.,Robert,Douglas,Principal,robertd@tlcsac.org,Rev.,Abe,Daniel,pastorabe@tlcsac.org
179389,Sacramento,34674477072895,Valley Christian Academy,7400 Whyte Avenue,Citrus Heights,CA,95621,301 West Whyte Avenue,Roseville,CA,95678,916-728-5500,kagunter@surewest.net,,San Juan Unified,Dr.,Brad,Gunter,Administrator,tbcpastor@surewest.net,Coeducational,Day Only,K,12,13,10,18,15,21,18,15,14,17,20,30,28,37,0,0,256,No,31,24,1,3,2,No,Yes,Yes,Yes,Yes,Religious,Apostolic,Dr.,Chris,Crowe,Principal,ccrowe@vcalions.org,Mrs.,Kathy,Gunter,kagunter@surewest.net
174620,Sacramento,34674476938310,Victory Christian,3045 Garfield Avenue,Carmichael,CA,95608,,,,,916-488-5601,vcsoff@victorycs.org,,San Juan Unified,Mr.,John,Huffman,Superintendent,jhuffman@victorycs.org,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,16,30,24,21,30,25,0,0,146,Yes,27,11,3,1,7,No,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Mr.,John,Huffman,Principal,jhuffman@victorycs.org,Mrs.,Elta,Johnson,ejohnson@victorycs.org
174583,Sacramento,34674476905269,Victory Christian Elementary,3045 Garfield Avenue,Carmichael,CA,95608,,,,,916-488-6740,vcsoff@victorycs.org,vcsoffcar@victorycs.org,San Juan Unified,Mr.,John,Huffman,Superintendent,jhuffman@victorycs.org,Coeducational,Day Only,K,6,12,15,16,15,26,21,20,0,0,0,0,0,0,0,0,125,No,0,7,3,2,7,No,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Mrs.,Dora,Marques,Principal,dmarques@victorycs.org,Mrs.,Mary Jane,Mortensen,mjmortensen@victorycs.org
173073,Sacramento,34673147007222,Wilton Christian,9697 Dillard Road,Wilton,CA,95693,,,,,916-687-7693,wcwilton@elkgrove.net,,Elk Grove Unified,Rev.,Norman,Greenfield,Administrator,ngreenfield@wiltonchristianschool.com,Coeducational,Day Only,K,12,4,3,2,3,0,2,2,2,4,4,4,2,3,0,0,35,Yes,0,6,4,1,2,No,Yes,Yes,No,Yes,Religious,Other,Mr.,Erik,Hartstrom,Other,erik@hartstrom.com,Mrs.,Joan,Reinig,jreinig@wiltonbiblechurch.com
183963,Sacramento,19648816140941,Yattiyr Hybrid School,"10255 Old Placerville Road, Annex 1",Rancho Cordova,CA,95827,,,,,626-765-5564,info@yattiyr.org,shigashi@yattiyr.org,Folsom-Cordova Unified,Mr.,Steven,Higashi,Administrator,shigashi@yattiyr.org,Coeducational,Day Only,K,12,1,3,0,1,3,3,3,2,0,5,0,0,0,0,0,21,Yes,0,2,3,1,3,No,Yes,Yes,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Katherena,Higashi,Principal,khigashi@yattiyr.org,Mr.,Steven,Higashi,shigashi@yattiyr.org
178665,San Benito,35752596132658,"Branson Academy, Inc.",2250 Leo Place,Aromas,CA,95004,PO Box 326,Aromas,CA,95004,831-726-3235,info@bransonacademy.net,,Aromas/San Juan Unified,Mrs.,Cynthia,Simunovich,Director,csimunovich@bransonacademy.net,Coeducational,Day Only,K,12,1,2,0,1,0,1,3,5,0,0,1,1,2,0,0,17,Yes,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Cynthia,Cynthia,Director,csimunovich@bransonacademy.net,Mrs.,Cynthia,Simunovich,csimunovich@bransonacademy.net
187380,San Benito,35674707067101,Calvary Christian,1900 Highland Drive,Hollister,CA,95023,,,,,831-637-2909,calvaryofhollister@sbcglobal.net,,Hollister,Mr.,Dean,Hallberg,Superintendent,calvaryofhollister@sbcglobal.net,Coeducational,Day Only,K,12,5,1,3,0,2,3,5,6,5,4,1,3,0,0,0,38,No,0,2,2,1,0,No,Yes,Yes,Yes,Yes,Religious,Baptist,Mr.,Rick,Mattish,Administrator,rsmattish@yahoo.com,Mrs.,Bernadette,Lenhert,calvaryofhollister@sbcglobal.net
170408,San Benito,35674706135057,Hollister Montessori School,2300 Southside Road,Hollister,CA,95023,,,,,831-630-3038,info@hollistermontessori.com,,Hollister,Mrs.,Virginia,Lobeck,Head of School,globeck@hollistermontessori.com,Coeducational,Day Only,K,6,9,2,3,5,5,2,0,0,0,0,0,0,0,0,0,26,No,0,1,0,0,2,No,No,No,No,No,Non-religious,,Mrs.,Virginia,Lobeck,Head of School,globeck@hollistermontessori.com,Mrs.,Virginia,Lobeck,globeck@hollistermontessori.com
180121,San Benito,35674706981922,Hollister SDA Christian School,2020 Santa Ana Road,Hollister,CA,95023,,,,,831-637-5570,office@hollisterSDAschool.org,,Hollister,Mr.,Dave,Gillham,Superintendent,dgillham@cccsda.org,Coeducational,Day Only,K,8,6,3,4,4,1,5,5,4,2,0,0,0,0,0,0,34,No,0,2,1,0,6,No,Yes,No,No,Yes,Religious,Seventh-day Adventist,Mrs.,Barbara,Thompson,Principal,hsdacsprincipal@gmail.com,Mrs.,Barbara,Thompson,hsdacsprincipal@gmail.com
169189,San Benito,35674706981930,Sacred Heart Parish School,670 College Street,Hollister,CA,95023,,,,,831-637-4157,myriarte@sacredheartschool.org,,Hollister,Dr.,Marquita,Yriarte,Principal,myriarte@sacredheartschool.org,Coeducational,Day Only,K,8,15,18,22,22,19,23,22,13,18,0,0,0,0,29,0,201,No,0,14,2,1,11,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Dr.,Marquita,Yriarte,Principal,myriarte@sacredheartschool.org,Mrs.,Miriam,Schwertfeger,schools@dioceseofmonterey.org
169109,San Bernardino,36676940115733,ABC School Ontario,"800 Ferrari Lane, Suite 100",Ontario,CA,91764,,,,,909-484-2848,cwong@appliedbehavior.com,,Cucamonga Elementary,Dr.,Connie,Wong,Administrator,cwong@appliedbehavior.com,Coeducational,Day Only,K,12,1,2,1,1,1,0,3,3,2,2,3,0,1,0,0,20,No,4,3,0,1,15,Yes,No,No,No,No,Non-religious,,Dr.,Connie,Wong,Administrator,cwong@appliedbehavior.com,Dr.,Connie,Wong,cwong@appliedbehavior.com
178402,San Bernardino,36679597082381,Advanced Education Services–Live Oak Sch,10776 Fremont Street,Yucaipa,CA,92399,PO Box 1210,Claremont,CA,91711,909-790-9474,crodriguez@aes-ssg.org,pontiveros@aes-ssg.org,Yucaipa-Calimesa Joint Unified,Ms.,Catherine,Miranda,Director,cmiranda@summerseteducation.com,Coeducational,Day Only,1,12,0,0,0,0,1,1,0,0,0,2,3,5,6,0,0,18,No,3,2,0,1,4,Yes,Yes,No,No,Yes,Non-religious,,Mr.,John,Neiuber,Other,crodriguez@aes-ssg.org,Ms.,Catherine,Miranda,cmiranda@summerseteducation.com
178622,San Bernardino,36750447097694,Advanced Education Services–Mountain View,8500 Escondido Avenue,Hesperia,CA,92345,PO Box 1210,Claremont,CA,91711,760-947-7553,crodriguez@aes-ssg.org,pontiveros@aes-ssg.org,Apple Valley Unified,Ms.,VELIA,PERSON,Director,vperson@summerseteducation.com,Coeducational,Day Only,3,12,0,0,0,0,0,2,1,3,1,7,1,4,5,0,0,24,No,3,1,2,1,4,Yes,Yes,No,No,Yes,Non-religious,,Mr.,JOHN,NEIUBER,Other,crodriguez@aes-ssg.org,Ms.,VELIA,PERSON,vperson@summerseteducation.com
185066,San Bernardino,36678436920300,Ahrens Child Care Center,201 North University Street,Redlands,CA,92374,,,,,909-793-8601,ahrenschildcarecenter@yahoo.com,,Redlands Unified,Mr.,John,Ahrens,Director,ahrenschildcarecenter@yahoo.com,Coeducational,Day Only,K,K,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,1,1,0,0,No,No,No,No,No,Non-religious,,Mr.,John,Ahrens,Director,ahrenschildcarecenter@yahoo.com,Mr.,John,Ahrens,ahrenschildcarecenter@yahoo.com
182052,San Bernardino,36679596147219,Alloii Academy,36295 Wildwood Canyon Road,Yucaipa,CA,92399,,,,,909-709-6160,jsteffen@alloii.com,,Yucaipa-Calimesa Joint Unified,Mr.,John,Steffen,Principal,jsteffen@alloii.com,Coeducational,Day Only,K,12,0,3,5,2,8,2,3,0,1,0,1,0,0,0,0,25,No,0,12,0,1,1,No,No,No,No,No,Non-religious,,Mr.,John,Steffen,Principal,jsteffen@alloii.com,Mr.,Stanley,Matsuda,smatsuda@alloii.com
