"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 5, 2013)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2012,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
118134,Orange,30666216999999,Independence Christian School,4905 East La Palma Avenue,Anaheim,CA,92807,,,,,714-970-7009,principal@independencechristianschool.com,cushsing@aol.com,Placentia-Linda,Mr.,Ron,Cushing,Principal,cushsing@aol.com,Coeducational,Day Only,K,8,20,21,21,19,14,17,12,14,19,0,0,0,0,0,0,157,No,0,9,0,2,2,Yes,Yes,No,No,Yes,Religious,Church of the Four Square Gospel,Mrs.,Carol,Hilton,Principal,principal@independencechristianschool.com,Mrs.,Kathy,Boehme,secretary@independencechristianschool.com
124718,Orange,30666477080211,Integrity Christian School,4905 East La Palma Avenue,Anaheim,CA,92807,,,,,714-693-2022,ics@thecornerstone.net,,Placentia-Yorba Linda Unified,Mrs.,Shelly,Kitada,Administrator,ics@thecornerstone.net,Coeducational,Day Only,1,12,0,8,8,8,8,9,9,5,10,10,10,8,7,0,0,100,Yes,15,2,7,1,1,No,No,No,No,No,Religious,Church of the Four Square Gospel,Mrs.,Shelly,Kitada,Principal,ics@thecornerstone.net,Mrs.,Lee,Lawrence,ics@thecornerstone.net
123013,Orange,30666216139158,International Christian Montessori,5003 East Chapman Avenue,Orange,CA,92869,,,,,714-997-1200,cmaoforange@yahoo.com,,Orange Unified,Mrs.,Collene,Holmstrom,Director,cmaoforange@yahoo.com,Coeducational,Day Only,K,5,15,6,3,2,0,0,0,0,0,0,0,0,0,0,0,26,No,0,5,0,1,0,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Collene,Holmstrom,Administrator,cmaoforange@yahoo.com,Mrs.,Collene,Holmstrom,cmaoforange@yahoo.com
119322,Orange,30666216987424,International Christian Montessori Acade,1539 East Mayfair Avenue,Orange,CA,92867,,,,,714-997-8242,cmsoforange@yahoo.com,,Orange Unified,Mrs.,Sandya,Costa,Director,cmsoforange@yahoo.com,Coeducational,Day Only,K,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,No,0,1,1,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Sandya,Costa,Director,cmsoforange@yahoo.com,Mrs.,Sandya,Costa,cmsoforange@yahoo.com
120225,Orange,30665976136741,International Christian Montessori Academy of Costa Mesa,2950 McClintock Way,Costa Mesa,CA,92626,,,,,714-966-0303,cmaofcostamesa@yahoo.com,,Newport Mesa Unified School District,Mrs.,Cecile,Maida,Director,cmaofcostamesa@yahoo.com,Coeducational,Day Only,K,6,20,18,10,10,10,10,10,0,0,0,0,0,0,0,0,88,No,0,12,0,2,0,No,No,No,No,No,Religious,Other,Mrs.,Cecile,Maida,Head of School,cmaofcostamesa@yahoo.com,Miss,Ashley,Maida,cmaofcostamesa@yahoo.com
122892,Orange,30665977096597,International Christian Montessori School of Newport,381 University,Costa Mesa,CA,92627,,,,,949-645-7745,nbp@intmontessori.com,,Newport Mesa,Mrs.,Shirani,Senanayake,Director,nbp@intmontessori.com,Coeducational,Day Only,K,6,20,7,4,1,3,1,0,0,0,0,0,0,0,0,0,36,No,0,4,2,1,0,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Shirani,Senanayake,Director,nbp@intmontessori.com,Mrs.,shirani,senanayake,nbp@intmontessori.com
122317,Orange,30665066983407,Ivy Crest Montessori Private School,2025 East Chapman Avenue,Fullerton,CA,92831,,,,,714-879-6091,ctakeda@ivycrest.org,,Fullerton Elementary,Ms.,Claire,Takeda,Administrator,ctakeda@ivycrest.org,Coeducational,Day Only,K,6,33,19,6,12,0,0,0,0,0,0,0,0,0,0,0,70,No,0,8,4,2,2,No,No,No,No,No,Non-religious,,Ms.,Aida,King,Director,aking@ivycrest.org,Ms.,Virginia,Itchon,vitchon@ivycrest.org
128852,Orange,30736507085822,Jenny Hart Early Education Center,4445 Alton Parkway,Irvine,CA,92604,,,,,949-786-7392,jbowers@irvinepres.org,,Irvine Unified,Mrs.,Julie,Bowers,Executive Director,jbowers@irvinepres.org,Coeducational,Day Only,K,K,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,No,0,2,0,3,0,No,Yes,No,No,Yes,Religious,Presbyterian,Mrs.,Janelle,Morgan,Director,janelle@irvinepres.org,Mrs.,Barbara,Castro,jbowers@irvinepres.org
123900,Orange,30664646202204,JSerra Catholic High School,26351 Junipero Serra Road,San Juan Capistrano,CA,92675,26351 Junipero Serra Road,San Juan Capistrano,CA,92675,949-493-9307,dvandenberg@jserra.org,,Capistrano Unified,Mrs.,Donna,Vandenberg,Administrator,dvandenberg@jserra.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,276,285,236,213,0,0,1010,No,250,65,10,9,25,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,John,Freeh,Principal,jfreeh@jserra.org,Mr.,Thomas,Cappelletti,tcappelletti@jserra.org
123109,Orange,30665636142731,Keiki o Ke Akua,1031 North Palm Street,La Habra,CA,90631,,,,,562-242-6577,9keiki@gmail.com,,La Habra City Elementary,Mrs.,Barbara,Manning,Administrator,9keiki@gmail.com,Coeducational,Day Only,K,12,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,6,No,0,1,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Dr.,Gary,Manning,Principal,,Mrs.,Barbara,Manning,
126863,Orange,19644517021439,Keystone Academy,2448 West Ramm Drive,Anaheim,CA,92804,PO Box 1888,Norwalk,CA,90651,714-229-1315,keysacad@aol.com,,Anaheim,Mrs.,Evella,Troutt,Administrator,keysacad@aol.com,Coeducational,Day Only,K,12,1,2,4,4,7,6,4,5,6,7,4,8,10,0,0,68,Yes,6,41,0,2,2,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Philip,Troutt,Headmaster,keysacad@aol.com,Mrs.,Evella,Troutt,keysacad@aol.com
121768,Orange,30664646140255,Kingdom Life Academy,30615 Avenida De Las Flores,Rancho Santa Margarita,CA,92688,,,,,949-273-9607,rrose@kingdomlifeacademyschool.org,reneelrose@me.com,Capistrano Unified,Mrs.,Renee,Rose,Principal,rrose@kingdomlifeacademyschool.org,Coeducational,Day Only,K,8,1,2,2,1,0,2,2,0,1,0,0,0,0,0,0,11,No,0,3,0,1,0,No,Yes,No,No,Yes,Religious,Calvary Chapel,Mrs.,Renee,Rose,Administrator,rrose@kingdomlifeacademyschool.org,Mrs.,Renee,Rose,rrose@kingdomlifeacademyschool.org
131448,Orange,30665976960603,Kline School,1620 Adams Avenue,Costa Mesa,CA,92626,,,,,714-421-4700,kline@klineschool.com,,Newport-Mesa Unified,Ms.,Susan,Kline,Director,kline@klineschool.com,Coeducational,Day Only,K,8,4,5,6,6,7,5,3,4,3,0,0,0,0,0,0,43,No,0,4,3,1,0,No,No,No,No,No,Non-religious,,Ms.,Susan,Kline,Director,kline@klineschool.com,Ms.,Susan,Kline,
130508,Orange,30666216965057,La Purisima Catholic School,11712 North Hewes,Orange,CA,92869,,,,,714-633-5411,crivelli@lpcs.net,dvallas@lpcs.net,Orange Unified,Mrs.,Debbie,Vallas,Principal,dvallas@lpcs.net,Coeducational,Day Only,K,8,16,14,17,23,25,24,14,26,17,0,0,0,0,0,0,176,No,0,14,3,1,10,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Debbie,Vallas,Principal,dvallas@lpcs.net,Mrs.,Gena,Reyes,greyes@lpcs.net
121227,Orange,30664646954002,Laguna Niguel Jr. Academy,29702 Kensington Drive,Laguna Niguel,CA,92677,,,,,949-495-3428,davidtripp@cox.net,,Capistrano Unified,Mr.,David,Tripp,Principal,davidtripphome@gmail.com,Coeducational,Day Only,K,10,10,5,7,6,5,5,7,5,3,5,5,0,0,0,0,63,No,0,5,0,0,2,No,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventist,Mr.,Donald,Dudley,Superintendent,Don.Dudley@seccsda.org,Mrs.,Rachael,Gil,Rachael.Gil@seccsda.org
119024,Orange,30664647087729,Laguna Niguel Montessori Center,28083 Moulton Parkway,Laguna Niguel,CA,92677,,,,,949-643-1200,lnmc@pacbell.net,,Capistrano Unified,Ms.,Debbie,McLane,Head of School,lnmc@pacbell.net,Coeducational,Day Only,K,1,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,57,No,0,4,0,2,0,No,No,No,No,No,Non-religious,,Ms.,Debbie,McLane,Head of School,lnmc@pacbell.net,Ms.,Debbie,McLane,lnmc@pacbell.net
120481,Orange,30736356911564,Lake Forest Montessori School,25435 Trabuco Road,Lake Forest,CA,92630,,,,,949-951-2862,lfmsca@aol.com,,Saddleback Valley Unified,Mr.,Cavinda,Walgampaya,Administrator,lfmsca@aol.com,Coeducational,Day Only,K,2,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,27,No,0,2,1,0,0,No,No,No,No,No,Non-religious,,Mrs.,Jeeth,Walgampaya,Director,LFMSCA@aol.com,Mr.,Cavinda,Walgampaya,LFMSCA@aol.com
124979,Orange,30664986142673,Lamb's Path,9292 Grand Drive,Huntington Beach,CA,92646,,,,,714-968-3598,wbfreeg@gmail.com,,Fountain Valley Elementary,Mrs.,Carolyn,Byrne,Administrator,wbfreg@gmail.com,Coeducational,Day Only,1,12,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,7,Yes,1,1,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Wayne,Byrne,Principal,wbfreeg@gmail.com,Mrs.,Carolyn,Byrne,wbfreeg@gmail.com
122187,Orange,30736356132476,LePort Schools,"1 Technology Drive, Building A",Irvine,CA,92618,,,,,949-427-3968,irvinespectrum@leportschools.com,,Irvine Unified,Ms.,Wendy,Bana,Head of School,wbana@leportschools.com,Coeducational,Day Only,K,8,18,21,8,10,16,13,15,14,13,0,0,0,0,0,0,128,No,0,40,1,5,0,No,No,No,No,No,Non-religious,,Ms.,Wendy,Taylor,Administrator,wtaylor@leportschools.com,Ms.,Wendy,Bana,wbana@leportschools.com
129658,Orange,30665306995906,"LePort Schools, Huntington Pier Campus",721 Utica Avenue,Huntington Beach,CA,92648,,,,,714-536-1441,vstewart@leportschools.com,rkgirn@leportschools.com,Huntington Beach City Elementary,Ms.,Vanessa,Stewart,Head of School,vstewart@leportschools.com,Coeducational,Day Only,K,8,6,8,8,13,11,20,9,13,14,0,0,0,0,0,0,102,No,0,17,0,4,0,No,No,No,No,No,Non-religious,,Ms.,Vanessa,Stewart,Head of School,vstewart@leportschools.com,Ms.,Vanessa,Stewart,vstewart@leportschools.com
119976,Orange,30666136973572,Liberty Christian School,7661 Warner Avenue,Huntington Beach,CA,92647,,,,,714-842-5992,tyates@libertychristian.org,,Ocean View,Mrs.,Teri,Yates,Principal,tyates@libertychristian.org,Coeducational,Day Only,K,12,16,15,15,17,9,7,10,10,13,18,16,21,16,0,0,183,Yes,19,17,4,1,5,No,Yes,No,No,Yes,Religious,Evangelical,Mrs.,Teri,Yates,Principal,tyates@libertychristian.org,Ms.,Julene,Nye,jnye@libertychristian.org
118999,Orange,30666216937247,Lutheran High School of Orange County,2222 North Santiago Boulevard,Orange,CA,92867,,,,,714-998-5151,lavigne@lhsoc.org,kim.violette@psd-lcms.org,Orange Unified,Mrs.,Leslie,Smith,Principal,leslie.smith@lhsoc.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,356,265,280,222,0,0,1123,Yes,308,72,19,15,79,Yes,Yes,No,No,Yes,Religious,Lutheran,Mr.,Michael,Gibbons,President,leslie.smith@lhsoc.org,Mrs.,Leslie,Smith,leslie.smith@lhsoc.org
117473,Orange,30666217053598,Lycee International de Los Angeles - OC,2625 North Tustin Avenue,Santa Ana,CA,92705,,,,,714-771-4710,franck.reynaud@lilaschool.com,,Orange Unified,Mr.,Franck,Reynaud,Director,franck.reynaud@lilaschool.com,Coeducational,Day Only,K,6,17,19,26,14,21,16,10,0,0,0,0,0,0,0,0,123,No,0,11,0,1,6,No,Yes,Yes,No,Yes,Non-religious,,Mr.,Franck,Reynaud,Director,franck.reynaud@lilaschool.com,Mr.,Franck,Reynaud,franck.reynaud@lilaschool.com
126392,Orange,30736506937278,Mardan School of Educational Therapy,1 Osborn Street,Irvine,CA,92604,,,,,949-733-1500,contactus@mardanschool.org,tgero@mardanschool.org,Irvine Unified,Mr.,David,Eisenman,Executive Director,deisenman@mardanschool.org,Coeducational,Day Only,K,12,0,1,5,3,6,2,8,2,4,5,10,3,6,0,0,55,Yes,4,8,1,2,20,Yes,Yes,Yes,Yes,Yes,Non-religious,,Mr.,Sean,Foley,President,sean.foley@usbank.com,Mr.,Terry,Green,tgreen@mardanschool.org
128176,Orange,30664646144018,Marguerite Christian School ( DBA) (also know as Mission Veijo Christian School,26558 Marguerite Parkway,Mission Viejo,CA,92692,,,,,949-582-5856,suzee@mightylambs.org,chris@mightylambs.org,Capistrano School District,Ms.,Susan,Johnston,Director,suzee@mightylambs.org,Coeducational,Day Only,K,K,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,No,0,2,11,1,16,No,Yes,No,No,Yes,Religious,Church of Christ,Ms.,Susan,Johnston,Director,suzee@mightylambs.org,Ms.,Susan,Johnston,suzee@mightylambs.org
119291,Orange,30664647098833,Marina View Preschool and Kindergarten,25301 Sweet Meadow Lane,Laguna Niguel,CA,92677,,,,,949-249-8687,info@marinaviewpreschool.com,prestonkratz@gmail.com,Capistrano Unified,Mrs.,Beverly,Kratz,Director,prestonkratz@gmail.com,Coeducational,Day Only,K,K,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,No,0,12,0,2,0,No,No,No,No,No,Non-religious,,Mr.,Preston,Kratz,President,prestonkratz@gmail.com,Mr.,Preston,Kratz,prestonkratz@gmail.com
119657,Orange,30666707038631,Mariners Christian,300 Fischer Avenue,Costa Mesa,CA,92626,,,,,714-437-1700,bsladek@mcs-school.org,dmcvay@mcs-school.org,Santa Ana Unified,Mr.,Robert,Sladek,Head of School,bsladek@mcs-school.org,Coeducational,Day Only,K,8,81,73,72,64,78,75,85,87,88,0,0,0,0,0,0,703,No,0,38,11,5,32,No,Yes,Yes,Yes,Yes,Religious,Evangelical,Mr.,Robert,Sladek,Head of School,bsladek@mcs-school.org,Mrs.,Dianne,McVay,dmcvay@mcs-school.org
124657,Orange,30664647094907,"Master's Academy, The","23052 Alicia Parkway, Number H107",Mission Viejo,CA,92692,,,,,949-459-5293,helenmartinez123h@gmail.com,,Capistrano Unified,Mrs.,Helen,Martinez,Administrator,helenmartinez123h@gmail.com,Coeducational,Day Only,K,12,1,1,1,0,1,1,2,1,0,0,2,1,1,0,0,12,Yes,2,5,0,2,0,No,No,No,No,No,Religious,Other,Mr.,Alex,Martinez,Administrator,helenmartinez123h@gmail.com,Mrs.,Helen,Martinez,helenmartinez123h@gmail.com
122811,Orange,30666706937288,Mater Dei High School,1202 West Edinger Avenue,Santa Ana,CA,92707,,,,,714-754-7711,fclare@materdei.org,gzamora@materdei.org,Santa Ana Unified,Ms.,Frances,Clare,Principal,fclare@materdei.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,566,546,483,468,0,0,2063,Yes,493,134,0,6,32,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mr.,Patrick,Murphy,President,pmurphy@materdei.org,Mrs.,Kathleen,Steinbaugh,ksteinbaugh@materdei.org
119955,Orange,30664646901714,McDowell School / Children's Choice,29028 Aloma Avenue,Laguna Niguel,CA,92677,,,,,949-495-5162,asteenblock@mcdowellschool.org,,Capistrano Unified,Ms.,Donna,Jeffrey,Executive Director,djeffrey@mcdowellschool.org,Coeducational,Day Only,K,8,18,17,18,18,22,8,6,0,4,0,0,0,0,0,0,111,No,0,14,3,3,3,No,No,No,No,No,Non-religious,,Mrs.,Cheryl,Cragun,Director,,Ms.,Adrienne,Steenblock,asteenblock@mcdowellschool.org
127217,Orange,30666476133615,Minaret Academy,1220 North State College Boulevard,Anaheim,CA,92806,,,,,714-533-6273,shabnum@minaretacademy.net,,Placentia-Yorba Linda Unified,Mrs.,Shabnum,Husain,Principal,shabnum@minaretacademy.net,Coeducational,Day Only,K,5,22,20,21,19,11,8,0,0,0,0,0,0,0,0,0,101,No,0,16,7,1,3,No,Yes,No,No,Yes,Religious,Islamic,Mrs.,Shabnum,Husain,Principal,,Mrs.,Jennifer,Gharsa,jennifer@minaretacademy.net
116895,Orange,30664646965065,Mission Basilica School,31641 El Camino Real,San Juan Capistrano,CA,92675,,,,,949-234-1385,trolewicz@mbssjc.org,,Capistrano Unified,Miss,Tina,Rolewicz,Principal,trolewicz@mbssjc.org,Coeducational,Day Only,K,8,27,23,27,29,29,30,31,29,23,0,0,0,0,0,0,248,No,0,13,3,2,16,No,Yes,Yes,No,Yes,Religious,Roman Catholic,Mrs.,Tina,Rolewicz,Principal,trolewicz@mbssjc.org,Miss,Barbara,Lank,blank@mbssjc.org
122525,Orange,30664646910137,Mission Hills Christian School,29582 Aventura,Rancho Santa Margarita,CA,92688,,,,,949-589-4504,ehollison@missionhillscc.org,cgulino@missionhillscc.org,Capistrano Unified,Mrs.,Carrie,Gulino,Principal,cgulino@missionhillscc.org,Coeducational,Day Only,K,8,19,21,25,27,32,37,24,51,35,0,0,0,0,0,0,271,No,0,13,6,3,14,No,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Ms.,Eileen,Hollison,Other,ehollison@missionhillscc.org,Mrs.,Ellie,Ward,eward@missionhillscc.org
128377,Orange,30664646203772,Mission Lutheran School,24360 Yosemite Road,Laguna Niguel,CA,92677,,,,,949-643-8311,missionlutheranschool@gmail.com,,Capistrano Unified,Mrs.,Cristin,Sorenson,Administrator,missionlutheranschool@gmail.com,Coeducational,Day Only,K,K,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,No,0,2,0,5,0,No,Yes,No,No,Yes,Religious,Lutheran,Mrs.,Catherine,Estanislau,Director,,Mrs.,Cristin,Sorenson,
120562,Orange,30736357084379,Mission Viejo Christian School,24701 San Doval Lane,Mission Viejo,CA,92691,,,,,949-465-1950,celkins@mvcschool.org,,Saddleback Valley Unified,Mr.,Mike,McAteer,Principal,principal@mvcschool.org,Coeducational,Day Only,K,8,39,40,39,23,53,42,40,49,35,0,0,0,0,0,0,360,No,0,23,3,2,17,No,Yes,No,No,Yes,Religious,Evangelical,Mr.,Mike,McAteer,Principal,Principal@MVCSchool.org,Mrs.,Georgia,Cole,GCole@MVCSchool.org
129312,Orange,30664646133201,Monarch Bay Montessori Academy,32929 Pacific Coast Highway,Dana Point,CA,92629,,,,,949-240-3344,mbma2003@gmail.com,,Capistrano Unified,Ms.,Leigh Ann,Pack,Executive Director,mbma2003@gmail.com,Coeducational,Day Only,K,3,20,9,2,0,0,0,0,0,0,0,0,0,0,0,0,31,No,0,3,1,2,1,No,No,No,No,No,Non-religious,,Mrs.,Paloma,Johnston,Executive Director,montessorita@gmail.com,Ms.,Leigh Ann,Pack,lapack222@gmail.com
131786,Orange,30736506143259,Montadhar Peace School,4782 Karen Ann Lane,Irvine,CA,92402,788 Leyland Drive,Diamond Bar,CA,91765,951-206-5262,info@montadharpeaceschool.org,,Irvine,Mrs.,Laila,Shahrestani,Head of School,info@islamicschoolofirvine.com,Coeducational,Day Only,K,6,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19,No,0,2,3,1,0,No,Yes,No,No,Yes,Religious,Islamic,Mrs.,Laila,Shahrestani,Director,,Mr.,Sayed Morteza,Ahadi Sarkani,
116553,Orange,30736356139943,Montessori at the Park,21742 Buena Suerte,Rancho Santa Margarita,CA,92688,,,,,949-635-1220,roxiefilsoof@yahoo.com,,Saddleback Valley Unified,Mrs.,Roxie,Filsoof,Director,roxiefilsoof@yahoo.com,Coeducational,Day Only,K,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,No,0,2,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Roxie,Filsoof,Director,roxiefilsoof@yahoo.com,Mrs.,Roxie,Filsoof,roxiefilsoof@yahoo.com
118063,Orange,30666137091754,Montessori Child Development Center,"5702 Clark Drive, Building B",Huntington Beach,CA,92649,,,,,714-377-5779,mcdcsharks@gmail.com,,Ocean View Elementary,Mrs.,Ann,Vu,Administrator,mcdcsharks@gmail.com,Coeducational,Day Only,K,6,15,3,4,5,5,1,2,0,0,0,0,0,0,0,0,35,No,0,10,5,2,0,No,No,No,No,No,Non-religious,,Mrs.,Cyndi,Wojciechowski,Director,mcdcsharks@gmail.com,Mrs.,Cyndi,Wojciechowski,mcdcsharks@gmail.com
131803,Orange,30667466145684,Montessori Children's World,14212 Edwards Street,Westminster,CA,92683,,,,,714-894-4924,montessoricw@aol.com,,Westminster,Mrs.,Noreen,Begole,Director,montessoricw@aol.com,Coeducational,Day Only,K,K,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,No,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Noreen,Begole,Director,montessoricw@aol.com,Mrs.,Noreen,Begole,montessoricw@aol.com
116510,Orange,30664237002447,Montessori Education Center,1658 West Broadway,Anaheim,CA,92802,,,,,714-991-7400,,,Anaheim City,Mrs.,Kathleen,Hale,Director,,Coeducational,Day Only,K,1,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,No,0,2,1,1,0,No,No,No,No,No,Non-religious,,Mrs.,Kathleen,Hale,Director,,Mrs.,Kathleen,Hale,
118352,Orange,30665226993752,"Montessori Greenhouse Schools, LLC",5856 Belgrave Avenue,Garden Grove,CA,92845,PO Box 5116,Garden Grove,CA,92846,714-897-3833,marci.turner@montessorigreenhouse.com,,Garden Grove Unified,Ms.,Marci,Turner,Administrator,marci.turner@montessorigreenhouse.com,Coeducational,Day Only,K,6,25,16,15,15,14,6,3,0,0,0,0,0,0,0,0,94,No,0,7,1,1,6,No,No,No,No,No,Non-religious,,Ms.,Heather,Lambert,Director,heather.lambert@montessorigreenhouse.com,Ms.,Jill,Doskocil,jill.doskocil@montessorigreenhouse.com
117312,Orange,30665976998074,Montessori Harbor Mesa Elementary,3025 Deodar Avenue,Costa Mesa,CA,92626,,,,,714-549-3803,giuliana@defrenza.com,,Newport-Mesa Unified,Mr.,Antonio,De Frenza,Administrator,tony@defrenza.com,Coeducational,Day Only,K,6,15,15,5,4,4,2,3,0,0,0,0,0,0,0,0,48,No,0,4,4,2,3,No,No,No,No,No,Non-religious,,Mrs.,Giuliana,De Frenza,Director,Tony@defrenza.com,Mr.,Antonio,De Frenza,Tony@defrenza.com
121847,Orange,30665896973598,Montessori House of Children,1239 South Magnolia Avenue,Anaheim,CA,92804,,,,,714-761-3109,ssper26@juno.com,,Magnolia Elementary,Dr.,Shirani,Perera,Administrator,ssper26@juno.com,Coeducational,Day Only,K,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,No,0,2,0,2,0,No,No,No,No,No,Non-religious,,Dr.,Shirani,Perera,Director,ssper26@juno.com,Dr.,Shirani,Perera,ssper26@juno.com
119742,Orange,30664236973671,Montessori Learning Center,331 North Harbor Boulevard,Anaheim,CA,92805,,,,,714-999-6618,ramya93105@yahoo.com,,Anaheim City,Ms.,Ramya,Everson,Director,ramya93105@yahoo.com,Coeducational,Day Only,K,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,2,1,1,1,No,No,No,No,No,Non-religious,,Ms.,Ramya,Everson,Director,ramya93105@yahoo.com,Ms.,Ramya,Everson,ramya93105@yahoo.com
119940,Orange,30664496962986,Montessori of Brea Inc.,701 Mulberry Avenue,Brea,CA,92821,,,,,714-529-0321,nasreen@montessoriofbrea.com,,Brea-Olinda Unified,Mrs.,Nasreen,Ali,Administrator,nasreen@montessoriofbrea.com,Coeducational,Day Only,K,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,No,0,6,2,1,1,No,No,No,No,No,Non-religious,,Mrs.,Nasreen,Ali,Administrator,nasreen@montessoriofbrea.com,Mrs.,Nasreen,Ali,nasreen@montessoriofbrea.com
120375,Orange,30664646202873,Montessori of Ladera Ranch,33122 Valle Road,Ladera Ranch,CA,92694,,,,,949-218-6990,melissascott5@hotmail.com,,Capistrano Unified,Mr.,Melissa,Scott,Director,melissascott5@hotmail.com,Coeducational,Day Only,K,3,30,16,6,0,0,0,0,0,0,0,0,0,0,0,0,52,No,0,4,4,2,0,No,No,No,No,No,Non-religious,,Mrs.,Melissa,Scott,Director,melissascott5@hotmail.com,Mrs.,Melissa,Scott,melissascott5@hotmail.com
128122,Orange,30736357078629,Montessori on the Lake,23311 Muirlands Boulevard,Lake Forest,CA,92630,,,,,949-855-5630,montessorilake@yahoo.com,,Saddleback Valley Unified,Ms.,Sarah,Smith,Executive Director,montessorilake@yahoo.com,Coeducational,Day Only,K,8,29,23,18,17,19,17,10,7,2,0,0,0,0,0,0,142,No,0,12,4,3,2,No,No,No,No,No,Non-religious,,Ms.,Therese,Barto,Director,montessorilake@yahoo.com,Ms.,Therese,Barto,montessorilake@yahoo.com
122518,Orange,30665306139414,My First Montessori Preschool,19118 Brookhurst Street,Huntington Beach,CA,92646,,,,,714-962-2620,karen@myfirstmontessori.com,amanda@myfirstmontessori.com,Huntington Beach City Elementary,Mrs.,Karen,Le,Administrator,karen@myfirstmontessori.com,Coeducational,Day Only,K,1,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,No,0,28,0,3,4,Yes,No,No,No,No,Non-religious,,Mrs.,Amanda,Brown,Director,amanda@myfirstmontessori.com,Mrs.,Amanda,Brown,amanda@myfirstmontessori.com
117100,Orange,30736507104722,"New Horizon School, Irvine",1 Truman Street,Irvine,CA,92620,,,,,949-552-5411,deletreby@newhorizonirvine.org,,Irvine Unified,Dr.,Dina,Eletreby,Head of School,deletreby@newhorizonirvine.org,Coeducational,Day Only,K,6,28,24,21,17,20,23,16,0,0,0,0,0,0,0,0,149,No,0,25,4,5,2,No,Yes,No,No,Yes,Religious,Islamic,Dr.,Dina,Eletreby,Head of School,deletreby@newhorizonirvine.org,Mrs.,Laila,Duella,lduella@newhorizonirvine.org
