2018-19 Private School Affidavit Data - Schools with Enrollment of Six or More Students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California Department of Education, Teacher and Leader Policy Office (March 21, 2019)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Area Code,Phone Prefix,Phone Suffix,Email,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title ,Adminstrator Email,School Type,School Accomodations,Low Grade,High Grade,Diploma Offered,Low Grade2,High Grade3,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollment,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered4,Graduates 2017-18,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Tax Exempt Not Applicable,Religious Denomination,Religious Classification,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
249515,Orange,30664646157747,TESLA Country Day,92 Avenida La Pata,San Clemente,CA,92673,92 Avenida La Pata,San Clemente,no data,no data,949,572,4453,office@Teslacountryday.com,no data,Capistrano Unified,Dr.,Dustine,Rey,Executive Director,drey@gratitudegardenpreschool.com,Coeducational,Day Only,K,5,No,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,1,1,1,1,No,No,No,No,Yes,no data,Non-religious,Dr.,dustine,rey,Executive Director,drey@pepperdine.edu,Dr.,Dustine,Rey,drey@gratitudegardenpreschool.com
249523,Orange,30736357098866,Ocean View Nonpublic School,"24521 Moulton Parkwkay  Aliso Viejo, Ca  92677",Laguna Niguel,CA,92677,30131 TOWN CENTER DR STE 280,Laguna Niguel,Ca,92677,949,855,0408,hcondas@oceanviewnps.com,awang@oceanviewnps.com,Saddleback Valley Unified,Mrs.,Helen,Condas,Head of School,hcondas@oceanviewnps.com,Coeducational,Day Only,3,12,No,8,22,0,0,0,1,1,2,3,4,4,6,4,4,8,0,8,45,No,10,6,1,2,21,No,No,No,No,Yes,no data,Non-religious,Dr.,George,Condas,Executive Director,hcondas@oceanviewnps.com,Mrs.,Helen,Condas,hcondas@oceanviewnps.com
251875,Orange,30666216973804,Trinity Lutheran Christian,4101 East Nohl Ranch Road,Anaheim,CA,92807,no data,no data,no data,no data,714,637,8370,school3@tlcanaheim.com,mrsfisher@tlcanaheim.com,Orange County Department of Education,Mrs.,Rosemarie,Fisher,Principal,principal@tlcanaheim.com,Coeducational,Day Only,K,8,No,4,13,30,10,13,9,13,8,10,4,1,0,0,0,0,0,0,98,No,0,10,4,1,13,Yes,no data,no data,no data,no data,LUTH,Religious,Mrs.,Rosemarie,Fisher,Principal,principal@tlcanaheim.com,Mrs.,Jill,Rahn,mrsrahn@tlcanaheim.com
251882,Orange,30664646202204,JSerra Catholic High School,26351 Junipero Serra Road,San Juan Capistrano,CA,92675,no data,no data,no data,no data,949,493,9307,estroupe@jserra.org,no data,Capistrano Unified,Mr.,Eric,Stroupe,Principal,estroupe@jserra.org,Coeducational,Day Only,9,12,Yes,13,19,0,0,0,0,0,0,0,0,0,318,316,307,295,0,0,1236,Yes,268,70,14,6,94,Yes,Yes,no data,no data,no data,CATH,Religious,Mr.,Eric,Stroupe,Principal,estroupe@jserra.org,Mrs.,Janet,Miller,jmiller@jserra.org
249355,Orange,30664646154074,The Gratitude Garden Preschool,92 Avenida La Pata,san clemente,CA,92673,92 Avenida La Pata,San Clemente,CA,92673,949,572,4453,office@gratitudegardenpreschool.com,drey@pepperdine.edu,Capistrano Unified,Ms.,Kelly,Eason,Director,ke@gratitudegardenpreschool.com,Coeducational,Day Only,K,K,No,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,3,5,3,3,No,No,No,No,Yes,no data,Non-religious,Dr.,Dustine,Rey,Executive Director,drey@pepperdine.edu,Ms.,Kelly,Eason,ke@gratitudegardenpreschool.com
249356,Orange,30664646157747,TESLA Country Day,92 Avenida La Pata,San Clemente,CA,92673,92 Avenida La Pata,San Clemente,no data,no data,949,572,4453,office@Teslacountryday.com,no data,Capistrano Unified,Dr.,Dustine,Rey,Executive Director,drey@gratitudegardenpreschool.com,Coeducational,Day Only,K,5,No,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,1,1,1,1,No,No,No,No,Yes,no data,Non-religious,Dr.,dustine,rey,Executive Director,drey@pepperdine.edu,Dr.,Dustine,Rey,drey@gratitudegardenpreschool.com
249367,Orange,30664496962986,Nasreen Ali,701 Mulberry Avenue,Brea,CA,92821,no data,no data,no data,no data,714,529,0321,nasreen@montessoriofbrea.com,no data,Brea-Olinda Unified,Mrs.,Nasreen,Ali,Administrator,nasreen@montessoriofbrea.com,Coeducational,Day Only,K,1,No,5,6,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,No,0,7,2,1,1,No,No,No,No,Yes,no data,Non-religious,Mrs.,Nasreen,Ali,Director,nasreen@montessoriofbrea.com,Mrs.,Nasreen,Ali,nasreen@montessoriofbrea.com
249371,Orange,30664986153241,Davidson Learning Center,7661 Warner Avenue,Huntington Beach,CA,92647,no data,no data,no data,no data,714,840,8625,chris@drdavidson.com,no data,Huntington Beach City Elementary,Dr.,Chris,Davidson,Director,chris@drdavidson.com,Coeducational,Day Only,K,12,Yes,5,22,0,0,0,0,0,0,0,0,1,0,0,1,0,7,1,10,Yes,0,0,6,1,1,No,No,No,No,Yes,no data,Non-religious,Dr.,Chris,Davidson,Director,chris@drdavidson.com,Dr.,Chris,Davidson,chris@drdavidson.com
249403,Orange,30665226152680,Aquinas International Academy,5471 Santa Catalina Avenue,Garden Grove,CA,92845,no data,no data,no data,no data,909,367,9372,Jgillen@aquinasinternationalacademy.com,no data,Garden Grove Unified,Mr.,Jim,Gillen,Principal,Jgillen@aquinasinternationalacademy.com,Coeducational,Day Only,K,12,Yes,6,23,0,0,0,34,0,26,0,0,0,0,12,23,11,0,0,106,Yes,0,0,4,1,1,No,No,No,No,Yes,no data,Non-religious,Ms.,Jennifer,Tharp,Executive Director,Jtharp@aquinasinternationalacademy.com,Ms.,Alexa,Tharp,Atharp@aquinasinternationalacademy.com
251905,Orange,30666216999999,Independence Christian School,4905 East La Palma Avenue,Anaheim,CA,92807,no data,Anaheim,no data,92807,714,970,7009,dfowler2@gmail.com,dfowler2@gmail.com,Placentia-Yorba Linda Unified,Mrs.,Darlene,Fowler,Principal,dfowler2@gmail.com,Coeducational,Day Only,K,8,No,5,14,14,13,12,7,14,6,14,5,5,0,0,0,0,0,0,90,No,0,6,1,2,4,Yes,Yes,Yes,no data,no data,FSG,Religious,Mrs.,Darlene,Fowler,Principal,dfowler2@gmail.com,Mrs.,Kathy,Boehme,secretary@independencechristianschool.com
251953,Orange,30666216999015,Far Horizons Montessori,264 N. Main St.,Orange,CA,92868,no data,no data,no data,no data,714,997,8333,fhmontessori264@att.net,no data,Orange Unified,Mrs.,Susan,Foster,Administrator,fhmontessori264@att.net,Coeducational,Day Only,K,8,No,4,14,21,26,6,10,8,9,10,9,7,0,0,0,0,0,0,106,No,0,12,8,2,2,No,No,No,No,Yes,no data,Non-religious,Mrs.,Nora,Cunningham,Director,gcunni1371@aol.com,Mrs.,Susan,Foster,fhmontessori264@att.net
249434,Orange,30664647099377,Aliso Viejo Christian,1 Orion,Aliso Viejo,CA,92656,no data,no data,no data,no data,949,389,0300,kpeterson@avchristianschool.org,no data,Capistrano Unified,Mrs.,Kalyn,Peterson,Principal,kpeterson@avchristianschool.org,Coeducational,Day Only,K,8,No,4,14,20,32,40,27,36,33,31,37,38,0,0,0,0,21,0,315,No,0,24,3,2,24,Yes,no data,no data,no data,no data,NA,Religious,Mrs.,Kalyn,Peterson,Principal,kpeterson@avchristianschool.org,Mrs.,Melissa,Murphy,mmurphy@avchristianschool.org
249443,Orange,30667466154215,Westminster Christian Academy,"13771 Huber St. Garden Grove, CA",Garden Grove,CA,92841,no data,Garden Grove,no data,92842,714,512,5588,wba.edu3@yahoo.com,no data,Westminster,Sr.,Pamela,Maclearn,Administrator,wba3.edu@yahoo.com,Coeducational,Day Only,1,12,Yes,6,19,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,6,Yes,0,1,2,1,0,No,No,No,No,Yes,no data,Non-religious,Sr.,P,Maclearn,Principal,no data,Sr.,P,Maclearn,no data
249447,Orange,30736506911697,"Turtle Rock Preschool, Kindergarten & Academy",1 Concordia,Irvine,CA,92612,no data,no data,no data,no data,949,854,7611,office@turtlerockpreschool.com,no data,Irvine Unified,Mrs.,Patricia,Abahusayn,Administrator,patricia@abahusayn.com,Coeducational,Day Only,K,3,No,4,10,28,4,4,4,0,0,0,0,0,0,0,0,0,0,0,40,No,0,2,2,3,0,No,No,No,No,Yes,no data,Non-religious,Mrs.,Francesca,Chemberlen,Director,francesca@turtlerockpreschool.com,Mrs.,Kristen,Bold,kristen@turtlerockpreschool.com
250621,Orange,30667466937163,Hebrew Academy,14401 Willow Lane,Huntington Beach,CA,92647,no data,no data,no data,no data,714,898,0051,admin@hacds.org,registrar@hacds.org,Westminster,Rabbi,Yitzchok,Newman,Head of School,rabbinewman@hacds.org,Coeducational,Both,K,12,Yes,5,19,22,23,15,24,24,19,23,16,17,6,6,9,6,0,0,210,Yes,0,11,4,5,11,Yes,no data,no data,no data,no data,JWSH,Religious,Dr.,Bryn,Harari,Principal,bharari@hacds.org,Mrs.,Doreen,Fine,registrar@hacds.org
252014,Orange,30666216937122,Eldorado Emerson Private School,4100 E. Walnut Ave.,Orange,CA,92869,no data,no data,no data,no data,714,633,4774,info@eldoradoemerson.org,no data,Orange Unified,Mr.,Sean,Kelley,Headmaster,v.marquez@eldoradoemerson.org,Coeducational,Day Only,5,12,Yes,10,18,0,0,0,0,0,0,1,5,3,9,15,13,23,0,0,69,Yes,0,8,2,3,5,Yes,Yes,no data,no data,no data,no data,Non-religious,Dr.,Wendy,LaGreen,Other,dr.lagreen@eldoradoemerson.org,Ms.,Venessa,Marquez,v.marquez@eldoradoemerson.org
252022,Orange,30666216937122,Eldorado Emerson Private School,4100 E. Walnut Ave.,Orange,CA,92869,no data,no data,no data,no data,714,633,4774,info@eldoradoemerson.org,no data,Orange Unified,Mr.,Sean,Kelley,Headmaster,v.marquez@eldoradoemerson.org,Coeducational,Day Only,5,12,Yes,10,18,0,0,0,0,0,0,1,5,3,9,15,13,23,0,0,69,Yes,0,8,2,3,5,Yes,Yes,no data,no data,no data,no data,Non-religious,Dr.,Wendy,LaGreen,Other,dr.lagreen@eldoradoemerson.org,Ms.,Venessa,Marquez,v.marquez@eldoradoemerson.org
249450,Orange,30665897086457,Amaanah Montessori School,1309 S. Brookhurst St.,Anaheim,CA,92804,no data,Anaheim,no data,92804,714,991,8961,amaanah92@yahoo.com,no data,Magnolia Elementary,Mrs.,Shamilla,Sufi-Ismail,Director,Amaanah92@yahoo.com,Coeducational,Day Only,K,5,No,5,10,3,5,3,0,2,1,0,0,0,0,0,0,0,0,0,14,No,0,3,2,2,0,No,No,No,No,Yes,no data,Non-religious,Mrs.,Shamilla,Sufi-Ismail,Director,no data,Mrs.,Shamilla,Sufi-Ismail,no data
252028,Orange,30736356152094,Guidepost Montessori Foothill Ranch,26462 Towne Centre Drive,Foothill Ranch,CA,92630,no data,no data,no data,no data,949,340,1695,foothill-compliance@guidepostmontessori.com,no data,Saddleback Valley Unified,Mrs.,Krista,Bartolome,Head of School,alicia-compliance@guidepostmontessori.com,Coeducational,Day Only,K,5,No,4,10,13,6,5,1,4,1,0,0,0,0,0,0,0,0,0,30,No,0,21,0,3,0,No,No,No,No,Yes,no data,Non-religious,Ms.,Diana,LeSieur,Administrator,foothillranch-compliance@guidepostmontessori.com,Mr.,Aaron,Bailey,foothillranch-compliance@guidepostmontessori.com
252029,Orange,30736356155378,Guidepost Montessori at Alicia,25261 Paseo De Alicia,Laguna Hills,CA,92653,no data,no data,no data,no data,949,340,9739,alicia-compliance@guidepostmontessori.com,no data,Saddleback Valley Unified,Mrs.,Krista,Bartolome,Head of School,alicia-compliance@guidepostmontessori.com,Coeducational,Day Only,K,1,No,4,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,13,0,2,0,No,No,No,No,Yes,no data,Non-religious,Mr.,Aaron,Bailey,Other,alicia-compliance@guidepostmontessori.com,Mr.,Aaron,Bailey,alicia-compliance@guidepostmontessori.com
249464,Orange,30665066203053,Kids Adventure Learning Center,1834 West Valencia Drive,Fullerton,CA,92833,5191 E Crescent Dr,Anaheim,no data,92807,714,525,7377,sanjivgunasekara@yahoo.com,no data,Fullerton Elementary,Mr.,Nicole,Anderson,Director,c0lekristine@yahoo.com,Coeducational,Day Only,K,1,No,4,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,No,0,1,2,1,1,No,No,No,No,Yes,no data,Non-religious,Ms.,Manil,Gunasekara,Executive Director,manilg@yahoo.com,Mr.,Sanjiv,Gunasekara,no data
249473,Orange,30665977101041,Sage Hill,20402 Newport Coast Drive,Newport Coast,CA,92657,no data,Newport Coast,CA,92657,949,219,0100,murphyb@sagehillschool.org,no data,Newport-Mesa Unified,Mr.,Gordon,McNeill,President,mcneillg@sagehillschool.org,Coeducational,Day Only,9,12,Yes,13,18,0,0,0,0,0,0,0,0,0,134,141,139,127,0,0,541,Yes,120,39,10,23,30,Yes,no data,no data,no data,no data,no data,Non-religious,Ms.,Patricia,Merz,Head of School,merzp@sagehillschool.org,Ms.,Lynette,Swanson,swansonl@sagehillschool.org
253551,Orange,30664647081334,St. Anne School,32451 Bear Brand Road,Laguna Niguel,CA,92677,no data,no data,no data,no data,949,276,6700,info@st-anne.org,no data,Capistrano Unified,Mr.,Steve,Cunningham,Head of School,scunningham@st-anne.org,Coeducational,Day Only,K,8,No,5,14,47,49,60,69,56,64,75,80,69,0,0,0,0,0,0,569,No,0,63,4,9,25,Yes,no data,no data,no data,no data,CATH,Religious,Mrs.,Maureen,Bournazian,Principal,mbournazian@st-anne.org,Mrs.,Kelli,Foudy,kfoudy@st-anne.org
254965,Orange,19647336143838,Orange School,"2230 West Chapman Avenue, Suite 200",Orange,CA,92868,no data,no data,no data,no data,818,227,6800,secretary@orangeschool.us,no data,Orange Unified,Mr.,Rafael,Lara,Director,rafael@orangeschool.us,Coeducational,Day Only,1,12,Yes,7,18,0,0,3,4,5,7,1,4,7,3,3,3,2,0,0,42,Yes,0,1,1,1,0,No,No,No,No,Yes,no data,Non-religious,Mr.,Rafael,Lara,Director,no data,Mr.,Rafael,Lara,rafael@alakkazam.com
250765,Orange,30666477096985,Calvary Chapel of Yorba Linda,18821 Yorba Linda Boulevard,Yorba Linda,CA,92886,no data,no data,no data,no data,714,777,7131,academy@ccyl.church,no data,Placentia-Yorba Linda Unified,Mrs.,Beth,Holiday,Principal,beth@ccyl.church,Coeducational,Day Only,K,8,No,5,14,16,11,13,14,9,13,6,13,9,0,0,0,0,0,0,104,No,0,8,3,1,1,Yes,no data,no data,no data,no data,CAL,Religious,Mrs.,Beth,Holiday,Principal,beth@ccyl.church,Mrs.,Beth,Holiday,beth@ccyl.church
256208,Orange,no data,German School Campus Inc,1931 West Coast Hwy,Newport Beach,CA,92663,26895 Aliso Creek Rd. #B858,Aliso Viejo,CA,92656,949,285,0829,principal@GermanSchoolcampus.com,Ursula.Schoeneich@GermanSchoolcampus.com,Newport-Mesa Unified,Ms.,Ursula,Schoeneich,President,Ursula.Schoeneich@GermanSchoolcampus.com,Coeducational,Day Only,K,12,No,4,17,10,0,2,0,6,3,13,8,5,4,2,2,0,0,0,55,No,0,0,4,1,1,Yes,no data,no data,no data,no data,no data,Non-religious,Ms.,Ursula,Schoeneich,Principal,Ursula.Schoeneich@GermanSchoolcampus.com,Miss,Ursula,Schoeneich,Ursula.Schoeneich@GermanSchoolcampus.com
256301,Orange,30666216139794,"Camelot Academy of Arts, Science & Technology, Esplanade Campus",815 South Esplanade Street,Orange,CA,92869,no data,Orange,no data,92867,714,602,7797,office@camelotprep.com,no data,Orange Unified,Mr.,Chris,Grant,Administrator,office@camelotprep.com,Coeducational,Day Only,K,12,Yes,4,17,3,2,4,2,6,3,2,3,4,5,2,1,0,0,0,37,Yes,1,12,2,1,0,No,No,No,No,Yes,no data,Non-religious,Mr.,Terrance,Cheung,Head of School,office@camelotprep.com,Mr.,Chris,Grant,office@camelotprep.com
256591,Orange,30664566158158,LiMai Montessori Academy,5309 Beach Blvd,Buena Park,CA,90621,no data,no data,no data,no data,714,690,0112,buenapark@limaimotessori.com,LMAbuenapark@gmail.com,Buena Park Elementary,Mrs.,Spring,Zhang,Principal,spring@limaimontessori.com,Coeducational,Day Only,K,6,No,4,9,10,2,3,1,0,0,0,0,0,0,0,0,0,0,0,16,No,0,3,1,1,0,No,No,No,No,Yes,no data,Non-religious,Miss,Hye Jung,Hahn,Director,buenapark@limaimontessori.com,Miss,Hye Jung,Hahn,buenapark@limaimontessori.com
256595,Orange,30664806155808,LiMai Montessori Academy,8271 Gay Street,Cypress,CA,90630,no data,Cypress,CA,90630,714,995,2054,cypress@limaimontessori.com,LMAcypress@gmail.com,Cypress Elementary,Mrs.,Spring,Zhang,Principal,spring@limaimontessori.com,Coeducational,Day Only,K,K,No,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,No,0,1,1,1,0,No,No,No,No,Yes,no data,Non-religious,Mrs.,Anu,Tasildar,Director,cypress@limaimontessori.com,Mrs.,Anu,Tasildar,cypress@limaimontessori.com
257982,Orange,30664647096654,Rancho Viejo School,29782 Avenida de las Banderas,Rancho Santa Margarita,CA,92688,no data,no data,no data,no data,949,459,0199,debbie@ranchoviejoschool.com,no data,Capistrano Unified,Miss,Debbie,Warkentien,Administrator,debbie@ranchoviejoschool.com,Coeducational,Day Only,K,8,No,4,14,12,5,11,5,11,4,2,4,2,0,0,0,0,0,0,56,No,0,7,2,2,1,No,No,No,No,Yes,no data,Non-religious,Miss,Debbie,Warkentien,Principal,debbie@ranchoviejoschool.com,Miss,Debbie,Warkentien,debbie@ranchoviejoschool.com
257928,Orange,30664646134712,Armenta Learning Academy,"28062 Forbes Road, Suite B",Laguna Niguel,CA,92677,no data,no data,no data,no data,949,367,9473,academicsuccessnow@yahoo.com,no data,Capistrano Unified,Mrs.,Julie,Armenta,Head of School,academicsuccessnow@yahoo.com,Coeducational,Day Only,K,12,No,7,17,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,6,No,0,2,1,0,0,No,No,No,No,Yes,no data,Non-religious,Mrs.,Julie,Armenta,Head of School,academicsuccessnow@yahoo.com,Mrs.,Julie,Armenta,academicsuccessnow@yahoo.com
257989,Orange,30666216130553,Rossier Elementary/Middle Spectrum School,395 Tustin Ave,Orange,CA,92866,no data,Orange,no data,no data,714,516,3370,mhayes@spectrumschools.com,mhayes@spectrumschools.com,Orange Unified,Mrs.,Michelle,Hayes,Director,mhayes@spectrumschools.com,Coeducational,Day Only,K,8,No,6,13,0,1,3,3,17,11,10,15,6,0,0,0,0,0,0,66,No,0,6,0,2,28,No,No,No,No,Yes,no data,Non-religious,Mrs.,Michelle,Hayes,Head of School,mhayes@spectrumschools.com,Ms.,Norma,Perez,mhayes@spectrumschools.com
236931,Placer,31668866901870,Live Oak Waldorf School,410 Crother Rd.,Meadow Vista,CA,95722,no data,no data,no data,no data,530,878,8720,officesupport@liveoakwaldorf.org,no data,Placer Hills Union Elementary,Mr.,Brian,Buckle,Administrator,bbuckle@liveoakwaldorf.org,Coeducational,Day Only,K,8,No,4,14,29,14,13,14,21,22,7,9,15,0,0,0,0,0,0,144,No,0,12,12,3,20,Yes,no data,no data,no data,no data,no data,Non-religious,Mr.,Brian,Buckle,Administrator,bbuckle@liveoakwaldorf.org,Mr.,Brian,Buckle,brian.e.buckle@gmail.com
237244,Placer,31750856143317,Destiny Christian Elementary,6900 Destiny Drive,Rocklin,CA,95677,no data,no data,no data,no data,916,788,2827,cmullendore@dcpschool.com,no data,Rocklin Unified,Mrs.,Colleen,Mullendore,Director,cmullendore@dcpschool.com,Coeducational,Day Only,K,1,No,4,7,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,No,0,2,1,1,1,Yes,no data,no data,no data,no data,AG,Religious,Mrs.,Colleen,Mullendore,Director,cmullendore@dcpschool.com,Mrs.,Colleen,Mullendore,cmullendore@dcpschool.com
237251,Placer,31668456149215,Loomis Gateway Academy,"3268 Penryn Road, Suite 200",Loomis,CA,95650,no data,Loomis,CA,95650,916,778,6540,loomisgateway@gmail.com,loomisgateway@gmail.com,Loomis Union Elementary,Mrs.,Leah,Skinner,Administrator,no data,Coeducational,Day Only,2,8,No,8,14,0,0,1,4,6,4,6,3,2,0,0,0,0,0,0,26,No,0,11,0,3,1,No,No,No,No,Yes,no data,Non-religious,Mrs.,Tesa,Briles,Principal,loomisgateway@gmail.com,Mrs.,Tesa,Briles,tesabriles@gmail.com
237532,Placer,31668297083678,Granite Bay Montessori,9330 Sierra College Boulevard,Roseville,CA,95661,no data,no data,no data,no data,916,791,7849,office@gbmontessori.com,no data,Eureka Union,Mrs.,Emily,Compton,Director,emily@gbmontessori.com,Coeducational,Day Only,K,8,No,4,13,17,13,14,15,7,6,8,3,4,0,0,0,0,0,0,87,No,0,10,3,1,14,Yes,no data,no data,no data,no data,no data,Non-religious,Mrs.,Emily,Compton,Director,emily@gbmontessori.com,Ms.,Kelly,Czigler,office@gbmontessori.com
237638,Placer,31669446146286,ISchool,1070 Canterbury Drive,Kings Beach,CA,96143,"889 Alder Avenue, Suite 105",Incline Village,NV,89451,775,831,2423,admin@ischools.us,no data,Tahoe-Truckee Unified,Dr.,Kathryn,Kelly,Executive Director,kkelly@ischools.us,Coeducational,Day Only,6,12,Yes,11,19,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,9,Yes,3,1,4,1,0,Yes,no data,no data,no data,no data,no data,Non-religious,Dr.,Kathryn,Kelly,Director,admin@ischools.us,Dr.,Kathryn,Kelly,admin@ischools.us
238351,Placer,31669517089469,Heritage Community Christian Schools Inc.,1200 Highway 193,Lincoln,CA,95648,PO Box 870,Lincoln,CA,95648,916,645,6280,office@lcalincoln.com,jtandy@lcalincoln.com,Western Placer Unified,Mrs.,Jennifer,Tandy,Principal,jtandy@lcalincoln.com,Coeducational,Day Only,K,8,No,4,14,9,17,2,6,3,4,4,2,1,0,0,0,0,0,0,48,No,0,6,1,1,1,Yes,no data,no data,no data,no data,NA,Religious,Mrs.,Jennifer,Tandy,Principal,jtandy@lcalincoln.com,Mrs.,Kathy,Mauch,office@lcalincoln.com
239791,Placer,31669516157010,FinnRock Academy,1330 Pintail Way,Lincoln,CA,95648,no data,no data,no data,no data,916,412,7806,lindseyfinn@me.com,no data,Western Placer Unified,Mrs.,Lindsey,Finn,Administrator,lindseyfinn@me.com,Coeducational,Day Only,1,12,Yes,10,14,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,11,Yes,0,1,1,1,0,No,No,No,No,Yes,no data,Non-religious,Mr.,Travis,Finn,Principal,no data,Mrs.,Lindsey,Finn,no data
240547,Placer,31669106976096,St. Albans Country Day School,2312 Vernon Street,Roseville,CA,95678,no data,no data,no data,no data,916,782,3557,mindys@stalbans.org,no data,Roseville City Elementary,Ms.,Mindy,Sakoi,Administrator,mindys@stalbans.org,Coeducational,Day Only,K,8,No,5,14,20,26,22,23,24,23,24,22,18,0,0,0,0,0,0,202,No,0,17,6,5,12,Yes,no data,no data,no data,no data,no data,Non-religious,Mrs.,Laura,Bernauer,Head of School,laurab@stalbans.org,Mrs.,Susan,Irish,susani@stalbans.org
240638,Placer,31667876976104,St. Joseph Catholic School,11610 Atwood Road,Auburn,CA,95603,no data,Auburn,CA,95603,530,885,6084,joliver@saintjosephauburn.org,dwilliams@saintjosephauburn.org,Auburn Union Elementary,Mrs.,Jenny,Oliver,Principal,no data,Coeducational,Day Only,K,8,No,5,13,20,9,13,12,11,18,15,20,18,0,0,0,0,0,0,136,No,0,11,1,1,6,Yes,no data,no data,no data,no data,CATH,Religious,Fr.,Innocent,Subiza,Administrator,no data,Mrs.,Debra,Williams,no data
239293,Placer,31750856150460,Holy Cross Lutheran Academy,4701 Grove Street,Rocklin,CA,95677,no data,no data,no data,no data,916,624,2123,director@hclarocklin.org,no data,Rocklin Unified,Mrs.,Celeste,Howes,Other,no data,Coeducational,Day Only,K,K,No,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,4,9,2,0,Yes,no data,no data,no data,no data,LUTH,Religious,Mrs.,Octavia,Williams,Director,ms.octavia@hclarocklin.org,Mr.,Richard,Schultz,no data
240865,Placer,31750856156723,ROCKLIN INTERNATIONAL SCHOOLS,5425 Coronado Way,Rocklin,CA,95677,no data,no data,no data,no data,530,867,1834,info@rocklinschools.org,russell@rocklinschools.org,Rocklin Unified,Mr.,Russell,Wiesner,Executive Director,russell@rocklinschools.org,Coeducational,Day Only,K,12,Yes,5,18,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,14,Yes,0,1,1,1,0,Yes,no data,no data,no data,no data,NA,Religious,Mr.,Russell,Wiesner,Principal,russell.rocklin@gmail.com,Mr.,Deborah,Ottman,d.ottman61@gmail.com
241271,Placer,31669287084890,Gates of Learning Center,"1780 Vernon Street, Suite 5",Roseville,CA,95678,no data,no data,no data,no data,916,782,1111,kmalonegol@outlook.com,no data,Roseville Joint Union High,Mr.,Kevin,Malone,Director,kmalonegol@outlook.com,Boys Only,Day Only,7,12,Yes,16,17,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,13,Yes,4,1,0,1,8,Yes,Yes,no data,no data,no data,no data,Non-religious,Mr.,Lee,Hiatt,Executive Director,no data,Mr.,Kevin,Malone,kmalonegol@outlook.com
241474,Placer,31669446142764,Tahoe Expedition Academy,9765 Schaffer Mill Road,Truckee,CA,96161,no data,no data,no data,no data,530,546,5017,kmartin@tahoeexpeditionacademy.org,slewis@tahoeexpeditionacademy.org,Tahoe-Truckee Unified,Mr.,Kenneth,Martin,Other,kmartin@tahoeexpeditionacademy.org,Coeducational,Day Only,K,12,Yes,5,17,12,8,23,10,16,27,16,26,12,15,27,7,4,0,0,203,Yes,5,21,9,8,12,Yes,no data,no data,no data,no data,no data,Non-religious,Mr.,Kenneth,Martin,Other,kmartin@tahoeexpeditionacademy.org,Ms.,Sharie,Lewis,slewis@tahoeexpeditionacademy.org
242642,Placer,31667876976088,Pine Hills Adventist Academy,13500 Richards Lane,Auburn,CA,95603,no data,no data,no data,no data,530,885,9447,office@phaschool.org,no data,Auburn Union Elementary,Mr.,Joe,Fralick,Principal,office@phaschool.org,Coeducational,Day Only,K,12,Yes,4,19,5,13,11,14,11,15,5,18,12,17,13,11,16,0,0,161,Yes,13,10,0,3,7,Yes,no data,no data,no data,no data,SDA,Religious,Mr.,Albert,Miller,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
